Name,Team,PA,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
"Leody Taveras","TEX",529,94.24644525580551,,90.42755751722441,86.64615169986264,,92.79297682076447,84.40875244140625,79.78275974317529,82,,85.36400240384616,,,"Leody Taveras",18900,665750
"Logan O'Hoppe","LAA",522,94.20074225970426,,89.86440677966101,85.27999674479166,,93.63008707915473,84.23414482235702,79.04102397168803,82.859375,,85.17081397804054,,76.5,"Logan O'Hoppe",24729,681351
"Lourdes Gurriel Jr.","ARI",553,94.4706530448718,,89.45714613970588,86.6591796875,83.55000305175781,93.90820906155015,85.08673422029703,80.13162727029915,81.4317061261433,,84.3174776243932,,75.46153846153847,"Lourdes Gurriel Jr.",19238,666971
"Luis Arraez","- - -",672,93.89878216911765,,89.18342402657086,86.2611083984375,,92.78037963086354,84.15090024501929,79.08908913352273,79.84242572206439,47.599998474121094,85.97128155048077,81.80000305175781,,"Luis Arraez",18568,650333
"Luis Campusano","SDP",299,93.40000136582168,,88.80253040941456,85.76818292791194,,93.61048544606855,85.05360536317568,79.41549295774648,82.26923076923077,49.5,84.38024450231481,,,"Luis Campusano",22217,669134
"Luis García Jr.","WSN",528,94.0070618872549,,89.71666802300348,87.02247191011236,,93.24233072916667,84.59228370734421,79.48425745081019,80.41190592447917,,85.83116883116882,,78.9857177734375,"Luis Garcia Jr.",20391,671277
"Luis Guillorme","- - -",187,94.49590795744889,,89.95479552386558,86.13333536783854,,93.8984375,84.06693201740896,79.24999867314878,80.54999828338623,52.599998474121094,86.96301603970463,79.5999984741211,,"Luis Guillorme",16451,641645
"Luis Matos","SFG",156,94.24036379894578,,89.52058679917279,87.9124984741211,,93.3951187754065,85.24074074074075,81.5160009765625,81.7125015258789,,84.74000108506945,,,"Luis Matos",26467,682641
"Luis Rengifo","LAA",304,94.26000124007936,,89.87796279131356,84.91555447048611,,93.77241042564656,84.45217391304348,79.13698630136986,84.14666341145833,,85.89816954077745,,78.9000015258789,"Luis Rengifo",19858,650859
"Luis Robert Jr.","CHW",425,94.18497686427038,,89.22952008928571,85.7802670127467,,93.70966687964685,84.47995283018868,79.5341796875,81.40000336745689,,84.15589819487577,,,"Luis Robert Jr.",20043,673357
"Luis Torrens","NYM",130,94.66587611607143,,89.13548229586694,88.0499979654948,,94.45274939903847,85.24110309624233,79.34687805175781,84.27499389648438,43.92857142857143,85.3818192915483,,,"Luis Torrens",15905,620443
"Luis Urías","SEA",109,93.15761460057946,,88.81428745814732,84.9749984741211,,92.69500122070312,83.77544202302632,78.8913043478261,80.7874984741211,,84.22954212535511,,,"Luis Urias",16622,649966
"Luke Maile","CIN",154,93.7548076923077,,88.59375,85.86666531032986,,93.51373896708016,84.33112582781457,78.4741919732863,83.00999755859375,54.333333333333336,84.66400390625,,78.92000122070313,"Luke Maile",13355,571912
"Luke Raley","SEA",455,94.45670501373627,,89.98606178977273,87.37792334618507,,93.88037565712617,84.52654892990074,80.67310596113445,81.85,57.47999877929688,86.89324564873418,,,"Luke Raley",19354,670042
"Luke Williams","ATL",52,93.86140522203948,,91.21428571428571,,,94.37249755859375,85.63999633789062,81.36923452524039,78.73333231608073,,83.95833333333333,,,"Luke Williams",19931,663897
"Maikel Garcia","KCR",626,94.11428382263922,,90.19622457252359,87.97179236778847,,93.36815200617283,85.11339101239669,78.89736670778508,83.3103448275862,,84.43692157451923,,,"Maikel Garcia",22715,672580
"Manny Machado","SDP",643,94.37945365646259,,89.79465640169903,87.43636067708333,83.69999694824219,93.905676675636,85.02679097877359,79.57499842489919,81.3871819911859,38.20000076293945,84.97745438945087,82.19999694824219,,"Manny Machado",11493,592518
"Manuel Margot","MIN",343,93.70795530913979,,89.94533203125,84.91379310344827,,93.12873787715517,85.10726072607261,78.881079321509,81.81154221754808,52.53333536783854,84.03360335553279,,,"Manuel Margot",14712,622534
"Marcell Ozuna","ATL",688,94.52761937347933,,89.06203884548611,86.08153545673076,81.80000305175781,93.60526315789474,85.03915347525474,80.60837572674419,81.63428431919642,46.96666463216146,85.53940375232342,80.69999694824219,77.5111083984375,"Marcell Ozuna",10324,542303
"Marco Luciano","SFG",81,94.384521484375,,88.96956734035327,85.22000122070312,,92.66307842548076,84.68686868686869,79.84615384615384,83.0999984741211,,84.23478367017663,,,"Marco Luciano",25616,682617
"Marcus Semien","TEX",718,94.0626922765544,,89.14552859042553,88.03777669270833,,93.65036663083538,84.46055615105541,79.38793103448276,82.0687484741211,,84.25,,,"Marcus Semien",12533,543760
"Mark Canha","- - -",462,94.08972267536704,,89.08079761227235,87.34444625289352,,93.3141640293024,84.07736085906743,79.07433541897124,83.386669921875,,84.26159102079885,,,"Mark Canha",11445,592192
"Mark Vientos","NYM",454,94.27386458333334,,90.01188947770979,85.41071428571429,,93.69934598941369,85.25303431919643,79.45354023129921,82.5772705078125,50.75,84.90855823863636,,76.64000244140625,"Mark Vientos",22184,668901
"Martín Maldonado","CHW",147,93.00400111607142,,89.26603957841981,84,,92.66138420482673,83.4060576467803,78.09463936941964,81.58333333333333,,84.02857317243304,,,"Martin Maldonado",6887,455117
"Masataka Yoshida","BOS",421,94.12362358513779,,90.31062622070313,85.82592472029322,,93.4721042798913,84.5952380952381,78.99380358130531,83.31500244140625,55.349998474121094,86.6779426125919,,75.94999694824219,"Masataka Yoshida",31837,807799
"Mason McCoy","SDP",57,94.59206814236111,,90.27857317243304,87.6500015258789,,93.92048075112952,84.93076735276442,80.07000122070312,84.40000406901042,,85.47999877929688,,,"Mason McCoy",22232,669200
"Masyn Winn","STL",637,94.02145002930833,,89.12123014141062,85.8241951234879,78.19999694824219,93.11156651498929,84.46410092213115,79.4024084619729,80.71599609375,,84.22000105574324,80.30000305175781,78.80000305175781,"Masyn Winn",27479,691026
"Matt Carpenter","STL",157,94.56150051349765,,90.5088249655331,87.89444308810764,78.7750015258789,93.58788076073232,84.57524181547619,79.25714032061688,82.69614821213942,60,87.35000128495066,,78.30000305175781,"Matt Carpenter",8090,572761
"Matt Chapman","SFG",647,94.2268461221122,,89.12937942976804,84.72820262419872,,93.16771488469601,84.80579096045197,79.71887975305944,81.0710513466283,43.29999923706055,85.15897435897436,,75.5999984741211,"Matt Chapman",16505,656305
"Matt Olson","ATL",685,94.53047898471615,,89.66538461538461,86.5111083984375,83.32000122070312,93.41808647260274,84.94944852941177,79.6344478917464,80.1421890258789,39.5,86.11481481481482,82,78.9199951171875,"Matt Olson",14344,621566
"Matt Thaiss","LAA",186,94.23652694610779,,90.73387096774194,85.00322895665323,,92.39210269325658,84.53448275862068,78.62666558159722,83.18181818181819,,86.29873541337025,,,"Matt Thaiss",19318,642136
"Matt Vierling","DET",567,94.02322738386309,,89.31988525390625,85.327998046875,,93.3174776243932,84.18392310049019,78.43707064924568,81.21818033854167,,84.64766839378238,,,"Matt Vierling",21558,663837
"Matt Wallner","MIN",261,94.08389813311689,,89.98504125292057,86.69599609375,,93.41348095154494,84.88672739214601,80.03387254284274,83.48333231608073,,84.83452497209821,,79.36666870117188,"Matt Wallner",26466,670242
"Mauricio Dubón","HOU",428,93.65719843106996,,89.69428943452381,85.84642682756696,,93.3656462585034,84.5594512195122,78.46794871794872,81.5956500509511,51.775001525878906,83.50934579439253,,,"Mauricio Dubon",16530,643289
"Max Kepler","MIN",399,94.37199124726477,,90.08962673611111,86.61613218245968,,93.00416847511575,84.56494979596219,79.0508048765121,83.50540408572635,,85.9835205078125,,,"Max Kepler",12144,596146
"Max Muncy","LAD",293,94.3311345646438,,90.32266927083333,86.96,,92.5268983004386,84.29570007324219,79.59754418545081,80.55681818181819,,86.72592954282408,,76.76666259765625,"Max Muncy",13301,571970
"Max Schuemann","OAK",459,94.33698598608838,,88.9404942536157,85.4749984741211,,94.0053204113924,84.73856956845238,78.74166870117188,82.07499694824219,57.457144601004465,84.9737254790146,,,"Max Schuemann",24488,680474
"Michael A. Taylor","PIT",300,94.33908045977012,,89.28032946977459,86.55384865785257,,93.88761467889908,85.40152200838415,79.5260841259058,80.65000406901042,,84.37355533316116,,,"Michael A. Taylor",11489,572191
"Michael Busch","CHC",567,94.25399205202312,,89.47029702970298,86.6844455295139,,92.87318157327586,84.40154180463576,79.20000097170399,80.0952380952381,48.133331298828125,86.55725052276952,,,"Michael Busch",26319,683737
"Michael Conforto","SFG",488,94.21664117132867,,88.99932238520408,86.51818054991882,,92.7601906105324,84.28153846153846,80.17745777637283,81.96129189768145,,85.9779411764706,78.2999979654948,75.69999694824219,"Michael Conforto",16376,624424
"Michael Harris II","ATL",470,94.25776825444984,,89.88189486799568,87.26579204358552,,93.42091886767783,84.84372899865592,79.73145318800404,82.16470396752452,46.55555555555556,86.12303730085785,81.2249984741211,79.2000020345052,"Michael Harris II",25931,671739
"Michael Massey","KCR",356,94.21508587293388,,89.6439288843458,85.09444173177083,76.4000015258789,92.70242660984849,84.45183486238533,79.812001953125,79.5999984741211,,85.83652811564372,,,"Michael Massey",27684,686681
"Michael Siani","STL",334,93.84964169621749,,89.89572482638889,86.01154033954327,,92.45472831156717,83.8710159080616,79.45089285714286,81.30499877929688,,85.51839192708333,,,"Michael Siani",22557,672279
"Michael Stefanic","LAA",124,93.423752589779,,89.6181807084517,86.22999877929688,,93.64818004261363,85.04893720910904,79.875,84.09999593098958,,84.24615009014423,,,"Michael Stefanic",25353,683021
"Michael Toglia","COL",458,94.44710743801653,,89.482998046875,86.11714564732142,,92.56470843545752,84.28022378177967,79.44390243902438,81.41250101725261,,85.30932981576493,79.64999389648438,77.36666361490886,"Michael Toglia",25845,669911
"Mickey Moniak","LAA",418,94.27877885559921,,90.30145842837591,85.19120771806318,,92.4295878507653,84.74807817508012,79.59047486181973,81.16129032258064,,86.2975826539855,,79.46666463216145,"Mickey Moniak",19956,666160
"Miguel Amaya","CHC",363,93.91731407122904,,89.01590798117898,87.2439024390244,,93.5449969951923,84.22403560830861,79.01014775815217,80.91538649338942,47.099998474121094,85.30000157510081,,,"Miguel Amaya",21693,665804
"Miguel Andujar","OAK",319,94.34204841382575,,88.544287109375,88.1789486533717,,94.13568140560166,84.81028459821428,80.04069767441861,83.24761672247024,,84.7456015625,,,"Miguel Andujar",15878,609280
"Miguel Rojas","LAD",337,93.47227328431373,,89.89647288602941,86.63499755859375,84.36666870117188,93.12574169303798,85.1241367065047,79.31892023859797,79.26000162760417,49.1000010172526,84.75714485012755,,,"Miguel Rojas",7802,500743
"Miguel Sanó","LAA",95,92.99479166666667,,88.93332926432292,84.57142857142857,,93.44179250233209,83.62537167677239,78.45499877929687,80.92857142857143,,84.42571149553571,,,"Miguel Sano",12164,593934
"Miguel Vargas","- - -",237,93.75939334426796,,89.40908813476562,86.92727383700284,,93.71249787703805,83.50349259688865,79.11702127659575,78.73333401150174,54.70000076293945,84.36323457605698,,,"Miguel Vargas",20178,678246
"Mike Ford","CIN",62,94.29135923032408,,89.19285365513393,83.80000305175781,,91.38,83.58112839033019,80.40000406901042,79.55384239783653,,85.77037217881944,,79.63333129882812,"Mike Ford",15585,645801
"Mike Tauchman","CHC",350,94.5403966543514,,89.42323668573944,87.05000305175781,,93.2999964326484,85.04195080773304,78.75151416508838,79.67777506510417,52.55999755859375,87.05367231638418,,,"Mike Tauchman",15274,643565
"Mike Trout","LAA",126,94.17189300115207,,90.92458856301229,84.72222222222223,,93.18019995358911,83.50980392156863,77.56551387392241,,,86.25818536931818,,,"Mike Trout",10155,545361
"Mike Yastrzemski","SFG",474,94.22267638530928,,88.94253585587687,86.90277777777777,,93.34029559235074,84.61204583960843,79.36806558560924,81.93137254901961,40.349998474121094,86.17696744109948,83.55000305175781,77.82499694824219,"Mike Yastrzemski",14854,573262
"Miles Mastrobuoni","CHC",106,94.76728274498457,,89.24444580078125,89.72500610351562,,93.63157894736842,84.6578140258789,78.63333695023148,83.97777642144098,53.599998474121094,85.77999877929688,,,"Miles Mastrobuoni",20017,670156
"Mitch Garver","SEA",430,93.81918440193965,,89.03135758739407,85.75263414884868,,93.23811052229021,84.55577335288808,80.57152188534768,82.65454656427556,51.599998474121094,84.34522220477388,,,"Mitch Garver",15161,641598
"Mitch Haniger","SEA",423,93.89169885839483,,89.58848780350719,86.10769418569711,,93.68446526394422,84.11306377141328,79.44706046481092,82.8225806451613,,83.99672344603825,,,"Mitch Haniger",14274,571745
"MJ Melendez","KCR",451,94.25985401459855,,89.80885823567708,85.85658023231908,,93.22262137276786,84.5479891988255,79.68121448863636,80.8812484741211,,85.92445073689956,,,"MJ Melendez",22197,669004
"Mookie Betts","LAD",516,94.53051068149718,,89.64492753623189,86.63921760110294,83.9000015258789,93.39605889107611,84.78794642857143,79.67699115044248,81.86070905412946,,85.59156744164157,,75.58333333333333,"Mookie Betts",13611,605141
"Nasim Nuñez","WSN",78,93.7688046875,,89.24500122070313,87.31428745814732,,93.05915768045774,82.67838101773648,80.80434782608695,82.64285714285714,,84.71081213048987,,,"Nasim Nunez",25979,683083
"Nathan Lukes","TOR",91,94.32123555222603,,89.65926106770833,87.18571254185268,,93.77547354068396,85.23695439877717,80.28928920200893,,43.150001525878906,87.69473427220395,,,"Nathan Lukes",18123,664770
"Nathaniel Lowe","TEX",565,94.31207064924568,,90.97272727272727,86.85128079927884,,93.14080208333333,84.53441070228494,79.25466796875,81.14285714285714,,85.55414443597562,,,"Nathaniel Lowe",19566,663993
"Nelson Velázquez","KCR",230,93.53875325520833,,88.91909892907303,87.12727494673295,,93.19730081644144,83.93344006147541,78.83720930232558,84.72999877929688,,83.65212558178192,,,"Nelson Velazquez",23359,676369
"Nick Ahmed","- - -",228,93.84264598173253,,87.65689573616817,85.5142822265625,,92.57658251026008,84.27708180745442,80.72037053991247,80.11290322580645,,85.22753662993942,,74.1500015258789,"Nick Ahmed",12147,605113
"Nick Allen","OAK",105,92.85826256793479,,89.79666341145834,84.82499694824219,,93.2051282051282,85.05869459069294,79.68107976140203,82.14285714285714,,85.35356794084821,,,"Nick Allen",22277,669397
"Nick Castellanos","PHI",659,94.42110135957792,,89.11079417715827,86.77446600731383,83.94999694824219,93.53798451409496,84.66887058203632,80.23296917925825,83.47058823529412,,84.97887323943662,,73.57999877929687,"Nick Castellanos",11737,592206
"Nick Fortes","MIA",335,93.50914339048673,,90.07701373922414,88.85714285714286,,93.03547317216982,84.45019154198842,80.2740764853395,80.04500122070313,,84.01684313322369,,78.4000015258789,"Nick Fortes",21538,663743
"Nick Gonzales","PIT",387,93.66816561671088,,89.36964634486607,85.01818292791194,,93.21498141519824,84.8073212594697,79.42222222222222,81.97500271267361,,84.33423071509009,,,"Nick Gonzales",27490,693304
"Nick Gordon","MIA",275,94.44431374289773,,89.82359331109551,86.342001953125,,93.0024177797379,85.37830687830687,79.9526302939967,82.51818292791194,,85.91183110719086,,80.37692495492789,"Nick Gordon",16337,624503
"Nick Loftin","KCR",171,94.14871794871794,,88.92777506510417,85.90000406901042,,92.55754348466981,84.77365386414671,78.26538555438702,85.80000305175781,,84.81666847511575,,,"Nick Loftin",27630,679845
"Nick Madrigal","CHC",94,95.18835330703884,,90,90.34000244140626,,94.63827401620371,85.60102891430412,78.66363525390625,81.2750015258789,,86.53529268152573,,,"Nick Madrigal",20521,663611
"Nick Martini","CIN",163,94.25555555555556,,89.40000141530797,86.86969549005681,,92.77176585477942,83.85113525390625,79.0814796730324,83.44999694824219,,87.17105263157895,,78.5,"Nick Martini",12005,605361
"Nick Senzel","- - -",267,94.33651572779605,,89.39285714285714,86.99583435058594,,93.3464645231613,84.59065060499238,80.05211542693662,81.51666768391927,,85.63289361251027,,77.4000015258789,"Nick Senzel",19293,669222
"Nick Sogard","BOS",86,94.16574435763889,,91.59767328306685,85.90999755859374,,92.72820262419872,84.78208809468283,80.98124694824219,83.95555284288194,,86.15250244140626,,,"Nick Sogard",25483,686765
"Nicky Lopez","CHW",445,93.81777232986768,,90.53114327185793,86.57894736842105,,92.96722360819328,84.37936507936507,79.23661696742958,80.4199951171875,,85.70738517197987,,,"Nicky Lopez",19339,670032
"Nico Hoerner","CHC",641,94.23305084745763,,89.1902450933689,87.23621026400862,,93.6446015625,84.6232013400703,79.89650486232517,81.74782396399456,,85.52617711828859,,,"Nico Hoerner",21479,663538
"Niko Kavadas","LAA",106,94.09934768178104,,90.38809640066964,86.23333333333333,,93.00967899445564,84.99873294106013,79.55454693418561,79.79999457465277,,86.83818359375,,,"Niko Kavadas",29782,694359
"Noelvi Marte","CIN",242,94.12564102564103,,88.31506849315069,83.44444444444444,,93.60538688248504,85.3242450547138,79.43333435058594,81.70952497209821,38.70000076293945,85.16197183098592,,,"Noelvi Marte",26517,682622
"Nolan Arenado","STL",635,94.46326593137255,,88.89333570075758,86.16521597599638,79.69999694824219,93.34650484443232,84.6553090332805,79.43809523809524,81.36176614200367,,85.10591264204545,,76.96666463216145,"Nolan Arenado",9777,571448
"Nolan Gorman","STL",402,94.46895424836602,,89.16176470588235,85.8061224489796,78.9000015258789,93.45362507548309,84.77814670138889,80.00312805175781,81.30000232514881,,86.35416666666667,80.30000305175781,76.97000122070312,"Nolan Gorman",22263,669357
"Nolan Jones","COL",297,94.0202884397645,,89.71831762881679,86.16551892510776,,92.63821780453821,84.9407894736842,79.80379746835443,80.7160009765625,,85.492998046875,,,"Nolan Jones",20529,666134
"Nolan Schanuel","LAA",607,94.2001208968347,,89.87298207938389,86.30885952333861,,93.0625,84.49952566964286,79.95225554435484,80.8695652173913,,86.74979605923694,,80.11428397042411,"Nolan Schanuel",33189,694384
"Oliver Dunn","MIL",104,94.4315818843985,,90.79444263599537,86.13499755859375,,92.32343292236328,85.01142578125,79.14411477481617,81.61666870117188,,85.9432472022804,,,"Oliver Dunn",26295,686554
"Omar Narváez","NYM",69,94.0750042459239,,89.76500244140625,87.75,,91.61749877929688,84.19999694824219,80.03077110877403,81.36666870117188,,86.467998046875,,,"Omar Narvaez",13338,553882
"Oneil Cruz","PIT",599,94.71031353993344,,90.0482546784157,86.49527866633858,,93.26624755859375,84.94339210893855,80.27932624530075,80.86410131209936,,85.52392578125,,,"Oneil Cruz",21711,665833
"Orlando Arcia","ATL",602,94.37132352941177,,89.13670638844937,86.39824904057018,83.25999755859375,93.59977827050997,84.68231260048232,80.06224049388112,82.24464634486607,46.471426827566965,84.96711147231544,79.19999694824219,75.86666870117188,"Orlando Arcia",13185,606115
"Oswaldo Cabrera","NYY",326,93.65104507526178,,89.45916341145833,85.1661735983456,,93.27435772235577,84.36705729166667,79.03367147640306,80.45293830422794,43.70000076293945,85.97647058823529,,,"Oswaldo Cabrera",21707,665828
"Otto Lopez","MIA",434,94.17772511848341,,89.60191932091347,86.01190476190476,,93.51419480846774,85.15492225985221,79.61505586357526,81.23499755859375,,85.1340579710145,80.30000305175781,77.13333468967014,"Otto Lopez",19608,672640
"Ozzie Albies","ATL",435,94.40347206352834,,89.89298359831871,86.5107647235577,,92.64734299516908,84.77323806117958,79.62740885416666,81.42726828835227,,86.372001953125,,78.85714285714286,"Ozzie Albies",16556,645277
"Pablo Reyes","- - -",64,93.07384314903847,,89.4625015258789,85.3800048828125,,92.63750348772321,83.53870810231855,78.375,,54.871429443359375,83.10689991918103,,,"Pablo Reyes",16357,622569
"Parker Meadows","DET",298,94.13381125710227,,89.66115702479338,86.10815927933673,,92.97238660214552,84.04286024305556,79.11354064941406,83.375,48.07999877929687,85.54294002757354,,,"Parker Meadows",23800,678009
"Patrick Bailey","SFG",448,94.35826258183306,,89.38881321957237,86.96470731847427,,93.41764322916667,85.12786259541984,79.91971555897888,81.51080817145271,40,85.28625698024055,81.42500305175781,75.8499984741211,"Patrick Bailey",27478,672275
"Patrick Wisdom","CHC",174,93.61123302902622,,89.9906234741211,86.92307692307692,,93.81490714089912,83.89483996975807,81.13953488372093,82.2249984741211,46.5,85.18985648777173,,,"Patrick Wisdom",13602,621550
"Paul DeJong","- - -",482,93.99720523231908,,89.78226811835107,86.02692119891827,,93.30666852678571,84.72027559763825,80.04867040583518,82.42500241597493,,84.38158151726974,,,"Paul DeJong",18015,657557
"Paul Goldschmidt","STL",654,94.43776405885781,,89.1588254442402,86.32072932545732,,93.20790420428894,84.59271205357143,79.88521264304578,82.09535110828489,,85.1886042985232,80.19999694824219,76.02857317243304,"Paul Goldschmidt",9218,502671
"Pavin Smith","ARI",158,94.31542410714286,,91.00188863502359,85.49500122070313,,94.38026187294408,84.92483660130719,79.99387655452806,79.60000101725261,48.849998474121094,87.81746031746032,80.65999755859374,75.06667073567708,"Pavin Smith",19892,656976
"Pedro Pagés","STL",218,94.45157620614034,,90.01063829787235,84.63529698988971,,92.71213985729769,84.43980293843283,80.02750244140626,81.06667073567708,,85.45735437729779,,,"Pedro Pages",25782,686780
"Pete Alonso","NYM",695,94.37551637086904,,89.13157894736842,85.17916531032986,,93.7357259380098,85.32564581840974,80.16623122970779,84.69736842105263,47.879998779296876,85.5427048141892,,77.13333129882812,"Pete Alonso",19251,624413
"Pete Crow-Armstrong","CHC",410,94.3109592878486,,89.44827586206897,86.11578690378289,,93.24061111992386,84.13925297004133,79.3954092603211,82.15599609375,49.20000076293945,85.82941431781046,,,"Pete Crow-Armstrong",27769,691718
"Rafael Devers","BOS",601,94.49145047169812,,90.67954545454545,86.35678891782408,,92.87922004847645,84.65096067583733,79.76400111607143,82.0433349609375,,86.88172043010752,,77.90000406901042,"Rafael Devers",17350,646240
"Rafael Marchán","PHI",56,94.95692608173077,,89.0250015258789,83.05999755859375,,93.06923264723558,84.17307692307692,78.93636252663352,,,86.63871125252017,,77.21666463216145,"Rafael Marchan",21646,665561
"Ramón Laureano","- - -",309,94.28283250188252,,88.95061728395062,85.99999618530273,,92.7987060546875,84.54415457589286,80.14520556306186,82.39545510031961,49.279998779296875,85.00336052389706,,,"Ramon Laureano",17128,657656
"Ramón Urías","BAL",301,94.00505837429775,,90.37820512820512,84.3352912454044,,92.70995670995671,84.26521860442547,80.3627102092161,81.03333333333333,41.900001525878906,84.88310134242958,,,"Ramon Urias",18795,602104
"Randal Grichuk","ARI",279,93.58043599572981,,88.41095890410959,86.59999778053977,84.19999694824219,93.6301719622905,84.2056015625,79.6960513466283,79.57000122070312,52.45000076293945,84.48507462686567,,76.92500305175781,"Randal Grichuk",10243,545341
"Randy Arozarena","- - -",648,94.57389856557377,,89.5633324032738,87.09827502020474,,93.88166594328703,84.70250564620207,79.30000340661337,83.16603865713444,53.400001525878906,85.38884976184944,,,"Randy Arozarena",19290,668227
"Rece Hinds","CIN",51,94.88620521282327,,89.25,83.5,,93.88235294117646,86.54545454545455,78.9,82.27143205915179,,86.575,,,"Rece Hinds",27493,677956
"Reese McGuire","BOS",158,94.53621138649426,,90.86538461538461,86.99687957763672,,92.47058823529412,84.31052760074013,78.22353228400735,81.10000101725261,,86.70208740234375,,77.13333129882812,"Reese McGuire",15674,624512
"Rhys Hoskins","MIL",517,94.4774319161442,,89.88432221283784,87.2974384014423,,93.48995292030568,85.23515884121062,79.61752993100649,80.8780487804878,51.25,85.6319640112705,,,"Rhys Hoskins",16472,656555
"Richie Palacios","TBR",316,94.745850734447,,90.06598772321429,86.81111266121032,,93.1016261888587,83.71512004573171,79.91157997532895,83.88965685614224,,86.83306294102823,,,"Richie Palacios",24589,680700
"Riley Adams","WSN",130,94.05959037885275,,88.02608589504077,87.13333129882812,,93.01574254918981,84.96521880661231,79.55526572779605,77.9500020345052,,84.15151515151516,,76.66666666666667,"Riley Adams",19864,656180
"Riley Greene","DET",584,93.88045547096317,,89.7171657054721,86.68266927083333,,92.84450924295774,84.30387409200968,79.1507624127538,81.43792935075432,,85.77157689144737,80.69999694824219,,"Riley Greene",25976,682985
"Rob Refsnyder","BOS",307,94.16615974872774,,89.8755848019622,85.97435897435898,,93.41033047241784,84.7576015625,79.65617867801966,80.36363636363636,,85.18250325520833,80.4000015258789,,"Rob Refsnyder",13770,608701
"Robbie Grossman","- - -",245,93.75545895556785,,89.1431370155484,89.99000244140625,,93.09571533203125,84.17861833243535,78.66483516483517,79.38333129882812,,84.71881431661626,,,"Robbie Grossman",5254,543257
"Romy Gonzalez","BOS",216,94.33974140283843,,89.54852653952206,86.9769287109375,,92.8503984375,83.99845461501289,79.59062957763672,82.20302882339016,,84.74599609375,,,"Romy Gonzalez",21562,663853
"Ronald Acuña Jr.","ATL",222,94.10198419744319,,89.31718444824219,87.11666870117188,,93.27660704495614,84.58857142857143,78.375,82.1,,85.23013431078768,,78.44999694824219,"Ronald Acuna Jr.",18401,660670
"Rowdy Tellez","PIT",421,94.23674911660777,,90.28187919463087,86.1259765625,,93.16051669796137,84.74795081967213,80.09133550688976,82.16938875159438,,85.36651583710407,,,"Rowdy Tellez",15679,642133
"Royce Lewis","MIN",325,94.61145684097421,,90.50565669221699,85.79761904761905,,93.75364176432292,84.50416917067308,78.38333208133012,81.76666768391927,,84.52806036420863,,76.26666768391927,"Royce Lewis",20437,668904
"Ryan Bliss","SEA",71,94.19666883680556,,91.52308067908653,,,94.17777777777778,85.96515447443181,79.14000244140625,81.19999694824219,,84.62059110753677,,,"Ryan Bliss",29547,669208
"Ryan Jeffers","MIN",465,94.21234029696133,,90.62428850446429,85.87037037037037,,93.39046129877168,84.19662338119369,79.4213146772541,81.89666341145833,,85.04000126008064,,,"Ryan Jeffers",24618,680777
"Ryan Kreidler","DET",65,94.25250244140625,,89.61363636363636,,,92.79434146521227,84.49683004712301,77.03125,82.55000305175781,,81.51851851851852,,,"Ryan Kreidler",25867,668952
"Ryan McMahon","COL",645,94.21953054680468,,89.48503629429133,86.02432168496621,,93.05000219452248,84.22811059907833,79.4059405940594,82.23235724954044,,86.45714613970588,81.69999694824219,78.13636363636364,"Ryan McMahon",15112,641857
"Ryan Mountcastle","BAL",507,94.00702210493311,,89.60069444444444,86.0609756097561,,93.61702127659575,84.41031901041667,79.78426106770833,84.18571254185268,,84.54320987654322,,58.599998474121094,"Ryan Mountcastle",18373,663624
"Ryan Noda","OAK",111,93.78770471256685,,90.69636008522727,85.75789602179276,,93.15671641791045,84.70750122070312,78.58695652173913,81.76429094587054,,86.59677419354838,,,"Ryan Noda",23312,676116
"Ryan O'Hearn","BAL",494,94.20285582983193,,90.23047919451872,86.24761672247024,,93.53991448045268,84.63932070974576,79.10228488869863,81.62941607306985,,86.78961838942308,,59.6000010172526,"Ryan O'Hearn",16442,656811
"Sal Frelick","MIL",524,94.24382757092198,,89.44108717512377,86.18261188009511,,92.84503052566225,84.996484375,79.58830180921052,81.9463426543445,57.21111382378472,86.28391959798995,82.30000305175781,,"Sal Frelick",29622,686217
"Salvador Perez","KCR",652,94.33803517641996,,89.43636560921718,85.85824283138736,,93.90554086538461,84.37359994870042,80.10497137034162,82.54400390625,,85.12645709325396,,,"Salvador Perez",7304,521692
"Sam Hilliard","COL",158,94.59802366955445,,89.76785714285714,87.41874694824219,,92.23678273168103,83.95289855072464,80.74909446022727,82.4000015258789,,86.5068493150685,,79.0499979654948,"Sam Hilliard",17954,656541
"Santiago Espinal","CIN",391,94.03785686728395,,89.66517857142857,85.712001953125,,93.62170694040698,84.62983425414365,79.63982128042035,82.55587948069854,41.26666768391927,83.75596688646789,,72.4000015258789,"Santiago Espinal",19997,669289
"Sean Bouchard","COL",108,93.33181564529221,,90.52692119891827,85.8187484741211,,94.28412543402777,84.89579050164474,78.45813839934593,83.55000305175781,,85.5,,78.83333333333333,"Sean Bouchard",21270,656248
"Sean Murphy","ATL",264,94.5902000633446,,89.01999860491071,87.0818204012784,,93.71748878923766,85.31233512581169,80.05714385363521,81.8952404203869,49.79999796549479,85.08607347705696,83,,"Sean Murphy",19352,669221
