Name,Team,IP,Stf+ FA,Stf+ SI,Stf+ FC,Stf+ FS,Stf+ SL,Stf+ CU,Stf+ CH,Stf+ KC,Stf+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Landon Knack","LAD",69,91.48695488721805,,,,108.15959301743854,87.66935483870968,92.53604790419165,,,94.78977341235304,102.29307453916682,96.30396931309029,"Landon Knack",27487,689017
"Mitch Keller","PIT",178,94.6780831408776,94.1922807017544,95.97828080229228,,112.1534047109208,91.26065693430655,90.60818181818182,,,99.28206120295467,97.36498065423841,96.26865283151601,"Mitch Keller",17594,656605
"JT Chargois","- - -",36.1,73.14,86.81801369863014,,,107.56701754385965,,59.94,,,95.47826086956519,100.53943289224951,96.24158790170132,"JT Chargois",13767,608638
"Kyle Muller","OAK",49.1,85.23612403100776,,,,108.00871508379889,106.94803921568628,94.21368421052632,,,94.58618585298193,101.71511789181693,96.23742024965324,"Kyle Muller",20167,666205
"José Berríos","TOR",192.1,87.22070175438594,89.30252631578949,88.83797979797984,,,98.84385572139306,83.33400437636762,,,90.64886832740211,104.84941637010675,96.21814234875447,"Jose Berrios",14168,621244
"Kyle Freeland","COL",113.1,90.25469273743015,80.97783410138248,,,80.17592039800995,,71.6985123966942,115.20288288288286,,87.84122448979595,106.8414285714286,96.0772902494331,"Kyle Freeland",16256,607536
"Braxton Garrett","MIA",37,80.72506024096386,96.47224489795917,83.76481481481481,,99.76448717948719,77.1046153846154,92.66630136986304,,,92.6015332197615,102.11267461669505,96.02776831345827,"Braxton Garrett",21844,666129
"Justin Anderson","CHW",53.1,106.2912987012987,106.33985401459854,95.15211267605632,,107.4755348837209,,,,,105.95483050847456,89.24180084745764,95.93853813559323,"Justin Anderson",16201,605121
"Justin Wrobleski","LAD",36.1,98.46051428571428,92.84,117.03038961038962,,120.45918367346938,98.48957746478872,88.66000000000001,,,102.1384791420113,94.60324796583065,95.86029938413367,"Justin Wrobleski",31204,680736
"Bryse Wilson","MIL",104.2,101.47012145748988,100.71262357414447,90.45783595113437,,,99.93859649122807,75.58492753623187,,,96.11128649675844,101.01172682004025,95.77965617402965,"Bryse Wilson",19990,669060
"Sam Long","KCR",42.2,94.4765925925926,,,91.488,115.95592592592591,93.99987179487177,,,,100.63670014347203,95.03601147776185,95.76665710186514,"Sam Long",25379,669674
"Trevor Rogers","- - -",124.1,93.253661971831,84.85899628252788,,,96.80367965367967,,93.27373358348967,,,91.98269934841419,100.13550790114671,95.74565670318943,"Trevor Rogers",22286,669432
"Jonathan Hernández","- - -",43.1,,96.75756756756756,,,109.14992000000001,,85.31844444444445,,,101.4932250151601,94.12489377862607,95.62838413064802,"Jonathan Hernandez",17464,642546
"Jacob Webb","BAL",56.2,100.83363855421685,,,,96.59549618320608,,95.26630350194552,,,98.06356223175966,98.07763948497849,95.54768240343347,"Jacob Webb",19274,657097
"David Peterson","NYM",121,84.56778225806451,95.49806896551722,,,108.84260869565219,93.4160839160839,91.8014332247557,,,94.2598174006445,98.00524167561763,95.54638023630508,"David Peterson",20302,656849
"Rhett Lowder","CIN",30.2,86.53294117647059,89.53720930232559,,,94.67573529411764,,94.8540206185567,,,91.14837022132798,102.6156941649899,95.4413682092555,"Rhett Lowder",33876,695076
"Xzavion Curry","- - -",42.2,81.83791139240508,,,99.82000000000001,101.24509090909092,105.93348314606739,91.14222222222222,,,92.12424701103406,105.25160546196182,95.41897504282366,"Xzavion Curry",25595,675540
"Eduardo Rodriguez","ARI",50,88.94241469816272,98.15151515151516,99.52610778443112,,105.0238596491228,,84.7188717948718,,,91.78092807424596,103.28802784222741,95.39201856148492,"Eduardo Rodriguez",13164,593958
"Kody Funderburk","MIN",34.2,,117.45767441860465,98.98442105263157,,116.65849056603773,,95.21416666666666,,,108.25414860681111,86.31879256965946,95.32315789473684,"Kody Funderburk",24993,681892
"Josh Fleming","PIT",31.1,99.44,110.33890547263682,82.28823529411765,,,102.27151515151515,89.57549999999999,,,96.4287581653244,96.06456000148832,95.3222402442413,"Josh Fleming",20418,676596
"José Ureña","TEX",109,93.55261261261262,94.96564673157164,,,100.24036605657238,,77.1820668693009,,,93.35260951455034,99.58504300086123,95.29431892054161,"Jose Urena",11589,570632
"Miles Mikolas","STL",171.2,83.12575596816976,88.58859424920125,,,113.79181489515545,97.18585987261147,83.70632034632037,,,91.67766839378235,108.07404145077722,95.27307920059212,"Miles Mikolas",9803,571945
"Max Meyer","MIA",57,82.03160104986877,96.17699999999999,,,102.86517766497464,,89.43745664739885,,,92.10997929606623,98.1903933747412,95.22844720496897,"Max Meyer",27474,676974
"Rafael Montero","HOU",38.1,96.6895512820513,110.04150943396228,,,101.1732,,87.3826923076923,,,98.01196454948307,95.88939438700146,95.22531757754805,"Rafael Montero",12760,606160
"Edward Cabrera","MIA",96.1,88.64551578947368,102.79,,,110.87310810810811,105.39531914893617,97.79193043478261,,,98.52743648960737,94.77315242494227,95.21461893764436,"Edward Cabrera",21690,665795
"Tobias Myers","MIL",138,100.4617633410673,87.24199999999999,87.94323886639675,,91.59924611973393,90.96340909090911,111.62114285714284,,,96.56716189643879,98.44129203188737,95.18499702341538,"Tobias Myers",22191,668964
"T.J. McFarland","OAK",56.2,82.93599999999999,87.89665024630543,69.42,,86.62267912772583,,76.38563106796116,,,85.92503631961262,110.50213075060532,95.16883777239713,"T.J. McFarland",3237,519008
"Davis Martin","CHW",50,90.73173228346458,,86.96025641025642,,100.82803347280334,94.31911764705882,101.25531428571429,,,95.11199150798292,97.70923626004638,95.09514178635646,"Davis Martin",21448,663436
"Tyler Anderson","LAA",179.1,93.27306759098788,91.82041237113404,105.43748148148148,,112.03473684210527,75.67999999999999,96.55308687615528,,,96.92608126721765,97.65589531680432,95.01380165289255,"Tyler Anderson",12880,542881
"Nick Sandlin","CLE",57.2,101.0637837837838,99.79608695652172,,86.15383458646617,110.35713467048714,,,,,100.23102027209436,93.17637552459571,94.99317428438204,"Nick Sandlin",20517,680704
"Charlie Morton","ATL",165.1,83.58178660049627,99.44724637681158,86.84465753424658,,,117.46267117497887,85.540325732899,,,99.94616216216215,96.76443243243246,94.84448288288289,"Charlie Morton",4676,450203
"Cade Povich","BAL",79.2,97.87565371024735,98.82103448275862,98.57557692307692,,110.39044444444444,96.94404411764705,76.32238410596027,,,97.09087617668355,97.91348298334542,94.57146994931212,"Cade Povich",30055,700249
"Colin Rea","MIL",167.2,100.95440313111548,90.08264242424242,92.45052427184467,79.75525862068966,102.17459340659343,99.08857142857141,,,,94.19468596838637,100.82802456640489,94.45143189232112,"Colin Rea",12317,607067
"Bryce Elder","ATL",49.2,71.11927272727273,80.3678804347826,,,108.0070588235294,,91.35859649122808,,,89.31986078886312,102.10164733178652,94.36893271461716,"Bryce Elder",27779,693821
"Dillon Tate","- - -",36.2,,98.31097178683385,,,124.36812182741114,,78.69511741249448,,,104.28251860272164,90.66596436901007,94.32919108375962,"Dillon Tate",17796,622253
"Kyle Gibson","STL",169.2,70.61344262295083,86.20035616438354,79.50380789022297,,101.90273204903676,93.45866108786609,77.73294545454547,,,85.71371658733067,102.31565726839986,94.28794580739651,"Kyle Gibson",10123,502043
"JP Sears","OAK",180.2,88.35500963391137,73.42629139072847,,,118.74082730093072,,75.40349726775959,,,94.20482807017547,102.15967017543862,94.20292631578944,"JP Sears",23429,676664
"Sixto Sánchez","MIA",35.2,85.17243243243244,97.93933333333334,106.80549763033174,,,,83.50758974358975,,,92.53336584199195,100.15218808960698,94.1160622890702,"Sixto Sanchez",19680,664350
"Alex Faedo","DET",57.1,94.05564971751411,93.0822222222222,,,100.97854636591478,,93.58429999999997,,,96.65863991468588,98.83410009245628,94.076615465143,"Alex Faedo",19874,656412
"Jon Gray","TEX",102.2,84.63044444444445,,,,98.28320675105485,89.07243243243244,82.9798260869565,,,90.70206456633493,103.09743620372525,93.96951387815972,"Jon Gray",14916,592351
"Anthony Molina","COL",59.2,72.62406149174417,,,,99.43349822714084,120.99074626865674,106.55714153112669,,,89.70744580542922,102.7291540111077,93.76776700581368,"Anthony Molina",26952,683627
"Fernando Cruz","CIN",66.2,84.49903485254691,,81.22797250859107,121.20549266247379,,,,,,99.06588593646413,92.13929322688563,93.75493243779385,"Fernando Cruz",7048,518585
"Carson Spiers","CIN",90.2,98.95995698924732,89.52117647058824,88.50766129032259,,104.4316261038358,,69.42297872340426,,,94.35452801488194,100.74847714910013,93.73680681822482,"Carson Spiers",27685,686730
"Keider Montero","DET",98.1,88.44861842105263,100.68,,,102.3481683168317,,93.68853503184712,96.07341614906831,,94.9799692544197,98.72952268484782,93.63559615480598,"Keider Montero",22630,672456
"Brad Keller","- - -",41.1,87.946,84.46432432432434,,,114.47546195478242,90.73454545454545,86.7880412371134,,,95.88960620864351,95.99257650951196,93.59561957196028,"Brad Keller",15734,641745
"Cole Irvin","- - -",111,86.5281974248927,94.6203677918087,99.70997686898593,,119.21168079096047,98.2016591928251,84.79227252724496,,,94.11625460085224,99.55519772263467,93.56178250617009,"Cole Irvin",19244,608344
"Chris Bassitt","TOR",171,89.66330827067668,97.6024398340249,93.25159519725558,89.68551181102362,105.91077151335311,97.12824691358024,80.72573248407643,,,96.5400880758808,98.4943970189701,93.51925474254739,"Chris Bassitt",12304,605135
"Sean Manaea","NYM",181.2,102.32886904761904,97.79316358024691,89.57156398104266,,108.36595744680855,,83.57205882352942,,,99.48926526388408,95.6146878233874,93.50687133494311,"Sean Manaea",15873,640455
"Thyago Vieira","- - -",38,102.13865030674847,91.94925170068028,,,99.99939163498098,,97.74999999999999,,,97.20766049997106,96.85408031741733,93.50579544965463,"Thyago Vieira",14510,600986
"Griffin Canning","LAA",171.2,77.78181649675626,87.61357142857142,,,106.73439767779392,85.54870129870132,92.09129411764705,,,89.46795895334935,99.7390454466462,93.50189899186118,"Griffin Canning",19867,656288
"Kyle Hendricks","CHC",130.2,79.15239852398525,86.80179419525068,,,,88.47698924731183,89.99293833131802,,,87.28707302416649,106.7205601725579,93.49399606113707,"Kyle Hendricks",12049,543294
