Name,Team,IP,botCmd FA,botCmd SI,botCmd FC,botCmd FS,botCmd SL,botCmd CU,botCmd CH,botCmd KC,botOvr,botStf,botCmd,botxRV100,botERA,NameASCII,PlayerId,MLBAMID
"Aaron Civale","- - -",161,44.32521872180451,43.11654682588598,44.408059700805524,51.95699,61.42299170842825,59.30672888625592,,,46.42409281481482,39.23773991481482,49.23017494074073,0.3475683111111111,4.598445344444444,"Aaron Civale",19479,650644
"Declan Cronin","MIA",70.1,42.75557253164557,46.2842988116592,,,43.75600374125874,,20,,46.47820810391979,45.851722151321795,45.6607661075661,0.3442078304466728,4.5934043938012765,"Declan Cronin",25645,686539
"Jake Bird","COL",40,,37.38835371710527,48.17460285714285,,55.7870521674877,51.87463074380167,,,46.505954532163734,42.41246840643274,45.568687836257325,0.3424826608187134,4.590816125730994,"Jake Bird",21267,656234
"Ryan Burr","TOR",32.2,40.973066386582815,,,,50.70172792510314,,,,46.692861270248365,49.92073237725376,47.174870000000006,0.33087080847615574,4.5733992426157775,"Ryan Burr",17536,621114
"Jon Gray","TEX",102.2,55.919934708333344,,,,59.89538091420534,47.09677905405406,57.44752234782608,,46.76923496014715,37.024071943592894,59.789579809932555,0.3261267811158798,4.56628299202943,"Jon Gray",14916,592351
"Austin Adams","OAK",41.1,43.76172937500001,,,,40.1361079124579,,,,46.77842585093169,64.80027531677021,38.837039975155285,0.32555575155279504,4.565426322981368,"Austin Adams",13801,613534
"Steven Wilson","CHW",34.2,36.705086088709685,,34.4529725,,46.83794567398118,,20.764456199999998,,46.813556372391645,59.584431669341896,37.730586629213484,0.3233732584269663,4.5621527287319426,"Steven Wilson",20353,621051
"Héctor Neris","- - -",59.1,50.746128629550334,45.28729919191919,,47.34770800982802,43.794527142857135,,,,46.82982930761623,47.311646597428286,45.02452134520278,0.32236239366963404,4.560636211671612,"Hector Neris",11804,593576
"Joe Kelly","LAD",32,52.31637792592593,39.49382039215686,,,54.93187403508771,,30.620855,30.3316188172043,46.93699475836431,62.48122466542751,39.30800656133829,0.31570401486988847,4.5506485130111525,"Joe Kelly",9761,523260
"Scott Barlow","CLE",55,43.35508942583731,49.73940323529411,,,40.09915145336224,36.09635437209304,,,46.93794893450635,56.25461705767349,38.04664782013684,0.3156449169110458,4.550559931573803,"Scott Barlow",14993,605130
"Ronel Blanco","HOU",167.1,44.15316754502369,,,,54.04338566265061,50.266385930232566,49.66141731907896,,46.95627681438431,45.73741633490738,46.98415864148201,0.3145064802034144,4.5488522811478385,"Ronel Blanco",19407,669854
"Brady Singer","KCR",179.2,37.602944268656714,49.409586541598706,,,48.05417984444444,,28.413726607142852,,46.985510101044135,46.20480837655778,48.895271889525105,0.3126897743347929,4.54612714045133,"Brady Singer",25377,663903
"Jake Woodford","- - -",35,23.962441666666663,55.21703267910398,48.909951089336154,,51.17139877437687,,40.08353374193549,,46.9925827807519,40.618279702436766,54.44882656100978,0.312248921906663,4.545466137676557,"Jake Woodford",18674,663765
"Osvaldo Bido","OAK",63.1,36.997700048076915,35.93466742857142,61.280095231788074,,55.53298085201794,,52.32974863354037,,47.00775150568182,54.0700624715909,46.26063944128788,0.3113091003787879,4.54405615530303,"Osvaldo Bido",23150,674370
"Alex Faedo","DET",57.1,37.050977203389834,33.86151921421421,,,62.35863305764412,,51.3100729,,47.030538152929495,49.34342338629592,49.76193649453823,0.3098922840119166,4.541931479642503,"Alex Faedo",19874,656412
"David Peterson","NYM",121,49.24780270161291,50.340892706896554,,,41.208018115942025,49.23843720279719,42.376830879478824,,47.091844112000004,50.67514331733334,46.47747658666666,0.30608423466666673,4.536219461333333,"David Peterson",20302,656849
"Adrian Houser","NYM",69.1,55.22858870441255,47.383183446784734,,,56.08102683304646,55.52546218011014,44.80354865900384,,47.23539545585934,39.82297849452493,52.13635457372644,0.2971656473168741,4.5228414576957086,"Adrian Houser",12718,605288
"Jordan Hicks","SFG",109.2,20,49.610775823412695,,33.60271935656835,46.11892624203822,,,,47.23898262244899,51.1075975255102,41.9835393877551,0.2969424132653062,4.522505612244897,"Jordan Hicks",19618,663855
"Jordan Leasure","CHW",31.1,41.47736113432837,,,,43.87891863354038,42.1189015625,,,47.24660157142857,53.93491662500001,41.12235221428572,0.29646957142857144,4.521796571428572,"Jordan Leasure",29950,673929
"Yariel Rodríguez","TOR",86.2,41.902919057851236,38.74765858064516,,48.46338643356644,55.495731721698114,46.04587283870968,,,47.27029096166779,52.96680081371891,44.656867431069266,0.2949983322125084,4.519589630127774,"Yariel Rodriguez",33838,684320
"Jeffrey Springs","TBR",33,40.417921631799175,20,20,,55.943322631578944,,52.45195212290503,,47.27059748672567,43.97968530973452,45.7840638938053,0.2949778584070797,4.519559646017699,"Jeffrey Springs",17677,605488
"Mike Baumann","- - -",58.1,45.84510325635104,59.45168,,,44.97631208661418,,51.227857500000006,52.90700154061624,47.32483661668228,58.894207600749766,45.67195786316776,0.29160952202436735,4.51450656044986,"Mike Baumann",20206,657508
"José Leclerc","TEX",66.2,36.745263823529406,35.72948268292683,53.47827806818181,,52.116227499999994,,51.17819016806725,,47.32720623387792,53.9705911177988,45.39093216680999,0.2914622269991402,4.514285176268271,"Jose Leclerc",14524,600917
"Zebby Matthews","MIN",37.2,49.56398524429967,,62.45698198275863,,52.58187704301075,66.39732490196077,23.5270250877193,,47.333929553695945,47.29541196652719,52.231453263598326,0.2910440725244073,4.513658940027894,"Zebby Matthews",31827,805673
"Daniel Lynch IV","KCR",43.1,46.77097693333333,63.50014793650794,80,,46.76055888235293,20,53.515448,51.85928729729729,47.3652757052298,45.1531989540412,50.79650359746434,0.28909510301109353,4.51073438985737,"Daniel Lynch IV",21537,663738
"Zac Gallen","ARI",148,46.84783056945643,20,28.23275064935065,,48.35353944954127,,64.50661877492878,56.449582968299715,47.37012589948146,46.27623735141603,50.64157675309135,0.2887955803749502,4.510285907459115,"Zac Gallen",19291,668678
"Mitchell Parker","WSN",151,51.90197619863014,,,41.520982445414845,45.512805381355946,49.02648865313653,,,47.371370199667226,44.2551885690516,45.57640336106489,0.2887179284525791,4.510170016638935,"Mitchell Parker",27636,680730
"Dean Kremer","BAL",129.2,52.90194566906475,55.464046128048786,55.082195680000005,46.043203825000006,,51.0256677016129,,,47.375365992630115,42.92965015200369,52.05461321050206,0.28847034546292033,4.509797789037309,"Dean Kremer",19350,665152
"Justin Anderson","CHW",53.1,43.57614295454545,22.657263602941182,63.42710652173915,,48.45875983720931,,,,47.42514896296298,59.699833894179896,44.33363250793653,0.2853774074074074,4.505158656084657,"Justin Anderson",16201,605121
"Emerson Hancock","SEA",60.2,56.9341184592145,51.70672311258278,,,42.00040520958084,,56.23723499999999,,47.62249230541871,39.21346258128079,55.18718445320197,0.2731172610837438,4.4867696256157625,"Emerson Hancock",27470,676106
"Albert Suárez","BAL",133.2,47.45360321396599,,52.014483967889916,,,45.46318277027028,59.89247238961038,,47.63708856568366,47.79057794012512,50.18925332439677,0.27220948614834667,4.485406246648795,"Albert Suarez",6175,544150
"Ben Brown","CHC",55.1,52.74615945488722,,,,,,60.60841168831168,47.039847227722774,47.662947762073024,46.91941726737337,48.90932413427562,0.27060429917550055,4.4829998822143695,"Ben Brown",23590,676962
"Alec Marsh","KCR",129,43.4224989612015,50.585033812709035,,,46.14267136178861,53.107980281690146,49.79524550925927,,47.6984090892279,43.12168609338882,47.19984928340269,0.26840069348127593,4.479693231622745,"Alec Marsh",27451,679525
"Dillon Tate","- - -",36.2,20,48.31532369905956,,,35.34274563451777,,44.830113918918926,,47.73857634517767,49.84966240270728,44.058168460236885,0.26590544839255503,4.475950761421318,"Dillon Tate",17796,622253
"Brad Keller","- - -",41.1,43.838121071428574,23.253232331428574,,,53.958114182389934,28.999300909090913,49.47655989690722,,47.83631056451613,41.76963212365592,47.436716505376346,0.2598327688172043,4.46684251344086,"Brad Keller",15734,641745
"Tobias Myers","MIL",138,58.00363805104407,57.70079222222223,49.98328192307691,,58.21637909090909,47.21977170454547,23.8190066122449,,47.8445008453321,41.05731613098005,52.24488189967488,0.2593241987923827,4.466079024616814,"Tobias Myers",22191,668964
"Tyler Phillips","PHI",36.2,36.5395975925926,50.16899016666666,,,43.13197147928994,56.88629963855423,59.96281947368421,,47.859484463667826,44.8301255017301,47.56341079584775,0.2583922491349481,4.464681453287198,"Tyler Phillips",20629,663969
"Ross Stripling","OAK",85.1,46.908230316301704,61.50738808290155,61.80694287037037,,59.50746703296703,,68.4237249372385,64.08630982905981,47.872280735835176,28.531934643119936,61.025401133186165,0.257598557763061,4.463489646799117,"Ross Stripling",13273,548389
"Drew Smyly","CHC",58.2,,55.093472950819674,67.33463515151516,,80,,,51.72005477732793,47.88937599803343,45.0899797640118,54.516597817109144,0.25653676499508365,4.4618976302851525,"Drew Smyly",11760,592767
"DL Hall","MIL",43,55.5957148022599,,,,47.39700633928572,54.74125121794872,50.97006475,,47.90425632183908,52.45769054916986,52.19788301404853,0.25561222222222224,4.46051098339719,"DL Hall",22207,669084
"Bailey Falter","PIT",142.1,54.45135899502487,58.86854170648464,,58.26079272727273,46.21341457964602,56.74776372168285,,,47.91667672131146,35.626407155255535,55.71877637897783,0.2548416682738669,4.4593546142719385,"Bailey Falter",20070,663559
"Sean Manaea","NYM",181.2,51.11237410179641,57.474659382716034,35.5112647393365,,38.54631882513661,,46.45306414705883,,48.01032033950617,46.21001565500686,51.22176314471879,0.2490232887517147,4.450627194787381,"Sean Manaea",15873,640455
"Enyel De Los Santos","- - -",64,61.00383490125674,,,,56.637404690082654,,35.87751000000001,,48.09026865961199,41.09191764550265,59.44465965608466,0.2440559171075838,4.443176137566137,"Enyel De Los Santos",18403,660853
"Ryan Feltner","COL",162.1,53.69967050473186,42.686229176829265,,,55.335810290519866,51.16216680769231,47.68434770448549,,48.16473370542637,42.86002527906977,51.34225001550387,0.2394288294573644,4.4362353255813955,"Ryan Feltner",21446,663372
"Chase Anderson","- - -",58.1,36.96924549668874,39.880217226890764,40.73352598837209,,43.84048935064936,49.63005365853658,61.91390190938512,,48.17382572691552,47.54366389980354,45.465527436149316,0.23886453831041263,4.4353889194499025,"Chase Anderson",6895,502624
"Andrew Abbott","CIN",138,48.78399942353884,,,,54.030686189376446,55.76620644444446,47.726585958005245,,48.210486116588086,49.55058783111873,49.66117037291042,0.23658777968281183,4.431974693527646,"Andrew Abbott",29911,671096
"Brendon Little","TOR",45.2,,44.46433221662468,44.81388064102564,,,,,40.15986212669684,48.32242972740318,56.89958111908178,40.53674905308464,0.2296314347202296,4.421539756097562,"Brendon Little",21574,663893
"Kirby Yates","TEX",61.2,59.292613450000005,,,52.910051462140984,50.35132166666667,,,,48.34459283838382,46.82695946464645,55.19457357575757,0.22825543434343434,4.4194752525252525,"Kirby Yates",9073,489446
"Cade Povich","BAL",79.2,49.71259526501767,50.69094028037382,56.98626836538461,,54.25833388888888,51.171367389705885,54.543020529801325,,48.37726200143988,43.884515406767456,51.83947522678186,0.2262241396688265,4.416429330453563,"Cade Povich",30055,700249
"Paul Blackburn","- - -",75.1,42.396416737288135,52.24232630303031,52.0189229588015,,54.455878762376244,59.0358950406504,64.84642803652969,,48.52342621287129,39.127197070957095,55.090683539603965,0.21714553630363034,4.402810041254126,"Paul Blackburn",14739,621112
"Shelby Miller","DET",55.2,50.55991829126214,,20,59.05857399999998,50.923936011560706,,,,48.62043889800703,46.33765487690504,52.416965463071534,0.2111176201641267,4.393768686987103,"Shelby Miller",10197,571946
"Graham Ashcraft","CIN",77.1,,37.64981878787878,46.17584119751166,,46.358582219626165,,20,,48.63816105067064,52.303421058122204,42.270731557377054,0.21001759314456034,4.392117690014904,"Graham Ashcraft",27552,668933
"Tanner Gordon","COL",34.1,64.56289408783785,75.38085,,,60.4089463580247,50.849966470588235,58.390740689655175,,48.697147462932456,31.74423217462932,63.391440461285015,0.2063518945634267,4.386621169686985,"Tanner Gordon",27669,685299
"Merrill Kelly","ARI",73.2,55.751753214285706,35.54751892215568,53.523237456446,,59.006683955223885,55.09323431818182,62.831258870292885,,48.697544479440076,39.30932316710411,55.82523253718285,0.2063278652668417,4.386582659667542,"Merrill Kelly",11156,518876
"Davis Martin","CHW",50,44.0071838976378,,57.41199275641026,,55.07086092050209,38.299839705882356,55.98455914285715,,48.710877556053816,52.8833467264574,51.30586001121077,0.2055005269058296,4.385342623318386,"Davis Martin",21448,663436
"Jhony Brito","SDP",43.2,47.45535383233533,56.602523782051286,,,28.880047702702694,,62.57905078703703,60.04337571428571,48.74273674603174,48.06827592063492,54.58410207936508,0.20352038095238095,4.382372666666667,"Jhony Brito",25386,666745
"Mason Black","SFG",36.1,47.85708976525822,52.3039944973545,,,54.82635333333333,,32.96236666666667,,48.76281419306184,43.79662754147813,54.210022156862756,0.2022719607843137,4.380500693815988,"Mason Black",30171,696131
"Matthew Boyd","CLE",39.2,51.847888984375,57.378576911764696,,,42.34124603448276,61.94468226415094,62.447310057142865,,48.79261251121076,40.009436711509714,55.768113707025414,0.20042040358744395,4.377722989536623,"Matthew Boyd",15440,571510
"Xzavion Curry","- - -",42.2,46.018015664556955,,,20,54.46579986363636,42.177815280898876,23.539299999999994,,48.800552989045386,29.97881553990611,48.735248466353674,0.19992815336463218,4.37698489827856,"Xzavion Curry",25595,675540
"Freddy Peralta","MIL",173.2,48.91714556295399,,,,48.22394135542169,57.673340140186944,44.57311548507462,,48.81907717915309,53.56402664169382,47.276795055374585,0.19877712052117263,4.3752581628664515,"Freddy Peralta",18679,642547
"J.T. Ginn","OAK",34,20,48.410174486692014,,,56.032432452830186,,52.03299346666667,,48.821403139534894,43.94839079457365,51.411316085271324,0.19863182170542637,4.375041085271318,"J.T. Ginn",27889,669372
"Colin Rea","MIL",167.2,54.14967019569471,56.00504583030304,52.627982194174756,52.90193392241379,57.00203507692308,63.464388482142866,,,48.85292947586727,39.715741998491694,58.35356773755655,0.19667453619909503,4.372104340120664,"Colin Rea",12317,607067
"Eduardo Rodriguez","ARI",50,60.80064803149606,51.5230346969697,52.546931736526936,,56.018968245614026,,53.17727538461539,,48.89761937931034,39.56807491954023,58.83607241379311,0.193897540229885,4.367940781609195,"Eduardo Rodriguez",13164,593958
"Yonny Chirinos","MIA",30,26.541363294117645,54.74689372549019,,51.144468157894735,60.55402965174128,,,,48.91374145348838,42.78286410852713,53.05183153100776,0.19289463178294577,4.366433682170543,"Yonny Chirinos",16401,630023
"Tim Mayza","- - -",42.2,20,50.117698010633944,,,38.791034959160314,,,,48.91483418533896,48.10562516548547,50.394402367325256,0.19282832193905547,4.366334951619062,"Tim Mayza",15042,641835
"Rafael Montero","HOU",38.1,38.81853150159744,47.54821443750001,,,25.787069000000002,,58.801139871794874,,48.92402269399708,48.431858638360175,45.32298714494876,0.19225739385065896,4.36547877013177,"Rafael Montero",12760,606160
"Daniel Hudson","LAD",63,53.03127026315787,40.13482697674419,,,50.55355617866002,,39.354195135135136,,48.93812305894309,51.40045095528457,52.258595619918715,0.19138115853658536,4.364164339430894,"Daniel Hudson",7146,543339
"Kody Funderburk","MIN",34.2,,57.871914573643416,37.87847940350877,,24.133320754716983,,58.53029818181819,,48.982271950844854,60.02999917050691,35.94384913978495,0.18863904761904762,4.360051582181258,"Kody Funderburk",24993,681892
"Jacob Latz","TEX",43.2,37.9425064764268,,,,55.67573736559141,55.12289926829268,52.02467440217391,,48.98928734969326,59.87072889570552,44.38496682208589,0.18820322699386502,4.35939717791411,"Jacob Latz",21306,656641
"Darren McCaughan","- - -",42,51.52929424460432,53.05511004444445,,,55.29889996309963,,35.28029987341772,,49.05506654061624,45.7665093557423,53.55246619047619,0.18411410364145656,4.353263767507003,"Darren McCaughan",20038,670766
"Keegan Thompson","CHC",30.1,54.12716526041666,20,51.38051438271606,,30.504703108108103,46.30863268292684,27.678508333333337,,49.12238130111523,51.16166449814127,46.78645308550186,0.179934814126394,4.346995074349443,"Keegan Thompson",19795,624522
"Sixto Sánchez","MIA",35.2,47.28898621621622,57.44429615384616,61.21167800517018,,,,56.81204748717949,,49.20158326366559,48.33416852090032,52.77439451768488,0.17501414790996783,4.339612604501608,"Sixto Sanchez",19680,664350
"Calvin Faucher","MIA",53.2,,31.111434420731705,48.61304380319149,,47.13406816666667,49.63042127962085,,,49.27131549039435,56.00131424671385,42.269165439838225,0.1706811830131446,4.333113923154702,"Calvin Faucher",20116,676534
"Manuel Rodríguez","TBR",37.2,36.93292095588236,41.17826796791444,,,51.00674326241135,,,,49.312232677685955,60.98107355371901,45.745000677685944,0.16813909090909088,4.329299520661156,"Manuel Rodriguez",20794,655889
"Lance Lynn","STL",117.1,49.797022351672055,37.73203564024389,48.18662616972476,,41.58730576923077,30.39042,28.02996590163934,,49.402665730337084,46.449771859039835,46.163005949948925,0.16252060776302354,4.320872706843717,"Lance Lynn",2520,458681
"Justin Wrobleski","LAD",36.1,51.43548862857142,35.839877307692305,62.27977805194806,,44.71920204081632,44.31695526206419,42.37935736842105,,49.404186897133215,49.84722563237774,51.9479276222597,0.16242426644182123,4.320729291736931,"Justin Wrobleski",31204,680736
"Charlie Morton","ATL",165.1,46.475967506203474,44.34099192028986,46.73656178082194,,,51.419905114116645,57.349801205211726,,49.43184018246869,46.15229704830054,47.68593390697675,0.16070909481216458,4.318155567084077,"Charlie Morton",4676,450203
"Ian Hamilton","NYY",37.2,46.30762920289855,45.730769236111115,,,56.572818779761896,,,,49.46428727419356,47.69682806451613,54.602662693548375,0.15869353225806448,4.31513264516129,"Ian Hamilton",19261,641656
"David Robertson","TEX",72,20,35.336477058823526,48.849258243064725,,44.83613162499999,20,44.09701,42.07549272727274,49.49362358995816,55.18746510460253,42.787661230125536,0.15687061924686196,4.31239871966527,"David Robertson",8241,502085
"José Alvarado","PHI",61.2,,53.717665794702015,34.556689121951216,,,,,,49.507049637610194,61.77255493633693,47.47337935357494,0.156036180215475,4.311146689520079,"Jose Alvarado",17780,621237
"Tyler Anderson","LAA",179.1,53.0566093934142,39.11052625,50.7697667962963,,80,,51.01131954713494,,49.50963883018867,52.60676269296741,50.20804630531732,0.1558753036020583,4.3109058284734125,"Tyler Anderson",12880,542881
"Colin Holderman","PIT",51.1,,41.60924238532111,39.12268436363637,,46.46725132499998,,,,49.51811199052131,60.42019479857818,42.23234827014218,0.15534922985781988,4.310115936018955,"Colin Holderman",22361,670059
"Ty Blach","COL",71.1,55.74522000000001,66.62434086956522,61.89337025806451,,,40.30229532258065,50.62617197841727,,49.5948138305384,28.943693715798773,61.917513248014124,0.1505835039717564,4.302968049426302,"Ty Blach",14361,621389
"Grant Holmes","ATL",68.1,49.6599659947644,,39.195778571428576,,46.19593395061728,53.1879413963964,44.676415625,,49.608572167968745,43.541778007812496,47.35628697265625,0.14973029296874996,4.3016870703125,"Grant Holmes",16944,656550
"José Soriano","LAA",113,39.88343866141732,36.540400037220834,,44.95502638297873,33.542724,,,52.85618167800454,49.608694146060955,58.93803014376078,38.34641326049453,0.14972135710178266,4.301674088556642,"Jose Soriano",22100,667755
"Simeon Woods Richardson","MIN",133.2,51.415672619047626,,,,60.894733770949706,67.13109220657277,63.171951923076904,,49.614441666666664,43.273834760661444,60.10574179721498,0.1493637510879025,4.301138176675369,"Simeon Woods Richardson",24494,680573
"Seth Lugo","KCR",206.2,55.568752265415554,53.19981003466204,59.21299854901961,55.92600624999999,46.89666016627077,54.453381484662586,52.27665189814814,,49.74233320051414,42.00712714010284,53.59751071658099,0.14141850899742928,4.289220401670952,"Seth Lugo",12447,607625
"Dylan Floro","- - -",68.2,48.978863540372664,62.317895493827166,,,46.30376299270072,,57.97495079942125,,49.7790351372549,35.63805142156862,60.29461089215687,0.13913870588235294,4.285800450980393,"Dylan Floro",13394,571670
"Jesús Luzardo","MIA",66.2,56.93879353629976,39.149135333333334,,,41.12288898734176,20,53.827939516129035,,49.83319295202952,55.969400249077495,49.95417228782287,0.1357741236162362,4.2807537177121775,"Jesus Luzardo",19959,666200
"Brent Suter","CIN",65.2,53.33985627853881,43.84624898148148,,,57.15249676646705,,45.715310693069306,,49.851516174168296,54.36668684931507,51.19231631115459,0.1346354892367906,4.27904546966732,"Brent Suter",13942,608718
"Kyle Hendricks","CHC",130.2,37.60981892988929,60.2445768469657,,,,63.49344630824371,59.19481452237001,,49.85528269789228,35.76211953161592,59.781446318501175,0.13440094613583137,4.278693672131147,"Kyle Hendricks",12049,543294
"Taj Bradley","TBR",138,49.94367479623823,,48.50400627906976,54.35873162337662,,36.616548682926826,,,49.918537282229984,58.513576136759575,46.75717474303136,0.13047217334494773,4.272800557491289,"Taj Bradley",22543,671737
"Mark Leiter Jr.","- - -",58,33.60625,51.563776542622946,53.61806673881674,40.90998787379025,51.25803759929077,55.99501329896908,80,,49.93393293996827,47.953948804756735,43.87657943625282,0.12951573732988228,4.271366402247164,"Mark Leiter Jr.",15551,643410
"Chris Bassitt","TOR",171,41.319154848484864,54.3364013526971,40.70103777015437,37.97993106557377,45.68570564469915,45.27196192592593,48.212419681528665,,50.00081666105121,42.84961954851753,48.13535866913747,0.1253602156334232,4.265133285040432,"Chris Bassitt",12304,605135
"Jack Flaherty","- - -",162,59.182933771012664,20,,,59.487425104694836,,26.161062148571425,51.96523245679724,50.06478202691514,43.80220659077031,56.163693915016644,0.12138601789500743,4.259171725353156,"Jack Flaherty",17479,656427
"Alexis Díaz","CIN",56.1,43.34131896309314,,,,49.02366824817518,,,,50.199680122824994,67.41066928352099,46.25013300921187,0.11300571136131013,4.24660110542477,"Alexis Diaz",21132,664747
"Dennis Santana","- - -",71.2,53.26620731462862,44.55661116602317,51.381249292452836,,50.47527125675554,,41.03607092788097,,50.20298396699099,51.27984092309987,50.275024007506524,0.11279955004645395,4.246291789387698,"Dennis Santana",17878,642701
"JT Chargois","- - -",36.1,44.96056000000001,53.053603321917805,,,41.82706640350877,,,,50.20532270321361,53.756966748582244,50.94385952741021,0.1126543856332703,4.246074593572779,"JT Chargois",13767,608638
"Kyle Freeland","COL",113.1,65.20006483240223,60.352293732718884,,,63.504485845771136,,54.89189789256199,46.6839163963964,50.21784465799886,38.18124123233465,60.734078501978516,0.11187755228942908,4.244909717354437,"Kyle Freeland",16256,607536
"Sam Moll","CIN",37.2,49.32895881856538,51.67610893258428,,,51.26952091503268,,44.15560377358489,,50.31415104166665,46.0943729326923,51.84955908653847,0.10589362179487179,4.2359323237179485,"Sam Moll",14874,594580
"Luis Gil","NYY",151.2,41.55502336412625,,,,48.73945723188405,,48.15287564635958,,50.319122351837954,65.95426132408102,42.94431501125281,0.10558410352588146,4.235468968492123,"Luis Gil",21052,661563
"Austin Voth","SEA",61,58.33518829694321,,41.40168470769231,,48.28215873362446,44.1154522905028,,,50.347710124481345,45.54821975103736,45.59724475103733,0.10380985477178425,4.2328075,"Austin Voth",15047,608723
"Danny Young","NYM",37.2,,53.692419409937905,20,,27.507202005730665,,,,50.366734391691395,64.50957179525223,40.48228419881306,0.10262854599406529,4.231035786350147,"Danny Young",18439,664849
"Frankie Montas","- - -",150.2,50.48213424971363,50.578184464285705,55.82914321138211,44.080109544513455,55.033563024911025,,,,50.42102727824109,49.22342031842305,51.522542505686125,0.09925409401061407,4.225973923426839,"Frankie Montas",14309,593423
"Kenta Maeda","DET",112.1,49.09178290909091,52.871162071428564,59.223311428571435,57.0800986790385,54.96894357041251,20,,,50.43925068716856,44.74158673445283,52.02202292145267,0.09812264176442229,4.224275921741925,"Kenta Maeda",18498,628317
"Hunter Brown","HOU",170,50.28343412813055,51.7124751174889,53.63432190112291,,62.30709353373058,,57.04154010869565,49.33759308901884,50.57222151139257,49.52313760201084,52.44120114219494,0.08986160867010512,4.2118850035907816,"Hunter Brown",25880,686613
"Jacob Barnes","WSN",66,53.60623011385199,,33.30490311475409,,29.350174250000002,,,,50.665606636851535,51.168553005366725,40.16368597495529,0.08405992844364935,4.203182397137747,"Jacob Barnes",12323,606930
"Austin Gomber","COL",165,53.139576332703214,76.28083,,,61.41396121281466,,59.32171289962826,59.76945441696113,50.68220340961099,43.36781505720825,58.13688717772692,0.08302943173150266,4.201636666666667,"Austin Gomber",16561,596295
"Bryse Wilson","MIL",104.2,52.05996141700405,57.23268817490494,49.238555846422344,,,58.53765210526315,43.95438913043478,,50.70008212416312,41.665213469263534,56.150672647595854,0.08191782714546564,4.199970109555691,"Bryse Wilson",19990,669060
"Beau Brieske","DET",67.2,49.669248967741936,49.90443923497268,,,38.14081195979899,,61.19310813114755,,50.762599505637475,53.10793161318301,51.912858013876836,0.07803438855160448,4.194144535993061,"Beau Brieske",26079,689225
"John Schreiber","KCR",51.2,53.249598264840195,40.97138340517242,53.77722817567568,,45.31124481327801,,60.1087909090909,,50.854623217877084,50.98887444692735,50.644363999999996,0.07231615642458099,4.185566625698323,"John Schreiber",20020,670167
"Ryan Yarbrough","- - -",98.2,67.2205163167739,57.379433924855086,29.027843866666668,,,47.089006569613424,59.78835556906451,,50.88935795394207,40.47833237110378,54.25369620105121,0.07015790470602616,4.1823294876420976,"Ryan Yarbrough",16502,642232
"Michel Otañez","OAK",34,40.93527117408906,57.155203831775694,,,38.24433392712551,,,,50.89318882059801,62.77194006644518,43.25928853820598,0.06992046511627904,4.181972890365448,"Michel Otanez",22533,671305
"Joe Ross","MIL",74,50.193997968750004,55.51218164383562,,,54.191496062639814,48.596687368421065,61.309569599999996,,50.96495113522538,43.96311935726211,58.33934600166944,0.06546205342237062,4.175285734557596,"Joe Ross",12972,605452
"Jonathan Cannon","CHW",124.1,38.67284478000107,52.92376670676838,56.94003949531489,,51.65026654790323,,55.96176720585216,,50.9895319870381,46.93454841746139,54.864014173314104,0.06393569612946728,4.172995955544161,"Jonathan Cannon",31730,686563
"Erick Fedde","- - -",177.1,55.08883111111111,51.527290370370366,55.07944197002141,,52.134674905660376,,59.10468934763977,,51.137761772020724,43.815985765112266,56.5797313298791,0.05472586183074266,4.159181029360967,"Erick Fedde",17425,607200
"Patrick Sandoval","LAA",79.2,46.467794805194806,47.21630864541832,,,59.39417617021277,51.33972138461539,50.82631748166259,,51.18655948168625,51.25247346924672,51.28236623358673,0.05169337249481684,4.154633040774015,"Patrick Sandoval",19447,663776
"Keider Montero","DET",98.1,54.512184934210524,54.01061951032448,,,54.219445618811875,,41.50022974522293,58.34642807453416,51.21346805844157,49.202061876623375,53.83769812337661,0.050022558441558444,4.152127233766233,"Keider Montero",22630,672456
"Jason Adam","- - -",73.2,44.15052977097956,,,,43.87564779282766,,52.34798206821479,,51.23740137331171,64.25785391993851,44.277786987238215,0.04853619576122242,4.149896774259833,"Jason Adam",11861,592094
"Andrés Muñoz","SEA",59.1,48.159967525773204,20,,,49.02217464530893,,,,51.24291254054056,62.47359353513514,41.33644621621622,0.04819357837837833,4.149382583783784,"Andres Munoz",20373,662253
"Michael Kelly","OAK",31.1,38.90191626666667,20,,,55.14295740506329,,,,51.25132661702128,46.02303257446809,50.31120793617022,0.04767059574468086,4.148598042553192,"Michael Kelly",12791,547184
"Matthew Liberatore","STL",86,49.52129317708334,66.48002826714801,64.91341119621605,,49.34526139037433,34.622445,38.368916605555555,,51.339456708394685,50.25224779823269,55.583740736377024,0.042194852724595,4.140384455081001,"Matthew Liberatore",22294,669461
"Shane Baz","TBR",79.1,57.13117934256056,,,,42.16036140077821,54.94872971659919,50.35847830645161,,51.358823280861635,53.19564204639601,52.322823239436616,0.040992410936205426,4.1385810190555095,"Shane Baz",22264,669358
"Tim Herrin","CLE",65.2,50.08925903225807,52.53112277777778,,,57.018061870503615,46.301418207282914,,,51.38793518298714,55.428926834817005,50.07358458951532,0.039183184965380764,4.1358673689416445,"Tim Herrin",25139,682120
