"last_name, first_name","player_id","year","z_swing_percent","z_swing_miss_percent","oz_swing_percent","oz_swing_miss_percent","oz_contact_percent","out_zone_percent","meatball_swing_percent","meatball_percent","pitch_count","iz_contact_percent","in_zone_percent","edge_percent","whiff_percent","swing_percent"
"Kremer, Dean","665152","2024",65.1,17.1,27.3,38,61.6,50,77.3,6.9,"2171",82.4,50,45.3,23.3,46.2
"Medina, Luis","665622","2024",71.1,10.5,25.8,43,57,50,83.1,9.9,"720",89.1,50,41.9,19.2,48.5
"Peguero, Elvis","665625","2024",63.5,13.1,33.6,51.7,48.3,53.4,71.4,5.9,"829",86.5,46.6,44.1,27.7,47.5
"Cabrera, Edward","665795","2024",65.5,16.1,28.2,51.9,48.1,53.6,72.7,6.3,"1734",83.5,46.4,40.4,28,45.5
"Assad, Javier","665871","2024",62.4,12.6,23.4,31.4,68,51,74.4,7.8,"2538",86.9,49,41.4,17.9,42.5
"Marte, José","665896","2024",67.1,18.4,25.5,47.6,52.4,53.1,84.2,6.1,"311",80.6,46.9,45.3,27.1,45
"Garrett, Braxton","666129","2024",64.4,10,30.7,46.7,52.2,49.8,60.5,7.3,"588",90,50.2,42.3,21.8,47.6
"Ragans, Cole","666142","2024",69.7,24.3,29.8,48.7,51.1,52,82.5,6.8,"3118",75.6,48,43.1,32,48.9
"Lodolo, Nick","666157","2024",62.6,18,30.2,49.1,50.9,50,69.5,7,"1864",81.5,50,43.9,28.1,46.4
"Manning, Matt","666159","2024",68.8,16.8,27,43.6,56.4,46.6,83.8,8.4,"438",82.6,53.4,44.5,23.6,49.3
"Luzardo, Jesús","666200","2024",69.6,19.3,29.8,51.8,48.2,52,81.2,6.4,"1083",80.7,48,43,29.6,48.9
"Manoah, Alek","666201","2024",68.7,20.1,27.1,48.1,50,50.5,78.9,9.6,"394",79.1,49.5,41.4,28.2,47.7
"Jiménez, Dany","666204","2024",61.1,17.4,22.3,62,38,49.8,77.4,6.9,"450",81.9,50.2,40.2,29.3,41.8
"Muller, Kyle","666205","2024",71.1,16.8,25.4,44.9,53.8,42.3,79.8,11.6,"725",83.2,57.7,40.7,22.7,51.7
"Wentz, Joey","666214","2024",68.1,18.9,29.6,50.3,49.7,54.4,75.9,7.1,"1224",81.1,45.6,42.5,29.6,47.1
"Soriano, George","666277","2024",65.1,14.9,25.7,52.2,47.8,50.3,66.7,8.1,"519",84.5,49.7,43.4,25.5,45.3
"Rodríguez, Yerry","666720","2024",74.9,18.3,22.4,34.7,63.3,50,73.3,6.8,"438",81.1,50,40,22.1,48.6
"Brito, Jhony","666745","2024",72,18.8,22.6,19.4,80.6,47.1,82.4,8.1,"628",80.8,52.9,43.6,19,48.7
"Doval, Camilo","666808","2024",61.8,19.6,28.3,61.4,38,54.2,69.4,6.5,"1116",80.1,45.8,42.4,34.3,43.6
"Cano, Yennier","666974","2024",67.5,17.6,32.2,45.5,54,54.2,70.7,5.8,"1008",81.7,45.8,46,27.7,48.4
"Nance, Tommy","667297","2024",61,9.6,27.4,60.9,39.1,52.2,80.8,8.1,"322",89.4,47.8,42.2,26.4,43.5
"King, John","667463","2024",69.1,10.9,31.4,32.6,67.4,49,80.8,8.5,"857",89.1,51,43.9,17.5,50.6
"Tyler, Kyle","667725","2024",63.5,12.5,29.6,49.5,49.5,56.6,73.5,8.4,"580",86.9,43.4,41,26.5,44.3
"Soriano, José","667755","2024",64.7,13.4,29.3,43.7,55.9,52.9,68.5,8.2,"1737",86.2,47.1,43,23.7,46
"Miller, Tyson","668338","2024",72.4,21.5,31.8,37.8,62.2,49.9,83.7,9.9,"934",78.2,50.1,43.7,26.5,52.1
"Winn, Cole","668390","2024",70.6,22.2,30.1,35,65,46.5,91.7,8.4,"286",77.8,53.5,42,25.7,51.7
"Erceg, Lucas","668674","2024",64.6,22.1,31.9,47.8,51.6,52,75,6.8,"947",77.9,48,43.9,31,47.6
"Gallen, Zac","668678","2024",63.8,14,29.7,45.2,54.8,57.5,71.4,5.6,"2506",85.9,42.5,45.9,26,44.2
"Thompson, Zack","668868","2024",61.4,15.5,33.3,39.6,60.4,50.2,75.9,9.1,"317",84.5,49.8,44.5,24,47.3
"Greene, Hunter","668881","2024",72.6,22,29.2,48.3,50.4,50.6,79.9,7.4,"2563",77.7,49.4,43.7,29.7,50.6
"Williams, Gavin","668909","2024",69.2,19.1,29,38.6,60.9,49.7,75.9,8.2,"1368",80.7,50.3,43.1,24.8,49.2
"Ashcraft, Graham","668933","2024",72.3,13.2,26.2,46.6,52.3,50,86.3,7.6,"1342",86.8,50,42.3,22.1,49.3
"Romero, JoJo","668941","2024",61.6,13.3,26.4,52.4,46.8,51,68.3,8.9,"919",86,49,37.1,25.4,43.7
"Myers, Tobias","668964","2024",69.8,15.4,28.6,36.1,63.6,49,88.3,7.2,"2152",84.6,51,43.6,21.3,49.6
"Crouse, Hans","668968","2024",65.1,23.2,28.6,57.1,42.9,56.1,82.8,6.6,"437",76,43.9,41.6,35.4,44.6
"Gore, MacKenzie","669022","2024",73.2,19.8,27.3,52.5,46.8,49.6,79.3,6.9,"2994",79.9,50.4,42.5,28.6,50.4
"Wilson, Bryse","669060","2024",68.1,15.9,25.6,35.9,64.1,46.4,79.9,8.2,"1643",83.6,53.6,44.7,20.8,48.3
"Miller, Erik","669062","2024",65.3,23.4,24.7,47,52.4,53.7,75,6.9,"1269",76.3,46.3,42,30.6,43.5
"Hall, DL","669084","2024",60.3,14.8,27.4,41.8,57.3,51.4,70.6,6.5,"782",84.3,48.6,41,23.6,43.4
"Estrada, Jeremiah","669093","2024",72.1,28.2,33.5,54.4,45,47.6,85.2,8.1,"1003",71.5,52.4,41.3,36,53.7
"Nelson, Ryne","669194","2024",71.1,14.4,29.3,29,70.7,46,83.8,8.2,"2406",85.5,54,44.8,18.2,51.8
"Burnes, Corbin","669203","2024",67,15.6,33,51.6,48.2,53.4,73.8,6.5,"2996",84,46.6,42.6,28.6,48.8
"Akin, Keegan","669211","2024",66.3,22.9,25.7,50.7,48.7,47,83.9,9,"1241",76.4,53,44.6,30,47.2
"Morgan, Eli","669212","2024",69.6,16.5,36.3,42.1,57.9,48.6,72.1,6.7,"646",83.5,51.4,42,24.9,53.4
"Lee, Dylan","669276","2024",75.2,26.6,37.4,62.9,36.4,47,78.3,8,"859",72.5,53,42,37.7,57.4
"Gilbert, Logan","669302","2024",70.3,20.4,29.9,58.7,41.3,49.4,76.2,8.3,"3042",79.5,50.6,40.8,31.7,50.4
"Baz, Shane","669358","2024",73.6,16.6,24,52.2,47.8,47,79.1,7.1,"1206",83,53,42.9,24.6,50.2
"Ginn, J.T.","669372","2024",69.8,17.3,23.5,62.7,37.3,48.6,83.8,7.2,"515",82.7,51.4,42.8,28.3,47.4
"Skubal, Tarik","669373","2024",68.3,25,31.1,50.8,49,44.7,79.8,8.9,"2866",74.7,55.3,43.1,31.9,51.8
"Mlodzinski, Carmen","669387","2024",70.1,19.3,27.4,42.6,56.6,51.4,72.9,8.1,"866",80.7,48.6,40,26.1,48.2
"Sauer, Matt","669422","2024",74.5,13.5,25.8,21.7,78.3,54.4,89.3,8.6,"327",86.5,45.6,41.6,15.9,48
"Rogers, Trevor","669432","2024",67.2,13.6,27.2,37.3,62.7,52.3,80.4,7,"2243",86.1,47.7,44.8,20.9,46.2
"Englert, Mason","669438","2024",77.7,18.6,30.7,45.9,54.1,54.5,84.6,7.1,"365",81.4,45.5,41.4,27.4,52.1
"Liberatore, Matthew","669461","2024",72.5,18,27.9,47.4,52.6,45.7,87.9,8.5,"1358",82,54.3,42.4,25.1,52.1
"Pallante, Andre","669467","2024",67.7,11.6,24.9,42.6,57.4,50.1,84.9,8.2,"1978",88.1,49.9,43.5,19.8,46.4
"Basso, Brady","669620","2024",67.2,18.5,24.9,39.5,60.5,49.4,82.1,8,"350",81.5,50.6,41.1,24.1,46.3
"Bender, Anthony","669622","2024",57.8,13.1,27.2,42.9,57.1,48.6,57.3,8.6,"954",86.9,51.4,40.4,22.2,42.9
"Long, Sam","669674","2024",68.3,18.2,28.1,49.5,48.5,52,77.8,7.7,"702",81.4,48,39.8,27.8,47.6
"Weissert, Greg","669711","2024",64.1,15.2,30.5,32.2,67.1,47.3,76.7,8.7,"1029",84.2,52.7,42.5,20.3,48.3
"Wesneski, Hayden","669713","2024",62,11.4,30,53.6,45.8,51.4,69.7,7.1,"1075",88.6,48.6,42.8,25.7,45.6
"Daniel, Davis","669721","2024",67.2,14.5,32.1,32.1,67.9,49.6,69.8,8.5,"508",83.7,50.4,43.1,20.2,49.8
"Hanifee, Brenan","669724","2024",69.5,12.2,26.5,33.9,66.1,47.2,78.6,9.4,"447",87.8,52.8,45.9,17.7,49.2
"Blanco, Ronel","669854","2024",68.4,17.7,30.3,52.8,47,51.9,80.5,6.9,"2751",82,48.1,43.7,29,48.6
"Kirby, George","669923","2024",73.2,17.9,31.9,39.3,59.8,48,83.4,7.9,"2967",82,52,44.7,24.1,53.4
"White, Mitch","669952","2024",70.8,12.5,27.8,26.9,73.1,45.3,65.8,9.2,"413",87.5,54.7,45,16,51.3
"Festa, Matt","670036","2024",75.7,23.9,31.4,32.7,67.3,45.5,90.5,10.9,"385",76.1,54.5,43.6,26.2,55.6
"Rosenberg, Kenny","670046","2024",69.5,17,24,37.5,60.4,49.6,69,7.2,"403",83,50.4,43.9,22.2,46.9
"Holderman, Colin","670059","2024",66,19.1,25.8,55.3,44.7,50.9,66.2,8.9,"869",80.5,49.1,41.3,29.5,45.6
"Francis, Bowden","670102","2024",72.4,16.5,27.1,36.3,63.2,45.7,83.3,8.9,"1559",83.5,54.3,41.9,21.2,51.7
"Oller, Adam","670124","2024",63,12.5,26.1,40.4,58.6,53.5,67.3,7.7,"710",87,46.5,43.7,21.5,43.2
"Schreiber, John","670167","2024",67.7,16.4,25.7,33.9,66.1,52.6,81.8,7.4,"895",82.6,47.4,43.2,21.6,45.6
"Winckowski, Josh","670174","2024",66.3,14.4,27.5,38.3,61.1,47.6,82.3,7.7,"1240",85.6,52.4,45.1,20.9,47.8
"Bednar, David","670280","2024",69.7,22.3,31.5,39.9,59.5,49.1,77,6,"1023",77.7,50.9,44,27.6,50.9
"McCaughan, Darren","670766","2024",64.2,13,23,23.7,76.3,46.4,66.7,8.8,"714",87,53.6,41.7,15.5,45.1
"Zuñiga, Guillo","670871","2024",67.2,10,23.4,50,50,50.6,65.4,9.6,"271",90,49.4,43.2,20.5,45
"Richards, Trevor","670950","2024",62.7,14.7,28.4,39.6,60.4,54.1,71.3,6.8,"1182",85,45.9,40.2,23.4,44.2
"Uceta, Edwin","670955","2024",70.2,26.8,33.8,48.3,51.7,51,78.9,8.5,"672",71.9,49,44.5,34,51.6
"Morejon, Adrian","670970","2024",69,18.9,31.6,49.3,49.3,45.2,75.8,8.6,"1064",80.6,54.8,42.5,27.3,52.1
"Ramírez, Yohan","670990","2024",59.8,15.7,24.4,46.8,52.1,50.1,80.7,7.4,"768",83.4,49.9,39.2,24.8,42.1
"Abbott, Andrew","671096","2024",68.5,15.8,26.3,40.8,59.2,49.6,80.9,7.8,"2333",83.3,50.4,42.8,22.6,47.6
"Allen, Logan","671106","2024",69.1,14,23.5,40.1,59.9,52.8,77.7,7.3,"1665",85.6,47.2,43.2,21.2,45
"Boyle, Joe","671212","2024",62.1,20.9,19.3,56.6,43.4,53,75.8,6.8,"966",79.1,47,40,30.2,39.4
"Otañez, Michel","671305","2024",66.3,27.9,30.2,62.2,37.8,54.1,83.3,7,"601",72.1,45.9,43.3,39.9,46.8
"Foley, Jason","671345","2024",68.3,15.2,25.4,45.6,53.4,44.9,80,8.3,"905",84.8,55.1,42.2,22.3,49.1
"Bradley, Taj","671737","2024",71.5,18.8,30.5,47.2,52.8,50.7,81.4,7.5,"2294",80.8,49.3,41.1,27.4,50.7
"Smith, Cade","671922","2024",67.5,24.9,27.4,47.1,52.9,43.8,73.2,8.3,"1166",74.7,56.2,43.2,30.2,49.9
"Detmers, Reid","672282","2024",68,21.4,29.7,47.2,52.8,49.8,76.4,8.1,"1559",78.4,50.2,42.3,29.2,48.9
"Pérez, Cionel","672335","2024",68.1,15.5,25.3,44.2,55.8,51.7,79.2,6.1,"864",82.7,48.3,40.3,23.7,45.9
"Ort, Kaleb","672391","2024",67.6,20.8,32,39.7,58.6,49.5,78.1,8.7,"366",79.2,50.5,40.7,26.8,50
"Montero, Keider","672456","2024",67.4,13.4,26.6,44.8,53.6,46.8,79.8,8.4,"1539",86,53.2,43.1,21.5,48.3
"Hernández, Carlos","672578","2024",74,19.1,27.9,41,59,53.2,90.5,7.5,"560",80.9,46.8,37.7,25.6,49.5
"Zerpa, Angel","672582","2024",61.4,13.2,20.4,26.7,72.1,44.2,74.7,10,"951",85.6,55.8,43.2,16,43.3
"Contreras, Roansy","672710","2024",65.9,13.2,28.1,40.1,59.9,48.7,72.3,8.7,"1075",86,51.3,42.4,20.9,47.5
"Berroa, Prelander","672860","2024",66.9,18.1,28.8,65.5,34.5,54.9,80.8,7.5,"348",81.9,45.1,42.8,34.4,46
"Núñez, Dedniel","673380","2024",73,23.6,39,59.8,38,45.3,82.4,9.8,"521",75.5,54.7,39.5,34.7,57.6
"Matsui, Yuki","673513","2024",72.3,19.9,33,52.8,46.6,55.7,78.4,7.1,"1049",79.2,44.3,41,31.9,50.4
"Leasure, Jordan","673929","2024",72.2,20.5,23.9,45.5,54.5,49.3,76.8,10,"560",79.5,50.7,43.9,26.6,48.4
"Bradford, Cody","674003","2024",67.6,17.3,29.9,38.2,61.8,49.1,78,7,"1175",82.2,50.9,46.8,23.6,49.1
"Henry, Tommy","674072","2024",69.5,10.4,22.9,36.7,63.3,48.9,82.1,7.9,"706",89.6,51.1,42.4,16.7,46.7
"Salazar, Eduardo","674285","2024",63.7,10.1,28.6,49.3,50.7,52.8,75.8,6.7,"494",89.3,47.2,42.7,23.2,45.3
"Bido, Osvaldo","674370","2024",69.4,17.6,27,47.9,51.4,51.1,81,8,"1056",82.1,48.9,40.3,26.4,47.7
"Curry, Xzavion","675540","2024",72.6,16.9,26.4,34.6,64.1,46.3,75.4,8.9,"639",83.1,53.7,43.5,21.1,51.2
"Grove, Michael","675627","2024",63.9,16.6,28.6,49.2,50.8,49.8,83.1,7.9,"827",82.3,50.2,39.4,26.6,46.3
"Howard, Spencer","675921","2024",73.5,21.8,24.3,32.2,67.8,45.3,82,9.3,"537",78.2,54.7,39.3,24,51.2
"Bolton, Cody","675989","2024",58.6,15.9,29.5,39.2,60.8,55.3,63.2,6.1,"312",84.1,44.7,43.1,24.8,42.6
"Snider, Collin","676092","2024",74.4,25.7,30.1,41.6,57.4,49.7,94.4,8,"676",73.5,50.3,43,30.2,52.4
"Criswell, Jeff","676105","2024",68.2,31.7,30.6,50.8,49.2,58.2,81.8,6.2,"354",68.3,41.8,38.1,39,46.3
"Hancock, Emerson","676106","2024",71.4,17.6,27.6,33.6,66.4,48.9,83.8,7.3,"1014",82.4,51.1,46.5,21.9,50
"Buttó, José","676130","2024",66.1,18.1,30.7,49.4,50.2,63.1,71.7,4.9,"1222",81.2,36.9,39.6,32,43.8
"Walker, Ryan","676254","2024",60.7,19.4,29.2,50.6,48.2,46.6,68.1,9.5,"1221",79.8,53.4,43.4,28.6,46
"Miller, Bobby","676272","2024",70.6,18.9,24.2,36.3,63.7,52.9,79,7.7,"1053",80.9,47.1,40.2,23.7,46.1
"Cantillo, Joey","676282","2024",64,22.3,23.5,54.1,45.9,50.8,65.7,9.8,"711",77.2,49.2,39.2,31.1,43.5
"Garcia, Robert","676395","2024",66.5,23.7,33.6,42.3,57,46.9,63.3,9.5,"946",76,53.1,43.9,29.4,51.1
"Hurter, Brant","676428","2024",61.9,13.1,29.5,39.5,59.3,42.6,81.8,10.2,"645",86.9,57.4,42.3,20,48.1
"Bibee, Tanner","676440","2024",72.7,22.3,26.8,40.7,59.3,47.2,82.3,7.5,"2851",77.5,52.8,44.4,26.9,51
"Whitlock, Garrett","676477","2024",62.7,9.1,29.4,33.3,66.7,50.8,69.2,8.1,"321",90.9,49.2,43.3,17,45.8
"Faucher, Calvin","676534","2024",67,19.6,22.8,50.4,48.7,53,74.2,6.3,"987",80.1,47,40.2,28.1,43.6
"Fleming, Josh","676596","2024",65.6,17.3,34.1,21.1,78,60.2,70.4,5.1,"534",82,39.8,40.8,18.8,46.8
"Sammons, Bryan","676614","2024",67.6,12.8,33.9,43.8,56.3,50.5,66.7,7.2,"374",87.2,49.5,40.6,23.3,50.5
"Sears, JP","676664","2024",68.4,17.3,27.6,34,65.7,48.1,78.3,8.2,"2857",82.4,51.9,43.6,21.8,48.7
"Cosgrove, Tom","676680","2024",64.3,12,22.6,40,60,48,65.4,8,"323",88,52,44,18.9,44.3
"Vest, Will","676684","2024",68.6,19.6,29.2,36.6,62.7,47.4,77.4,8,"1162",80.4,52.6,42.9,24.3,49.9
"Stratton, Hunter","676702","2024",72.1,19.3,32.4,45.3,53.7,49.9,78.4,8.7,"587",80.7,50.1,39,27.4,52.3
"Crawford, Kutter","676710","2024",69.4,17.2,32.8,44.3,55.2,47.5,72.2,7.3,"2823",82.5,52.5,45.6,25.3,52
"Hughes, Brandon","676714","2024",65.2,20.4,28.6,43.6,56.4,54.9,72,7.1,"350",79.6,45.1,43.7,28.5,45.1
"Marinaccio, Ron","676760","2024",63.6,21.4,29.4,40.3,59.7,53.4,72.7,8.4,"395",78.6,46.6,41.5,27.9,45.3
"Winn, Keaton","676775","2024",70.9,16.4,33.3,44.6,55.4,49.2,74.6,8.4,"877",83.6,50.8,40.3,25.2,52.5
"Ashby, Aaron","676879","2024",55.3,11.1,30.8,54.1,45.9,49.6,77.3,9.1,"484",88.1,50.4,42.4,26.3,43.2
"Brown, Ben","676962","2024",62.8,21.5,28.6,55.2,44.8,47.7,76.2,7.4,"849",78.1,52.3,43.8,31.4,46.5
"Meyer, Max","676974","2024",70.4,12.8,26.1,51.9,48.1,51.8,78.7,7.7,"968",86.9,48.2,39.4,23.9,47.5
"Crochet, Garrett","676979","2024",70.4,25.5,33.5,51.5,47.7,46.6,81.5,8.1,"2395",74.3,53.4,44.3,33.1,53.2
"Nardi, Andrew","677053","2024",72.4,23.9,33.3,45.3,54.7,52.8,82,5.5,"906",75.8,47.2,49,31.1,51.8
"Kelly, Zack","677161","2024",66.9,21,26.7,45.4,54.6,50.8,81.7,7.4,"957",78.7,49.2,43.6,28.1,46.5
"Cecconi, Slade","677944","2024",68,15.2,24.6,35,64.3,44,77,8.7,"1291",84.6,56,43.3,19.6,49
"Weathers, Ryan","677960","2024",67.3,17.6,26.8,45.9,54.1,51.7,69.9,8,"1413",81.7,48.3,40.6,26.1,46.4
"Kerr, Ray","678061","2024",65.9,23.3,32.8,57.6,42.4,52.5,74.1,7,"383",76.7,47.5,41.5,35.5,48.6
"Bellozo, Valente","678368","2024",68.4,16.3,22.5,29.3,70.7,50,74.4,7.9,"1094",83.2,50,43.4,19.5,45.4
"Bello, Brayan","678394","2024",65.1,16.8,29.7,43.5,56.2,52.9,82.7,6.4,"2710",82.8,47.1,41.8,25.9,46.3
"Rodríguez, Randy","678495","2024",67.2,21.6,30.1,46.3,53.7,51.4,77.5,8.1,"879",78.4,48.6,42.9,29.6,48.1
"Ferrer, Jose A.","678606","2024",63,13.4,29.4,46.7,53.3,42.8,86,10.5,"476",85.5,57.2,44,22,48.7
"Henriquez, Ronny","678692","2024",73.6,15.6,27.7,46.5,53.5,51.2,89.3,9.2,"303",84.4,48.8,35.6,24.3,50.2
"Pennington, Walter","679156","2024",65.2,15.8,28.6,48,50,53,85.7,6.4,"330",84.2,47,42.4,26.5,45.8
"Marsh, Alec","679525","2024",67.4,14.4,27.4,46.4,52.9,49.6,78.6,8,"2161",85.4,50.4,43.2,23.5,47.6
"Martinez, Justin","679885","2024",65.6,23.3,30.5,57.3,42.2,51.6,76,6.4,"1177",75.9,48.4,43,34.5,47.5
"Rodriguez, Grayson","680570","2024",68.4,21.6,30.6,50.2,49.5,48.2,81.9,8.5,"1879",77.9,51.8,43.8,30,50.2
"Woods Richardson, Simeon","680573","2024",69.5,17.2,29.4,34.9,64.5,49.3,79.1,7.5,"2295",82.6,50.7,43.6,22.3,49.8
"Bradish, Kyle","680694","2024",58.7,16.7,24.4,52.5,47.5,48.7,77.6,7.3,"674",82.8,51.3,43.2,26.9,42
"Sandlin, Nick","680704","2024",69.8,24,28.8,52.5,46.9,55.4,76.4,5.5,"1003",75.3,44.6,41.3,33.7,47.1
"Parker, Mitchell","680730","2024",71.3,14.9,30,41.3,58.2,48.3,81.3,8,"2404",84.9,51.7,43.4,22.3,51.4
"Burke, Sean","680732","2024",71.1,15.1,29.4,59.6,40.4,51.8,91.3,7.4,"309",84.9,48.2,42.1,28.8,49.5
"Wrobleski, Justin","680736","2024",66.3,16.7,24.5,38.6,61.4,48.3,78.2,9.3,"592",83.3,51.7,40.9,22.3,46.1
"Madden, Ty","680744","2024",74.2,12.2,28.3,55.2,44.8,50.9,79.4,8.4,"403",87.8,49.1,38.7,24.4,50.9
"Vodnik, Victor","680767","2024",67,15.4,22.8,39.2,60.1,51.7,81.4,7.2,"1341",84.1,48.3,42.4,21.8,44.1
"Schwellenbach, Spencer","680885","2024",69.6,18.3,34.2,48.8,51.2,46.6,75.6,8.9,"1887",81,53.4,43.3,27.4,53.1
"Nastrini, Nick","680897","2024",63.3,17.6,23.1,50.5,49.5,58.4,72.4,7.9,"734",82.4,41.6,37.9,28.8,39.8
"Scott, Christian","681035","2024",74.8,16.7,25.7,37.1,62.9,48,76.9,8.3,"787",83,52,40.9,21.6,51.2
"Bush, Ky","681066","2024",60.5,12,25,45.5,54.5,53.7,87,7,"328",88,46.3,47.9,22.8,41.5
"Vásquez, Randy","681190","2024",70.6,12.3,27.2,37.1,62.9,48.2,79.3,7.2,"1687",87,51.8,43.6,18.9,49.7
"Arrighetti, Spencer","681293","2024",66.7,18.9,26.9,50.3,49.4,49.1,79,8.5,"2505",80.8,50.9,41.6,27.7,47.2
"Varland, Gus","681402","2024",65.5,18,24.5,46.9,53.1,44,90,8.8,"455",82,56,43.7,24.5,47.5
"Little, Luke","681432","2024",50.9,14.7,21.4,54.2,45.8,51.1,59.4,7.3,"438",85.3,48.9,41.6,26.8,35.8
"Leahy, Kyle","681517","2024",72.5,14.6,30.4,42.2,57.8,48.2,82.8,8.3,"695",85.4,51.8,44.3,22.3,52.2
"Fernandez, Ryan","681676","2024",70.4,19,29.9,55.1,44.4,55.6,84.4,6.5,"1191",81,44.4,43.2,31.5,47.9
"Roberts, Ethan","681799","2024",65.8,15.4,25.7,57.4,42.6,50,77.1,7.4,"474",84.6,50,39,27.2,45.8
"Olson, Reese","681857","2024",67.2,14.9,32.2,50.3,49.1,56.9,69.8,6.3,"1853",84.9,43.1,39.8,28.7,47.3
"Criswell, Cooper","681867","2024",62.2,12.9,28.5,26,74,52.3,71.4,5.6,"1756",87.1,47.7,45.1,17.2,44.6
"Dubin, Shawn","681869","2024",63.2,18.9,23.5,44.7,55.3,52.1,74.6,8,"840",81.1,47.9,41.5,26.3,42.5
"Funderburk, Kody","681892","2024",60.4,16.2,24.1,47.4,51.3,49.7,70,6.1,"652",82.8,50.3,42.2,25,42.3
"Vesia, Alex","681911","2024",70,26.2,26.6,43.8,54.9,51.9,83.6,6.6,"1109",73.3,48.1,43.6,31.3,47.5
"Anderson, Grant","681982","2024",62.9,20.5,23.7,42.3,55.8,45.3,79.4,7,"483",78.9,54.7,40.2,25.7,45.1
"Herrin, Tim","682120","2024",62.7,18.9,31.2,50.3,48.4,49.9,70,6.9,"1011",80.8,50.1,43.5,29.3,47
"Miller, Bryce","682243","2024",69.8,17.3,27,43.5,56.5,48.9,80.3,7.2,"2749",82.4,51.1,42.9,24.4,48.9
"Muñoz, Roddery","682610","2024",67.4,15.4,25.8,43,56.5,52.1,81.9,6.3,"1485",84.6,47.9,40.7,23.6,45.7
"Ortiz, Luis","682847","2024",69.9,14.5,24.5,40.7,59.3,48.2,79.1,8.3,"2143",85.2,51.8,42.1,21,48.1
"Priester, Quinn","682990","2024",69.8,15.4,30.7,37.3,61.9,50.6,81.2,8.5,"811",84.6,49.4,40.9,22.2,50.1
"Jones, Jared","683003","2024",70.9,22.7,30.4,49.5,50.5,47.6,83.5,8.6,"1912",77.3,52.4,41.9,30.2,51.6
"Leiter, Jack","683004","2024",72.7,19.8,25,51.2,48.8,50.2,83.3,8.1,"669",80.2,49.8,42.2,27.9,48.7
"Estes, Joey","683155","2024",75.6,15.1,29.8,32.5,66.4,43.9,88.3,9.7,"2027",84.5,56.1,44.7,19.2,55.5
"Mears, Nick","683232","2024",66.1,20.9,30.4,47.6,51.7,46.4,76.7,8.4,"1028",78.3,53.6,44.3,28.5,49.5
"Chivilli, Angel","683409","2024",74.6,24.7,36.5,56.7,43.3,55.6,81,8.2,"513",75.3,44.4,44.6,36.9,53.4
"Molina, Anthony","683627","2024",72.4,11.7,22.1,43,57,49.2,89.2,7.1,"1048",88.3,50.8,43.8,18.8,47.7
