MLBAMID,Name,Team,PA,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%
668939,Adley Rutschman,BAL,638,-1.9515473146209192,,0.4509253301540342,-4.424664366479013,,-2.4182310480370743,1.929186790777008,2.5436792121362437,4.020622253417969,-1.0388854344685872,-2.6704817046389056,,1.4710625648498534,94.43287335337916,,90.27142693014706,85.70195695465686,,93.48960433467742,84.85927778563348,79.27301380621694,80.75227494673295,40.16666666666666,86.04162305622009,,59.02000122070312,-0.3228775337338447,,-0.8803544491529465,-1.07729185000062,,2.067041479051113,-3.633988399058581,3.6165122613310814,-2.0333482772111893,-0.2147396840155124,0.4437305592000484,,0.3872169591486454,9.256699464848223,,5.23695181197479,1.1907600702023973,,3.534842761186716,1.1580793976244343,-5.877874788153108,-7.354025407270952,6.142737070719401,3.1497198223497307,,2.5567935943603515,0.3239813,0.61004566,0.44483025,0.77731959,0.89670659,0.84648742,0.4224537,0.59561129,0.06823439,0.20547417,0.27370856
669127,Shea Langeliers,OAK,534,-1.7192591972858198,,0.9603934489505392,-3.9969503365310968,,-6.3721896293468046,2.590360315834604,1.3647079467773438,2.0835060119628905,-4.569635911421343,2.056058368985615,,1.2492468357086182,93.84726966395864,,89.42816763864437,85.73921951593137,,93.68007665648496,84.59532202743902,79.13064673639113,80.97249755859374,51.52727161754262,84.59946986607143,,55.29999923706055,-7.333332560956478,,-1.7508098185062408,0.8932201452553272,,-6.900982096791267,3.965372636914253,2.185910828411579,1.3580014072358608,1.241916507482529,3.423130691051483,,0.0242429338395595,9.496595734859676,,5.285397811674736,2.1370578840667127,,4.8839882298519735,1.3251516450711385,-5.5109454739478325,-6.387034606933594,8.627419905229049,3.62587806661293,,-2.089327335357666,0.34438776,0.71113831,0.49473156,0.58765432,0.83648881,0.73427992,0.40993477,0.64606742,0.13132832,0.15388471,0.28521303
676914,Davis Schneider,TOR,454,-1.85387646627566,,0.8563544494284074,-6.009439086914062,,-3.8255505548007247,2.323850413460044,0.7553099132719494,0.942319715345228,-2.6512813568115234,2.767858678644353,,1.2318150997161863,94.13093956195014,,89.51751191737289,88.25428989955357,,93.00985620471016,84.2236279539801,79.23904389880953,83.27837969805744,39.94999694824219,84.71420565518466,,74.69999694824219,-11.560416039079428,,-1.0057059563696384,-0.6074378937482834,,2.951583217829466,-0.1308961920440197,-1.0593083277344704,1.6570812873542309,-0.9193127825856208,-1.762379378080368,,-0.1868359334766864,9.488076486895162,,4.870329603637006,1.681951141357422,,4.428484488224638,0.773993800528607,-5.747733561197917,-5.5888337831239445,9.19327449798584,3.340346249667081,,4.234656810760498,0.25675676,0.68164313,0.42536933,0.55921053,0.80602637,0.71616766,0.39684157,0.57929515,0.12050633,0.19088608,0.31139241
642708,Amed Rosario,- - -,346,-0.6461254719937786,,0.1577720154936497,-5.683320181710379,,-4.8199618970844105,2.2182191003582434,0.2131995508226297,4.121574759483337,,3.6006515194671325,,0.911310076713562,94.06572903408092,,88.7701908991887,86.32856968470982,,93.474179836506,84.36377537892965,79.60847395557468,82.08235437729779,,84.4020197704585,,56.29999923706055,0.1830260530114174,,1.0701194629073143,1.025944784283638,,-6.251834936439991,-3.7812598943710327,2.724880013614893,-0.7184072099626064,,1.2167137823998928,,0.0350487045943737,9.567258470513847,,4.861414634264433,2.7590111323765347,,4.419908407148621,1.4851828877797384,-5.62520198498742,-6.142072509316837,,3.5135148655284536,,3.271162748336792,0.42323651,0.7412731,0.55123967,0.65359477,0.88919668,0.78110945,0.40247934,0.6416185,0.12046205,0.14438944,0.26485149
553869,Elias Díaz,- - -,351,-1.1480906804402669,,0.0931643922250349,-3.7058059692382814,,-2.6501425750984637,2.7413353362640778,1.327543796212585,2.923372928912823,,3.201881345580606,,0.8743424415588379,93.8333371480306,,89.0032979105855,86.43599731445312,,93.53098971784608,84.60714047914976,79.25925756383825,81.45384333683894,,84.07206187528722,,76.89999898274739,-4.301110111176968,,-0.7497213967144489,-0.1535057500004768,,-5.21556992828846,4.226061947643757,1.3368086107075214,-1.105249296873808,,-0.497834499925375,,-0.4913982786238193,8.180689016977945,,4.207297063135838,1.6691355228424072,,4.43629821272921,0.6012915512184044,-5.034137301974827,-5.687684572660006,,2.690102310741649,,-4.523411115010579,0.37704918,0.77924528,0.53817082,0.57190635,0.85230024,0.73455056,0.40060469,0.65242165,0.14285714,0.12622827,0.26908541
661388,William Contreras,MIL,679,-1.6878351866818326,,0.8743773329681551,-2.762798211513421,3.447930097579956,-5.401122109674904,2.389997606153612,2.3290865916126178,0.980824164624484,-3.244612693786621,0.0676083858196552,-4.458049774169922,0.6419918537139893,94.51149425287356,,88.97157558692894,85.09872045272436,85.1500015258789,93.48522222888676,84.85243760146103,79.35849056603773,81.76791900058963,55.56666564941406,85.50961538461539,81.7000020345052,57.0,5.024528201669455,,-2.80453984439373,0.9102522768080236,0.4798006638884544,4.250929363071919,-0.7293624058365822,6.783258270472288,1.939685679972172,0.5062585584819317,4.5292758867144585,-0.2395455129444599,0.0623212568461895,9.295847302043423,,4.532820803259835,1.9907003549429088,2.7437164783477783,4.854825362134117,1.1348809576653816,-4.825194160893278,-4.301467319704452,8.406389872233072,3.043895545372596,-2.723708152770996,6.53228235244751,0.29082915,0.74261993,0.47384155,0.57235421,0.83726708,0.74053628,0.40508221,0.60382916,0.12289877,0.13559955,0.25849832
669364,Xavier Edwards,MIA,303,-1.3995783557630566,,0.3186756168399845,-6.553798130580357,,-0.7816179063585069,1.0785989566725127,1.9803526951716497,5.029245104108538,,-3.1415128392099545,,0.499342679977417,94.16438356164385,,89.48287936373873,87.09642682756696,,93.53174603174604,84.1761931335034,79.96827110877403,81.28571428571429,,85.33642254759934,,76.73333231608073,3.5339799597859383,,1.2534247040748596,-0.3260652646422386,,6.494149971753359,1.006170678883791,0.4320862591266632,0.8961642682552338,,2.0812375508248806,,0.6089966036379337,9.470115626783675,,5.022238791525901,2.6094333103724887,,5.214204334077381,1.3043930157512225,-5.167304992675781,-6.256383623395648,,3.484988181006829,,0.0595691303412119,0.26093514,0.72988506,0.46751055,0.75722543,0.88976378,0.84837545,0.44050633,0.60066007,0.0706476,0.15222876,0.22287637
606115,Orlando Arcia,ATL,602,-1.6681523940142464,,1.1524128974238528,-2.1985952812328677,-5.258246994018554,-5.619913646757206,2.6061803688956995,1.0296517752267265,3.22968864440918,-2.045285088675363,0.9741120818477348,-3.9527857303619385,0.3135479688644409,94.37132352941175,,89.13670638844937,86.39824904057018,83.25999755859375,93.59977827050996,84.68231260048232,80.06224049388112,82.24464634486607,46.471426827566965,84.96711147231544,79.19999694824219,75.86666870117188,-2.0381547659635544,,6.04322773963213,-2.5686439275741577,-0.4653477258980274,-8.17733495309949,-11.12923200428486,-2.8656004443764687,0.0856748521327972,0.0692308396100997,-0.2505983524024486,0.0210469514131546,-0.0544858016073703,9.291466567095588,,4.187085115456883,3.072662085817571,3.437144470214844,4.9301514213206765,1.044834934246885,-4.514691973065997,-3.849083764212472,7.910199846540179,2.7393497748662963,-1.6762266159057615,1.5044134457906086,0.31222057,0.73131313,0.49013722,0.59665871,0.86187845,0.76465442,0.4245283,0.64451827,0.11535163,0.14965695,0.26500858
660644,Vidal Bruján,MIA,278,-2.038815861772698,,0.1734943561725788,-4.743093996631856,,-2.9698624320652174,1.6816313578820354,2.0764484144236945,2.7686136033799915,,-3.9015421909568575,,0.0544401407241821,94.44296475383632,,89.65134959177928,86.97143056441327,,93.34695991847826,85.11204392997382,79.55205211900685,82.08888753255208,,85.28938225940266,,77.53333536783855,-2.221820890903473,,-2.077190551906824,0.2734343372285366,,0.1250366419553756,-1.4280043207108974,-2.6134401969611645,0.6079269386827946,,-1.5191131457686424,,-0.1162473894655704,9.402893222506394,,5.28211768897804,2.8915884835379466,,4.430631952700407,1.636099770431119,-5.114496100438784,-5.348575592041016,,3.2713542026756084,,-4.654872576395671,0.33001658,0.76053215,0.5142315,0.66331658,0.86297376,0.7896679,0.42789374,0.65107914,0.10795455,0.13257576,0.2405303
656811,Ryan O'Hearn,BAL,494,-4.000606453518907,,1.0276176738229028,-5.933494931175595,,-4.553741078317901,3.2986861923993644,4.7724325101669525,4.391203038832721,,-8.348674128605769,,-0.047610064347585,94.20285582983192,,90.23047919451872,86.24761672247024,,93.53991448045268,84.63932070974576,79.10228488869863,81.62941607306985,,86.78961838942308,,59.6000010172526,5.164121117442846,,4.821392886340618,-0.237296462059021,,-6.483535457402468,4.20199179649353,2.453892540186644,-0.6513179428875446,,-0.8681193552911282,,0.1521171890199184,9.298764935661763,,4.790633094502005,1.8081490652901784,,3.8891146938496655,1.1353228035619702,-6.058859071775114,-6.494016759535846,,2.990154794546274,,1.511106808980306,0.29234973,0.70072993,0.4671875,0.69781931,0.92013889,0.84057971,0.428125,0.55263158,0.07447917,0.16041667,0.23489583
624424,Michael Conforto,SFG,488,-2.95794293597028,,0.184536888485863,-6.100184849330357,,-1.7874365912543402,1.0846122859074518,3.360833140466944,2.7863009052891887,,-8.159617704503676,-4.33680788675944,-0.0614160895347595,94.21664117132867,,88.99932238520408,86.51818054991882,,92.7601906105324,84.28153846153846,80.17745777637283,81.96129189768145,,85.9779411764706,78.2999979654948,75.69999694824219,3.050546146929264,,2.9178381711244583,-0.3578237034380436,,1.2411309890449047,-1.1149325743317604,1.3065625801682472,-0.1099275574088096,,-6.118603192269802,-0.2527644671499729,-0.1310613192617893,8.93102122486888,,5.0010679076318025,1.9592275247945412,,4.603823909053096,1.2025771859975962,-5.059720959966582,-6.00822251842868,,3.4099457684685204,-1.2459837595621746,2.177896738052368,0.28924162,0.6654633,0.44834606,0.64329268,0.84810127,0.77185017,0.42290076,0.59631148,0.10213415,0.1824187,0.28455285
695578,James Wood,WSN,336,-2.1779722070817185,,0.2600949400214739,-7.331276633522727,,1.54367216133777,0.9151656612273186,2.3114295535617404,3.256517971263212,,-6.500051962362753,,-0.1426247209310531,94.08578609496124,,88.52257644489248,87.14545232599431,,92.626752186214,84.02064642137097,79.84166802300348,81.22941320082721,,85.1905418602196,,80.19999694824219,3.6853709518909454,,1.5797347836196425,2.06676509603858,,-0.8609197102487087,2.4678304567933083,-1.8151144608855247,-0.5482218377292156,,4.36705943197012,,0.0350487045943737,9.049757373425388,,4.721818493258569,2.5253639221191406,,4.800857104391718,0.8434452179939517,-4.4097239176432295,-5.646048601935892,,3.1494447862779773,,-2.979854106903076,0.22911392,0.57980456,0.38247863,0.51933702,0.83707865,0.72998138,0.43732194,0.62202381,0.10327635,0.22507123,0.32834758
677347,Kyren Paris,LAA,59,0.4811204203059164,,-0.9558665752410888,-8.113094329833984,,0.3896247625350952,2.6356472969055176,0.2820759441541589,,,3.20567725686466,,-0.2067301273345947,93.96741134129212,,88.15833536783855,89.80000305175781,,92.92249755859376,84.49374898274739,80.2565228006114,,,85.08235437729779,,75.0999984741211,0.65712995454669,,0.5283554196357727,0.0242429338395595,,-1.723471775650978,-2.713357802480459,-0.7872206307947636,,,-0.7814998626708984,,0.0911176279187202,9.367966555477528,,3.666834195454916,8.015100479125977,,5.045561981201172,0.8076162338256836,-6.367068083389945,,,2.926449495203354,,-5.615970611572266,0.22962963,0.71717172,0.43589744,0.48387097,0.85915493,0.74509804,0.42307692,0.61016949,0.11016949,0.16101695,0.27118644
664761,Alec Bohm,PHI,606,-1.9901484047494284,,0.8453885246725643,-4.381334744966948,5.006099700927734,-3.7130082156680047,2.6339982593332536,2.1256844260475853,1.33649357882413,-1.521880269050598,4.992315820900791,-3.5100789070129395,-0.2077038764953613,94.40640482088416,,89.00411879595588,86.33846341646634,83.5999984741211,92.85435779816514,84.78759392891222,79.31818181818181,81.33636474609375,47.20000076293945,85.15060240963855,79.30000305175781,77.7,5.763563014566898,,-4.104309920221567,0.4709735251963138,0.0210469514131546,-5.130399506539106,7.852206513285637,0.411489050835371,0.2391623519361019,-0.294975996017456,0.9289664924144744,0.5443012714385986,0.4258738569915294,9.156902778439406,,4.443214326746324,2.12722294147198,2.321775197982788,4.670331482493549,1.1205706414375596,-4.842123135653409,-4.2263031005859375,9.022638320922852,3.2538959549134034,-2.3766376972198486,-3.1168888092041014,0.31031543,0.7278481,0.49693541,0.70054945,0.92318841,0.84629981,0.44695898,0.60726073,0.07630711,0.14460669,0.2209138
669289,Santiago Espinal,CIN,391,-1.9700350035365224,,0.3753549712044852,-2.089907684326172,,-2.598400973534399,1.998326759970649,0.7970477754035882,0.7981639749863568,-0.4412983258565267,4.949339140445814,,-0.3241726458072662,94.03785686728396,,89.66517857142857,85.712001953125,,93.62170694040698,84.62983425414365,79.63982128042035,82.55587948069854,41.26666768391927,83.75596688646789,,72.4000015258789,-4.765028260648251,,2.134629338979721,1.9770847707986832,,-3.614507991820574,-4.345891326665878,-2.6106742285192013,1.9572570100426676,-0.2527644671499729,0.08826519921422,,-0.3075473606586456,9.12602277842078,,4.569208690098354,3.22901611328125,,5.198449423146802,0.8965921138531595,-5.141084114007191,-3.96155907126034,7.128102620442708,4.166389675315367,,1.0790348052978516,0.3062201,0.71407186,0.48736702,0.73828125,0.94129979,0.87039563,0.44414894,0.60102302,0.06299735,0.15981432,0.22281167
807799,Masataka Yoshida,BOS,421,-2.6674492302842028,,0.3641289949417114,-6.916458695023148,,-2.0427403104478032,0.6878980140546302,4.895031414200775,2.141755676269532,-5.929546356201172,-8.227463666130514,,-0.4856008887290954,94.1236235851378,,90.31062622070311,85.82592472029322,,93.4721042798913,84.5952380952381,78.99380358130531,83.31500244140625,55.34999847412109,86.6779426125919,,75.94999694824219,1.982111528515816,,1.7454276233911514,0.3068436421453953,,4.799379773437977,-1.9006250947713847,-0.5191987752914429,0.7833640016615391,0.741290420293808,0.9409240670502186,,0.0013216957449913,9.069879967396654,,5.510583114624024,1.7145681498963157,,4.153086786684782,1.0713835216703869,-4.991654387617533,-5.625890731811523,8.867046356201172,2.8038823744829964,,-2.96973180770874,0.29171396,0.65589888,0.45448839,0.74708171,0.93576017,0.86878453,0.44695543,0.54394299,0.05959849,0.18632371,0.24592221
453568,Charlie Blackmon,COL,499,-2.385348703787433,,0.0998039245605468,-4.348215051599451,,0.591072971083553,1.3353848266601562,3.240521867698598,3.0622502768911968,,-6.80270512898763,-5.119869709014893,-0.529590904712677,94.2125147207268,,89.77253683613989,85.24594198690879,,92.48272778614458,84.46733072916666,79.84486346378505,81.76341582507622,,86.62396240234375,79.8499984741211,77.7249984741211,1.39393375441432,,6.273981038480997,-1.1831044629216194,,-0.7054073289036751,1.014958254992962,3.451799601316452,-1.6292645446956158,,-0.2108482643961906,-0.0579699426889419,-0.3962191864848137,7.883942841520861,,4.03553764066548,1.8159886952993032,,3.709581980264809,0.5209583536783854,-5.1000543041764015,-5.105071277153201,,2.467735767364502,-2.27773666381836,-0.1067206114530563,0.33058608,0.67512077,0.47916667,0.72022161,0.89445438,0.82608696,0.43125,0.61923848,0.08320333,0.16536661,0.24856994
624641,Edmundo Sosa,PHI,274,0.8289234384228683,,0.5635008171423158,-2.870467049734933,-3.542557525634765,-3.594247529000947,1.915844846239277,1.0949255453573692,0.4717752592904227,-3.730029821395874,5.624080757472826,-4.390200138092041,-0.6827459335327148,93.76460481099656,,89.54030142257463,84.63809640066964,79.0,93.4227233270202,84.08196231617647,78.0945945945946,84.28571428571429,49.79999923706055,85.13217561141305,80.5999984741211,72.94999694824219,3.5727457106113434,,-1.5457125306129456,0.2959812320768833,-0.2509021498262882,3.708985269069672,-3.123638354241848,-1.4979939125478268,-0.3479482866823673,-0.294975996017456,0.5489199683070183,0.4712098836898803,-0.0043156631290912,8.65271541425043,,4.862482782620103,2.454608372279576,-1.2789933204650878,4.89728029809817,0.658500701305913,-4.119885831265836,-2.041455405099051,10.564878463745115,3.027802309782609,-2.926223993301392,-0.4412455558776855,0.44012442,0.76167076,0.5647619,0.56537102,0.82903226,0.70320405,0.38761905,0.6459854,0.16761905,0.11714286,0.2847619
670242,Matt Wallner,MIN,261,-2.300183422534497,,0.5837474359530155,-6.999908447265625,,-4.739672714404845,1.8571063016368223,2.922061797111265,2.238745212554932,,-6.844643729073661,,-0.7690181732177734,94.08389813311688,,89.98504125292057,86.69599609375,,93.41348095154494,84.88672739214601,80.03387254284274,83.48333231608073,,84.83452497209821,,79.36666870117188,3.401656236499548,,3.3727628849446774,0.2097234390676021,,0.4471913576126098,2.52781804651022,0.7443795092403889,0.6967755183577538,,2.982323858886957,,0.3468480259180069,9.086200030438311,,4.650081456264603,2.6108251953125,,5.223179506451896,0.6147167914736588,-5.647684404926915,-4.602843920389812,,2.968363807314918,,-4.939602533976237,0.28874388,0.75539568,0.4776699,0.48022599,0.72380952,0.63617886,0.40485437,0.61302682,0.17361785,0.13676043,0.31037827
687263,Zach Neto,LAA,602,-2.8251105764067868,,1.068425604637633,-5.1414215530174365,,-7.001142090950964,2.925232964909754,2.7193930620204902,2.90465340247521,,-1.135320826939174,,-0.8005008697509766,94.106529209622,,90.1602809175532,85.55652032382247,,93.67483347505669,84.39938556067588,79.11976047904191,81.01154033954327,,85.67713913690476,,79.19999694824219,4.947393376380205,,1.013101141899824,-2.3447304256260395,,-3.850217796862125,1.15372846275568,-0.3448929600417614,2.503709729760885,,0.2165337540209293,,0.0833708606660366,9.47609603200172,,5.15466005582336,2.1790289395097373,,4.568091706083475,1.09737301312284,-5.076781495602545,-6.145405695988582,,3.790613374255953,,2.0373921394348145,0.35022355,0.67793031,0.48580166,0.59361702,0.85046729,0.74190647,0.41371778,0.62126246,0.12521815,0.16404887,0.28926702
