Name,Team,PA,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Angel Martínez","CLE",169,0.35155096,,0.0915805,0.03397341,,0.13737075,0.183161,0.03249631,0.01477105,,0.14475628,,0.01033973,,"Angel Martinez",26540,682657
"Jonatan Clase","- - -",66,0.41573034,,0.03745318,0.09737828,,0.11610487,0.16479401,0.04868914,0.00374532,,0.11610487,,,,"Jonatan Clase",26599,682729
"Elly De La Cruz","CIN",696,0.32751727,,0.0952381,0.03416939,0.00072701,0.1046892,0.16321338,0.09814613,0.02253726,0.00072701,0.14940022,,0.00363504,,"Elly De La Cruz",26668,682829
"Austin Martin","MIN",257,0.32762313,,0.0620985,0.02462527,,0.17130621,0.27194861,0.06102784,0.02034261,,0.05995717,,0.00107066,,"Austin Martin",27462,668885
"Dillon Dingler","DET",87,0.32628399,,0.04833837,0.02114804,,0.21148036,0.21450151,0.05438066,0.02114804,,0.10271903,,,,"Dillon Dingler",27464,693307
"Spencer Torkelson","DET",381,0.29266751,,0.07332491,0.01264223,,0.17509482,0.30594185,0.05183312,0.00758534,,0.08091024,,,,"Spencer Torkelson",27465,679529
"Tyler Soderstrom","OAK",213,0.2961039,,0.05194805,0.04935065,,0.1012987,0.19090909,0.13246753,0.02987013,,0.14805195,,,,"Tyler Soderstrom",27467,691016
"Zach DeLoach","CHW",75,0.39261745,,0.08724832,0.09395973,,0.11073826,0.15100671,0.04697987,0.01677852,,0.10067114,,,,"Zach DeLoach",27471,676113
"Jordan Walker","STL",178,0.27653214,,0.05381166,0.01943199,,0.1793722,0.29297459,0.06576981,0.01046338,,0.09865471,,0.00298954,,"Jordan Walker",27475,691023
"Patrick Bailey","SFG",448,0.34287318,,0.08529742,0.03815937,,0.11447811,0.14702581,0.07968575,0.02076319,0.0016835,0.16329966,0.00448934,0.00224467,,"Patrick Bailey",27478,672275
"Masyn Winn","STL",637,0.33411673,,0.07011359,0.02428515,0.0003917,0.18292205,0.23893459,0.06502154,0.0097924,,0.07246377,0.0003917,0.00156678,,"Masyn Winn",27479,691026
"Nick Gonzales","PIT",387,0.27498177,,0.0816922,0.01604668,,0.16557257,0.28884026,0.06564551,0.02625821,,0.0809628,,,,"Nick Gonzales",27490,693304
"Rece Hinds","CIN",51,0.31693989,,0.04371585,0.01639344,,0.09289617,0.30054645,0.08196721,0.03825137,,0.10928962,,,,"Rece Hinds",27493,677956
"Ha-Seong Kim","SDP",470,0.33148335,,0.06458123,0.02320888,0.00151362,0.21442987,0.22552977,0.0554995,0.01866801,0.0025227,0.06155399,0.00100908,,,"Ha-Seong Kim",27506,673490
"David Hamilton","BOS",317,0.30252101,,0.10252101,0.04453782,,0.13697479,0.18151261,0.09495798,0.0210084,0.00252101,0.11092437,,0.00252101,,"David Hamilton",27531,666152
"Edouard Julien","MIN",301,0.29716599,,0.08582996,0.05101215,,0.11578947,0.22186235,0.08259109,0.03481781,,0.10931174,,0.00161943,,"Edouard Julien",27534,666397
"Garrett Mitchell","MIL",224,0.4006734,,0.06958474,0.01683502,,0.12570146,0.16386083,0.08754209,0.01571268,0.00224467,0.11672278,0.00112233,,,"Garrett Mitchell",27555,669003
"Austin Wells","NYY",414,0.28937729,,0.09340659,0.06471306,,0.11843712,0.2008547,0.07570208,0.01098901,,0.14652015,,,,"Austin Wells",27562,669224
"Casey Schmitt","SFG",113,0.31550802,,0.09090909,0.02406417,,0.15508021,0.26737968,0.05347594,0.00534759,,0.08823529,,,,"Casey Schmitt",27577,669477
"Jacob Hurtubise","CIN",68,0.38434164,,0.09252669,0.02135231,,0.12455516,0.12099644,0.06761566,0.06761566,,0.11032028,,0.01067616,,"Jacob Hurtubise",27599,674441
"Alika Williams","PIT",96,0.30357143,,0.04761905,0.02380952,,0.20833333,0.25,0.06547619,0.01785714,,0.08333333,,,,"Alika Williams",27604,675961
"Alec Burleson","STL",595,0.33601514,,0.08187411,0.04164695,,0.13440606,0.21202082,0.08471368,0.01419782,,0.09465215,0.00047326,,,"Alec Burleson",27615,676475
"Nick Loftin","KCR",171,0.3115016,,0.05750799,0.01916933,,0.16932907,0.26677316,0.08306709,0.00638978,,0.08626198,,,,"Nick Loftin",27630,679845
"Anthony Volpe","NYY",689,0.29685265,,0.08082976,0.02002861,,0.18919886,0.2639485,0.0711731,0.00751073,0.00035765,0.07010014,,,,"Anthony Volpe",27647,683011
"Vinnie Pasquantino","KCR",554,0.32395687,,0.11064229,0.03984998,,0.11767464,0.16783872,0.0726676,0.02203469,,0.14533521,,,,"Vinnie Pasquantino",27676,686469
"Michael Massey","KCR",356,0.36390977,,0.08045113,0.05413534,0.00075188,0.12406015,0.16390977,0.07518797,0.01203008,,0.12556391,,,,"Michael Massey",27684,686681
"Brett Wisely","SFG",272,0.35881753,,0.06829766,0.03771662,,0.13761468,0.15494393,0.10907238,0.01121305,,0.12232416,,,,"Brett Wisely",27735,689172
"Drew Romo","COL",53,0.28042328,,0.07407407,0.07407407,,0.10582011,0.16402116,0.11111111,0.01058201,,0.17989418,,,,"Drew Romo",27763,691011
"Pete Crow-Armstrong","CHC",410,0.35327234,,0.08163265,0.05348346,,0.13863476,0.1703026,0.07670654,0.01759324,0.00070373,0.10767065,,,,"Pete Crow-Armstrong",27769,691718
"Evan Carter","TEX",162,0.3441358,,0.06018519,0.0632716,,0.13117284,0.17901235,0.07561728,0.02314815,,0.12345679,,,,"Evan Carter",27790,694497
"Jordan Westburg","BAL",447,0.24724602,,0.07343941,0.02080783,,0.18665851,0.3004896,0.06731946,0.01162791,,0.09241126,,,,"Jordan Westburg",27815,676059
"Thomas Saggese","STL",52,0.31216931,,0.03174603,0.04232804,,0.14285714,0.26984127,0.06349206,0.04232804,,0.0952381,,,,"Thomas Saggese",27883,695336
"Colt Keith","DET",556,0.2997003,,0.09390609,0.03946054,,0.11888112,0.19430569,0.08241758,0.01698302,0.002997,0.15084915,0.0004995,,,"Colt Keith",27899,690993
"Jasson Domínguez","NYY",67,0.45955882,,0.09558824,0.01838235,,0.05514706,0.16544118,0.05147059,0.01102941,0.00735294,0.13602941,,,,"Jasson Dominguez",28080,691176
"Junior Caminero","TBR",177,0.21144674,,0.063593,0.02225755,,0.24165342,0.3227345,0.04610493,0.0063593,,0.08585056,,,,"Junior Caminero",28163,691406
"Jackson Chourio","MIL",573,0.28863528,,0.07465525,0.01474085,0.00095102,0.21730861,0.23442701,0.06704708,0.01474085,0.00190204,0.08464099,,0.00095102,,"Jackson Chourio",28806,694192
"Jackson Merrill","SDP",593,0.31752484,,0.08355917,0.04516712,,0.16485998,0.19150858,0.07317073,0.02258356,0.00045167,0.09936766,0.00180668,,,"Jackson Merrill",29490,701538
"James Wood","WSN",336,0.27564103,,0.06623932,0.03133903,,0.17307692,0.22079772,0.1025641,0.02421652,,0.10541311,,0.00071225,,"James Wood",29518,695578
"Ryan Bliss","SEA",71,0.34749035,,0.05019305,,,0.17374517,0.25482625,0.03861004,0.003861,,0.13127413,,,,"Ryan Bliss",29547,669208
"Adrian Del Castillo","ARI",87,0.3125,,0.06845238,0.04761905,,0.16369048,0.1547619,0.06547619,0.02380952,,0.1547619,0.00892857,,,"Adrian Del Castillo",29554,680728
"Trey Sweeney","DET",119,0.24009324,,0.11655012,0.02097902,,0.15850816,0.23310023,0.06526807,0.02097902,,0.14452214,,,,"Trey Sweeney",29575,700242
"Ben Rice","NYY",178,0.24171271,,0.14917127,0.05801105,,0.13259669,0.20441989,0.08701657,0.01519337,,0.11187845,,,,"Ben Rice",29576,700250
"Colton Cowser","BAL",561,0.31631328,,0.06836867,0.04240588,,0.13457378,0.18260493,0.07788836,0.02423193,,0.15361315,,,,"Colton Cowser",29591,681297
"Connor Norby","- - -",194,0.31884058,,0.0685112,0.03030303,,0.15019763,0.24242424,0.07905138,0.02371542,,0.085639,0.00131752,,,"Connor Norby",29592,681393
"Justyn-Henry Malloy","DET",230,0.32828283,,0.07474747,0.02020202,,0.11313131,0.27373737,0.06767677,0.01818182,,0.1040404,,,,"Justyn-Henry Malloy",29606,669234
"Henry Davis","PIT",122,0.30134357,,0.05566219,0.0268714,,0.2168906,0.26103647,0.04606526,0.01727447,,0.07485605,,,,"Henry Davis",29617,680779
"Sal Frelick","MIL",524,0.34457478,,0.09872923,0.02248289,,0.14760508,0.18084066,0.08357771,0.0200391,0.00439883,0.09726295,0.00048876,,,"Sal Frelick",29622,686217
"Joey Loperfido","- - -",262,0.33499501,,0.11864407,0.03190429,,0.1226321,0.16550349,0.08175474,0.02691924,0.00099701,0.11665005,,,,"Joey Loperfido",29630,694388
"Will Wagner","TOR",86,0.36263736,,0.07692308,0.02472527,,0.19230769,0.15659341,0.08516484,0.00549451,0.00549451,0.09065934,,,,"Will Wagner",29634,695238
"Hunter Goodman","COL",224,0.31985294,,0.07107843,0.02205882,,0.13848039,0.25735294,0.06617647,0.01838235,0.00245098,0.1004902,,0.00367647,,"Hunter Goodman",29715,696100
"Zack Gelof","OAK",547,0.25790754,,0.05206813,0.02579075,,0.20681265,0.26618005,0.0783455,0.01800487,0.00048662,0.09440389,,,,"Zack Gelof",29766,680869
"Niko Kavadas","LAA",106,0.32903226,,0.09032258,0.06451613,,0.06666667,0.16989247,0.14193548,0.01935484,,0.11827957,,,,"Niko Kavadas",29782,694359
"Brett Harris","OAK",123,0.35902637,,0.05476673,0.01622718,,0.20689655,0.21095335,0.03448276,0.01419878,0.0040568,0.09939148,,,,"Brett Harris",29788,695391
"Kyle Manzardo","CLE",156,0.35377358,,0.05503145,0.03301887,,0.07704403,0.22327044,0.10062893,0.00786164,0.00157233,0.14779874,,,,"Kyle Manzardo",29794,700932
"Jacob Young","WSN",521,0.27570332,,0.07263427,0.0168798,,0.22455243,0.24194373,0.07007673,0.01585678,,0.07928389,,0.00306905,,"Jacob Young",29931,696285
"Tyler Black","MIL",57,0.34309623,,0.15481172,0.041841,,0.10460251,0.13389121,0.07112971,0.0167364,,0.13389121,,,,"Tyler Black",29949,672012
"Christian Encarnacion-Strand","CIN",123,0.31929047,,0.06208426,0.03991131,,0.19512195,0.21286031,0.05986696,0.03547672,,0.07538803,,,,"Christian Encarnacion-Strand",30011,687952
"Seiya Suzuki","CHC",585,0.31327222,,0.0709446,0.03268234,,0.19290554,0.22040654,0.0617776,0.01355122,,0.09445994,,,,"Seiya Suzuki",30116,673548
"Heston Kjerstad","BAL",114,0.37588652,,0.08510638,0.03782506,,0.13475177,0.1465721,0.08037825,0.03309693,,0.10638298,,,,"Heston Kjerstad",31166,677008
"Zach Neto","LAA",602,0.2542595,,0.06159895,0.03014417,,0.19266055,0.28440367,0.07295762,0.01135867,,0.09174312,,0.00087374,,"Zach Neto",31347,687263
"Victor Scott II","STL",155,0.36971831,,0.05457746,0.03697183,,0.14788732,0.17605634,0.06866197,0.01408451,,0.11619718,0.00528169,0.01056338,,"Victor Scott II",31349,687363
"Brooks Baldwin","CHW",121,0.51173709,,0.0657277,0.04225352,,0.07511737,0.16197183,0.05399061,0.00938967,,0.07981221,,,,"Brooks Baldwin",31394,681460
"Jordan Beck","COL",184,0.30495356,,0.07275542,0.02786378,,0.17337461,0.27399381,0.07275542,0.00773994,,0.06346749,,0.00309598,,"Jordan Beck",31431,687597
"Jace Jung","DET",94,0.32409972,,0.12465374,0.03878116,,0.11080332,0.19944598,0.08033241,0.01108033,,0.11080332,,,,"Jace Jung",31437,690291
"Zach Dezenzo","HOU",65,0.28571429,,0.08979592,0.04081633,,0.1755102,0.24897959,0.06938776,0.00408163,0.0244898,0.06122449,,,,"Zach Dezenzo",31562,701305
"Trey Lipscomb","WSN",211,0.28974359,,0.07435897,0.01666667,,0.18846154,0.26538462,0.05641026,0.00769231,,0.09615385,,0.00512821,,"Trey Lipscomb",31567,702358
"Brooks Lee","MIN",185,0.33061889,,0.09283388,0.03908795,,0.1237785,0.16123779,0.06677524,0.02605863,,0.15960912,,,,"Brooks Lee",31595,686797
"Jackson Holliday","BAL",208,0.3377724,,0.07869249,0.04116223,,0.11743341,0.2094431,0.06779661,0.01937046,0.00121065,0.12711864,,,,"Jackson Holliday",31781,702616
"Masataka Yoshida","BOS",421,0.31889517,,0.10043942,0.05084746,,0.173258,0.17137476,0.07093534,0.02510986,0.00125549,0.08537351,,0.00251099,,"Masataka Yoshida",31837,807799
"Nolan Schanuel","LAA",607,0.36205433,,0.08955857,0.03353141,,0.1426146,0.17826825,0.06578947,0.01952462,,0.10568761,,0.00297114,,"Nolan Schanuel",33189,694384
"Jacob Wilson","OAK",103,0.32378223,,0.06590258,0.04011461,,0.20057307,0.2722063,0.04297994,0.01432665,,0.04011461,,,,"Jacob Wilson",33266,805779
"Wyatt Langford","TEX",557,0.29565603,,0.07003546,0.02526596,,0.1945922,0.26108156,0.04787234,0.01640071,,0.08909574,,,,"Wyatt Langford",33333,694671
"Dylan Crews","WSN",132,0.26538462,,0.09807692,0.02307692,,0.14423077,0.27692308,0.06730769,0.03461538,,0.09038462,,,,"Dylan Crews",33541,686611
"Jung Hoo Lee","SFG",158,0.33743409,,0.08084359,0.01054482,,0.16344464,0.18980668,0.06678383,0.02811951,,0.11775044,,0.00527241,,"Jung Hoo Lee",33824,808982
