Name,Team,IP,botOvr FA,botOvr SI,botOvr FC,botOvr FS,botOvr SL,botOvr CU,botOvr CH,botOvr KC,botOvr,botStf,botCmd,botxRV100,botERA,NameASCII,PlayerId,MLBAMID
"Josh Fleming","PIT",31.1,76.72906,41.33852472636817,44.67415205882352,,,37.40277333333334,47.29875525,,41.91761664794007,45.52335333333333,40.17963571161049,0.6275395131086143,5.018401367041198,"Josh Fleming",20418,676596
"Matt Moore","LAA",48.1,44.761085751173724,,,,,,55.905931828358206,37.78210933333333,41.93537742388757,51.500926615925074,40.21486827868853,0.6264360772833723,5.01674645199063,"Matt Moore",1890,519043
"James Paxton","- - -",100.1,45.13322478214666,66.8403411627907,48.230656730769226,,,,38.08222767857143,46.9056833655706,41.946835696721315,32.525742781030445,50.861904970725995,0.6257241042154568,5.015678307962529,"James Paxton",11828,572020
"Reese Olson","DET",112.1,35.825002396313366,47.32615255936675,,,48.53015780582525,30.706509464285713,49.565461961259075,,42.05012432884097,42.60188714824798,44.22632611320755,0.6193077088948786,5.006053757412398,"Reese Olson",24968,681857
"Joe Boyle","OAK",47.2,42.143227894736846,,,,49.39021752777777,20,,,42.20132175983437,64.14356709109731,32.75864501035196,0.609912225672878,4.991960507246376,"Joe Boyle",29608,671212
"Dane Dunning","TEX",95,34.19252791666667,50.751450377358495,42.838697861635225,,35.87226075757576,,39.82807118483413,25.51739227848101,42.25577682060391,41.04784413262285,49.09785210775607,0.6065304795737122,4.986888738898756,"Dane Dunning",19409,641540
"Génesis Cabrera","TOR",62.2,62.013332406417085,37.529591255411255,41.911175739348366,,,41.568112148760314,25.473166666666668,,42.38559857423797,46.827611789577176,33.02634136676499,0.5984651819075713,4.9747903343166175,"Genesis Cabrera",17490,650893
"Pedro Avila","- - -",82.2,44.66819437050359,39.071764129177126,,,34.783256505406406,40.908117412280696,58.60364836538463,,42.48607932536894,44.157059374560795,40.608067505270554,0.5922225368938862,4.965426423049895,"Pedro Avila",18864,658648
"Martín Pérez","- - -",135,26.835407586206895,42.36225840304183,42.10780753593429,,74.41792,52.08253296774194,49.192195628742525,,42.80099519474638,31.33449205615942,57.69340610960145,0.5726588677536232,4.93608071557971,"Martin Perez",6902,527048
"Edward Cabrera","MIA",96.1,38.389635747368416,49.48900851612904,,,40.76453317567567,55.63201699468086,50.776739756521735,,42.811720334486736,56.45211728950403,42.53229756055363,0.571992306805075,4.9350809688581325,"Edward Cabrera",21690,665795
"Logan Allen","CLE",97.1,47.127464863523564,,42.30860983539095,,40.68213115384615,,47.016679375,,42.931790792792796,41.896151987988,47.86151508108109,0.5645314714714715,4.92389009009009,"Logan Allen",27589,671106
"Tayler Scott","HOU",68.2,44.74066797610716,37.47432691176471,,27.261544615384615,53.90794315789474,,,,42.98903100498339,46.53482216777408,43.63694702657807,0.5609761627906977,4.918556835548172,"Tayler Scott",13652,605463
"Shawn Dubin","HOU",45.1,48.35278058047856,,47.027898527623414,,35.27947145299145,33.51291561272584,55.64420191140776,,43.092891048689154,56.55256066348984,38.82280018128009,0.5545248277822366,4.908879631587748,"Shawn Dubin",24977,681869
"Michael Soroka","CHW",79.2,50.481284252136746,37.91622111111111,,,43.18863719165085,,38.4789185,,43.14855384615384,47.91493728343727,44.08645534303535,0.5510646846846847,4.903689078309078,"Michael Soroka",18383,647336
"Jordan Weems","WSN",41.2,42.62266935698446,,,,50.2887662109375,36.823824,,,43.16886470027248,46.79946660762942,45.64768884196185,0.5498042370572208,4.901799114441417,"Jordan Weems",13190,607179
"Jonathan Hernández","- - -",43.1,,33.49142716216216,,,48.735195466666674,,49.12216566666666,,43.2061855570118,54.26094638269988,39.446435923984275,0.5474844823066842,4.898318885976408,"Jonathan Hernandez",17464,642546
"Jesse Chavez","ATL",63.1,,46.91525234875445,42.829422983114455,,44.77625,26.527684383561642,45.927534285714295,,43.25832536842104,37.02122985645932,45.07337581818183,0.5442458755980861,4.893461224880381,"Jesse Chavez",5448,445926
"Reed Garrett","NYM",57.1,45.65024844720496,31.80054188034188,63.20169373913045,34.71719691119691,51.605807157894745,,,,43.28068951731374,59.87623364113327,36.853680598111225,0.5428573767051418,4.891378457502624,"Reed Garrett",16866,657585
"Yuki Matsui","SDP",62.2,59.57514422273783,,,26.64650708171207,43.03132498575499,20,,,43.368056581196576,46.46324282051281,42.76550592592589,0.5374296866096866,4.883236552706552,"Yuki Matsui",33826,673513
"Tommy Henry","ARI",38.1,51.92203185929649,39.54147672,,,28.094954347826086,55.2748443902439,40.551578058252424,,43.43727194050991,35.26769259206799,52.06550042492918,0.5331296600566572,4.876786543909348,"Tommy Henry",26285,674072
"Scott Alexander","OAK",38.2,,45.7824932328767,,,37.72951906249999,,36.9356198630137,,43.438197323943676,39.74307790492958,41.00079640845072,0.5330719366197185,4.8767006161971835,"Scott Alexander",10591,518397
"Clayton Kershaw","LAD",30,47.83960265536723,,,20,44.72758931818181,47.35238012195122,28.582254545454546,,43.443400972222214,36.925621428571425,53.84615829365079,0.5327469047619048,4.876213392857141,"Clayton Kershaw",2036,477132
"Carson Fulmer","LAA",86.2,51.45331208695834,48.65330106017193,,,37.959202166666664,55.13640329268292,43.92172556675063,,43.47712734735415,45.6567084192673,50.51089982360922,0.5306517164179104,4.873070135685211,"Carson Fulmer",18311,608334
"Kyle Gibson","STL",169.2,32.79798010928962,44.869713630136985,44.66906259005146,,47.7189445183888,51.47781539748953,41.451345090909086,,43.54900976483358,46.254750629522434,45.61562562228654,0.5261877460202605,4.866375144717801,"Kyle Gibson",10123,502043
"Jared Shuster","CHW",73.1,46.898620886486384,46.784037000000005,,,47.62126429050514,,46.059036883354985,,43.56103678577174,39.19679254596707,51.306039882667385,0.5254401525046091,4.8652528300553115,"Jared Shuster",27472,694363
"Brent Honeywell","- - -",37.2,37.08547125,36.966478888888886,,,59.21529985915493,,71.68684333333333,,43.59954403361345,34.035395613445374,54.231113865546234,0.523048,4.861665226890757,"Brent Honeywell",16466,641703
"Joey Cantillo","CLE",38.2,41.79967314121037,,,,55.1860695,69.08924546296295,46.81585168367347,,43.892637201125176,50.93448604781997,39.94305558368495,0.5048373699015472,4.834348551336145,"Joey Cantillo",23335,676282
"Justin Verlander","HOU",90.1,47.752179947984395,,,,44.7167386557377,43.24713468208091,54.16788368750001,,43.991281018987344,38.921491208860765,51.297202936708864,0.49870934177215187,4.825156082278481,"Justin Verlander",8700,434378
"Kyle Harrison","SFG",124.1,50.77279585976628,,,,48.4275,49.40678241379311,41.042824658536595,,44.07319964870068,38.257072492781525,48.97966142444659,0.49362129932627535,4.8175245813282,"Kyle Harrison",27758,690986
"Nick Anderson","KCR",35.2,43.524097187500004,50.7093360283688,,,,51.936367701149415,34.639048666666675,,44.22887491289198,29.93794331010453,50.400516707317074,0.48394871080139384,4.803015836236935,"Nick Anderson",18337,623433
"Ben Lively","CLE",151,40.181027407407406,44.700605581061694,,,51.00575240458015,44.38718867298578,52.34642243119266,,44.27750935242838,27.664340630967207,53.98493430469074,0.4809288210875882,4.798485570776256,"Ben Lively",14932,594902
"Quinn Priester","- - -",49.2,49.29068222222222,50.534760408163265,,,42.75722827433629,44.17786847457627,39.70304771428571,,44.33554288532676,38.42234008631319,50.524689013563496,0.47732340320591865,4.793076547472256,"Quinn Priester",25977,682990
"Tanner Rainey","WSN",51,56.551077642642646,,,,20,,20,,44.58520650692226,49.777362140575065,46.67393138445154,0.46181263045793414,4.769811267305646,"Tanner Rainey",17610,663432
"Julian Aguiar","CIN",31.2,,49.10769395104896,,,50.70919073684211,25.480135714285716,40.289397,,44.63301512241055,38.965516214689266,51.44073854990584,0.4588415065913371,4.765354237288134,"Julian Aguiar",30031,687924
"Alex Wood","OAK",39.1,,45.30470510028654,,,40.9174056302521,,49.10854721893491,,44.68005763227513,42.23929900793651,54.14646722222222,0.45592019841269843,4.760972076719577,"Alex Wood",13781,622072
"Carlos Carrasco","CLE",103.2,46.89054395454545,45.80619460714286,,,46.26805140425532,39.0200307017544,49.87822449871465,,44.70697419964559,44.080046822209084,49.09316099232132,0.454247678676905,4.758463284111046,"Carlos Carrasco",6632,471911
"Robbie Ray","SFG",30.2,53.15192762541806,,,,36.89259961538462,,,42.66348705882353,44.80199559859155,50.09442785211268,43.32864132042254,0.44834434859154926,4.749607447183099,"Robbie Ray",11486,592662
"Bobby Miller","LAD",56,50.88450250626566,39.609689020979026,,,46.04084128712872,55.12735645,41.907352952380954,,44.87007360531309,58.66212746679316,40.59694915559772,0.44411460151802656,4.74326444971537,"Bobby Miller",27483,676272
"Adam Oller","MIA",42.1,53.140602082191776,,,,80,46.651224775086504,29.364344800000005,,44.88630700421941,47.389375203938116,44.77875843881856,0.4431058509142054,4.741752573839663,"Adam Oller",20132,670124
"Cristian Javier","HOU",34.2,37.199748392857146,,,,42.71142916666667,,66.75068104575163,40.3351224,44.93853628721541,50.01409350262697,41.857566514886166,0.4398632574430823,4.736888283712784,"Cristian Javier",17606,664299
"Chris Stratton","KCR",58.1,42.80448666666667,62.257713678160904,,,43.88767245192309,48.47384113636363,58.17656363636365,,44.94716623115579,44.07109839195981,46.81673557788944,0.43932432160804014,4.736079085427136,"Chris Stratton",13761,608717
"Derek Law","WSN",90,42.07770803278689,39.400325746268656,45.5592838996139,,45.130153357664256,36.45683479166667,57.2679132352941,,45.024141013858504,40.23818434719183,43.52940566739605,0.4345423121808899,4.728905601750548,"Derek Law",13133,571882
"Max Meyer","MIA",57,49.07252826771653,30.542373750000003,,,50.60720845177664,,37.449892485549135,,45.21053654958677,58.576266787190086,46.00118614669422,0.4229632231404959,4.711537551652893,"Max Meyer",27474,676974
"José Suarez","LAA",52.1,50.697580786802035,44.5189524137931,40.64470818181818,,43.15363963414634,20,47.02043553278688,,45.24294343434344,51.28914870707071,36.54043527272728,0.4209495656565657,4.708515272727272,"Jose Suarez",19911,660761
"Joey Wentz","- - -",67.1,48.62777209821429,,54.101840234375004,,28.30551,48.334264339622635,38.72221247863248,,45.263122579591844,51.388458677551014,40.943089746938774,0.419695918367347,4.70663589387755,"Joey Wentz",19962,666214
"José Ureña","TEX",109,43.293997068854566,50.672729863730844,,,43.49856863106943,,39.72432308510638,,45.32915077881801,47.56112127491123,48.83726141760061,0.4155929319815926,4.700482221466761,"Jose Urena",11589,570632
"Marco Gonzales","PIT",33.2,41.826864662576696,47.6082618,41.04431481481482,,,50.79788269230769,59.285912035398226,,45.42792514403292,36.07295639917695,55.29023489711934,0.409458950617284,4.691280905349794,"Marco Gonzales",15467,594835
"Jordan Montgomery","ARI",117,42.64458553892216,40.07636043697479,,,37.764501035294124,56.021103052276565,54.10408211796247,,45.52271128165374,42.94946166925065,45.83311318863049,0.40356792764857874,4.682443979328165,"Jordan Montgomery",16511,656756
"Sam Long","KCR",42.2,56.26313762962963,,,26.69042116666666,47.58500180555556,40.93715179487178,,,45.75379146306819,47.52144022727273,46.39597099431819,0.3892126988636363,4.660911747159091,"Sam Long",25379,669674
"Roansy Contreras","- - -",68.1,52.34449165841585,41.27682895348837,,,47.196238304597706,47.58110425742574,34.314545752212396,,45.79877699721964,45.99564782205747,49.23272774791474,0.38641735866543103,4.656718962001853,"Roansy Contreras",22810,672710
"Erik Swanson","TOR",39.1,45.880977652439014,,,55.68717872549017,42.97188642857143,,,,45.79979983282675,45.88732702127662,46.21537457446807,0.38635422492401217,4.656623875379941,"Erik Swanson",16587,657024
"Ryan Fernandez","STL",66.2,42.494296842105264,40.79567266666666,41.163689098360656,,48.69585420593369,,,,45.8080032523051,50.025561542330266,50.049879731768655,0.3858444761106452,4.655859195305951,"Ryan Fernandez",24862,681676
"Nick Sandlin","CLE",57.2,48.40186780405404,36.937033913043486,,46.710924473684194,50.33699730659027,,,,46.0949941932271,57.47315170318725,40.1682655876494,0.3680151693227093,4.629113994023905,"Nick Sandlin",20517,680704
"Rhett Lowder","CIN",30.2,28.521985073529414,52.95088914728682,,,50.87395948529412,,58.59598453608248,,46.159472168674704,43.764885883534134,53.53758514056224,0.3640090361445783,4.623106867469879,"Rhett Lowder",33876,695076
"DJ Herz","WSN",88.2,50.947128720930245,,,,44.72887623239438,,50.57308557840617,48.34645043478261,46.21332724637681,52.42539389413989,45.313516477630756,0.36066308758664145,4.618087013232516,"DJ Herz",26389,687792
"Andre Pallante","STL",121.1,51.31151850806453,37.3073230978261,,,50.23752513513514,,,43.89902045081968,46.29894028268552,46.726065254921764,43.1492821706209,0.35534433619384154,4.61011035335689,"Andre Pallante",26108,669467
"Will Smith","KCR",41.1,44.29998323076923,,,,49.837760431893685,55.85374734177216,46.049919072164954,,46.306510430906386,41.978211738484404,54.0369943833581,0.35487353640416064,4.609403031203566,"Will Smith",8048,519293
"Landon Knack","LAD",69,57.18673875939849,,,,51.84398060606061,35.015266612903226,34.341362395209586,,46.360867267188866,44.384452489120974,48.74301704090514,0.3514968668407311,4.604336744995648,"Landon Knack",27487,689017
"Aaron Civale","- - -",161,37.55600176691729,25.294055747303542,49.87340123130034,40.987558148148146,64.12028726651482,59.06457909952607,,,46.42409281481482,39.23773991481482,49.23017494074073,0.3475683111111111,4.598445344444444,"Aaron Civale",19479,650644
"Declan Cronin","MIA",70.1,43.483827468354434,45.94505190582959,,,43.92453994755246,,20,,46.47820810391979,45.851722151321795,45.6607661075661,0.3442078304466728,4.5934043938012765,"Declan Cronin",25645,686539
"Jake Bird","COL",40,,34.969136217105266,47.691514081632654,,56.52532182266009,54.673594049586775,,,46.505954532163734,42.41246840643274,45.568687836257325,0.3424826608187134,4.590816125730994,"Jake Bird",21267,656234
"Ryan Burr","TOR",32.2,42.09813562851153,,,,49.53513597461122,,,,46.692861270248365,49.92073237725376,47.174870000000006,0.33087080847615574,4.5733992426157775,"Ryan Burr",17536,621114
"Jon Gray","TEX",102.2,47.034456750000004,,,,47.74612687763714,44.094953243243246,52.14945304347826,,46.76923496014715,37.024071943592894,59.789579809932555,0.3261267811158798,4.56628299202943,"Jon Gray",14916,592351
"Austin Adams","OAK",41.1,46.57322468750001,,,,46.2356352861953,,,,46.77842585093169,64.80027531677021,38.837039975155285,0.32555575155279504,4.565426322981368,"Austin Adams",13801,613534
"Steven Wilson","CHW",34.2,42.61902318548388,,20,,55.057139780564256,,30.848053599999993,,46.813556372391645,59.584431669341896,37.730586629213484,0.3233732584269663,4.5621527287319426,"Steven Wilson",20353,621051
"Héctor Neris","- - -",59.1,45.15898331905782,42.463758383838396,,56.76279105651107,36.69621657142857,,,,46.82982930761623,47.311646597428286,45.02452134520278,0.32236239366963404,4.560636211671612,"Hector Neris",11804,593576
"Joe Kelly","LAD",32,51.6296605925926,44.439781503267966,,,66.41021026315788,,34.18792315789474,37.6263776344086,46.93699475836431,62.48122466542751,39.30800656133829,0.31570401486988847,4.5506485130111525,"Joe Kelly",9761,523260
"Scott Barlow","CLE",55,50.379970813397115,51.90980536764706,,,44.85719197396966,47.3303729767442,,,46.93794893450635,56.25461705767349,38.04664782013684,0.3156449169110458,4.550559931573803,"Scott Barlow",14993,605130
"Ronel Blanco","HOU",167.1,46.468655431279615,,,,44.389153963855435,49.78095821705426,58.59443593750001,,46.95627681438431,45.73741633490738,46.98415864148201,0.3145064802034144,4.5488522811478385,"Ronel Blanco",19407,669854
"Brady Singer","KCR",179.2,36.9012836119403,48.707840603588906,,,45.24182567407408,,28.360941428571433,,46.985510101044135,46.20480837655778,48.895271889525105,0.3126897743347929,4.54612714045133,"Brady Singer",25377,663903
"Jake Woodford","- - -",35,24.231530763888887,49.078862991008364,39.74350577507062,,47.527702079943175,,32.979957870967745,,46.9925827807519,40.618279702436766,54.44882656100978,0.312248921906663,4.545466137676557,"Jake Woodford",18674,663765
"Osvaldo Bido","OAK",63.1,41.75665819711538,41.6440759047619,59.9794157615894,,55.361961300448435,,50.96455037267081,,47.00775150568182,54.0700624715909,46.26063944128788,0.3113091003787879,4.54405615530303,"Osvaldo Bido",23150,674370
"Alex Faedo","DET",57.1,38.27556528248588,37.67522398898899,,,56.148614035087725,,53.15159135000001,,47.030538152929495,49.34342338629592,49.76193649453823,0.3098922840119166,4.541931479642503,"Alex Faedo",19874,656412
"David Peterson","NYM",121,46.68717235887097,53.58248122413793,,,39.91238884057971,50.908444895104886,46.890589609120525,,47.091844112000004,50.67514331733334,46.47747658666666,0.30608423466666673,4.536219461333333,"David Peterson",20302,656849
"Adrian Houser","NYM",69.1,46.85348856671982,47.180111973962674,,,48.27493224305385,50.05812983479106,44.501285313697316,,47.23539545585934,39.82297849452493,52.13635457372644,0.2971656473168741,4.5228414576957086,"Adrian Houser",12718,605288
"Jordan Hicks","SFG",109.2,20,49.09828061507937,,51.25919050938338,45.33114993630573,,,,47.23898262244899,51.1075975255102,41.9835393877551,0.2969424132653062,4.522505612244897,"Jordan Hicks",19618,663855
"Jordan Leasure","CHW",31.1,51.0516903880597,,,,43.651374223602474,43.74439828124999,,,47.24660157142857,53.93491662500001,41.12235221428572,0.29646957142857144,4.521796571428572,"Jordan Leasure",29950,673929
"Yariel Rodríguez","TOR",86.2,45.06141532231405,45.126188064516114,,40.540233496503504,59.64374551886792,44.39511464516129,,,47.27029096166779,52.96680081371891,44.656867431069266,0.2949983322125084,4.519589630127774,"Yariel Rodriguez",33838,684320
"Jeffrey Springs","TBR",33,40.70131552301255,20,20,,48.46711977443609,,62.517016759776546,,47.27059748672567,43.97968530973452,45.7840638938053,0.2949778584070797,4.519559646017699,"Jeffrey Springs",17677,605488
"Mike Baumann","- - -",58.1,53.01622734411086,46.17035,,,38.240478779527564,,48.624219000000004,53.48055579831932,47.32483661668228,58.894207600749766,45.67195786316776,0.29160952202436735,4.51450656044986,"Mike Baumann",20206,657508
"José Leclerc","TEX",66.2,47.0290438235294,39.48393646341463,51.38401096590907,,52.32440471052631,,38.351459243697484,,47.32720623387792,53.9705911177988,45.39093216680999,0.2914622269991402,4.514285176268271,"Jose Leclerc",14524,600917
"Zebby Matthews","MIN",37.2,50.75979964169381,,53.975299655172414,,46.59384655913978,55.715242352941175,27.028684912280703,,47.333929553695945,47.29541196652719,52.231453263598326,0.2910440725244073,4.513658940027894,"Zebby Matthews",31827,805673
"Daniel Lynch IV","KCR",43.1,45.07510111111111,62.02336984126985,77.14931666666666,,42.89751011764705,20,55.02503303703704,49.298812162162164,47.3652757052298,45.1531989540412,50.79650359746434,0.28909510301109353,4.51073438985737,"Daniel Lynch IV",21537,663738
"Zac Gallen","ARI",148,47.23938326143227,20,23.743171428571426,,42.043151192660545,,57.26210213675215,57.04233182997119,47.37012589948146,46.27623735141603,50.64157675309135,0.2887955803749502,4.510285907459115,"Zac Gallen",19291,668678
"Mitchell Parker","WSN",151,53.82587489726027,,,43.32076729257642,53.415026440677956,46.8048996309963,,,47.371370199667226,44.2551885690516,45.57640336106489,0.2887179284525791,4.510170016638935,"Mitchell Parker",27636,680730
"Dean Kremer","BAL",129.2,50.01567935251799,47.49294335365854,54.02289462000001,42.91400240000001,,46.28116040322581,,,47.375365992630115,42.92965015200369,52.05461321050206,0.28847034546292033,4.509797789037309,"Dean Kremer",19350,665152
"Justin Anderson","CHW",53.1,46.843020032467514,31.788213455882353,60.83715188405797,,48.913635511627895,,,,47.42514896296298,59.699833894179896,44.33363250793653,0.2853774074074074,4.505158656084657,"Justin Anderson",16201,605121
"Emerson Hancock","SEA",60.2,49.808662356495475,49.679878476821195,,,35.23184886227545,,52.18291158878505,,47.62249230541871,39.21346258128079,55.18718445320197,0.2731172610837438,4.4867696256157625,"Emerson Hancock",27470,676106
"Albert Suárez","BAL",133.2,49.337012435093996,,44.30113784403669,,,39.525950540540535,62.07032005194803,,47.63708856568366,47.79057794012512,50.18925332439677,0.27220948614834667,4.485406246648795,"Albert Suarez",6175,544150
"Ben Brown","CHC",55.1,52.288664135338344,,,,,,49.92154376623376,48.36688554455446,47.662947762073024,46.91941726737337,48.90932413427562,0.27060429917550055,4.4829998822143695,"Ben Brown",23590,676962
"Alec Marsh","KCR",129,45.95864550688363,48.79944565217391,,,51.47542774390243,50.86321329577464,52.15825555555556,,47.6984090892279,43.12168609338882,47.19984928340269,0.26840069348127593,4.479693231622745,"Alec Marsh",27451,679525
"Dillon Tate","- - -",36.2,20,48.91262849529781,,,42.59812751269036,,46.282255000000006,,47.73857634517767,49.84966240270728,44.058168460236885,0.26590544839255503,4.475950761421318,"Dillon Tate",17796,622253
"Brad Keller","- - -",41.1,47.580500892857145,32.611026377142856,,,54.36488031446541,38.71398818181819,44.60908824742268,,47.83631056451613,41.76963212365592,47.436716505376346,0.2598327688172043,4.46684251344086,"Brad Keller",15734,641745
"Tobias Myers","MIL",138,58.060506612529004,52.74416555555556,42.5355628340081,,46.48750605321506,52.45987795454546,30.844080612244902,,47.8445008453321,41.05731613098005,52.24488189967488,0.2593241987923827,4.466079024616814,"Tobias Myers",22191,668964
"Tyler Phillips","PHI",36.2,48.06498111111111,47.358017777777775,,,45.02662059171598,49.61839530120483,56.09424078947368,,47.859484463667826,44.8301255017301,47.56341079584775,0.2583922491349481,4.464681453287198,"Tyler Phillips",20629,663969
"Ross Stripling","OAK",85.1,40.56246484184915,51.65830227979275,48.01991773148148,,45.26669335164835,,63.182762050209206,57.01164726495726,47.872280735835176,28.531934643119936,61.025401133186165,0.257598557763061,4.463489646799117,"Ross Stripling",13273,548389
"Drew Smyly","CHC",58.2,,43.19220952868853,48.05135545454545,,80,,,55.02494406882591,47.88937599803343,45.0899797640118,54.516597817109144,0.25653676499508365,4.4618976302851525,"Drew Smyly",11760,592767
"DL Hall","MIL",43,54.42217672316384,,,,45.89133241071428,51.897948461538455,45.4298668125,,47.90425632183908,52.45769054916986,52.19788301404853,0.25561222222222224,4.46051098339719,"DL Hall",22207,669084
"Bailey Falter","PIT",142.1,53.90831748258707,50.562549180887366,,47.37751818181818,34.68867272123894,47.322753462783176,,,47.91667672131146,35.626407155255535,55.71877637897783,0.2548416682738669,4.4593546142719385,"Bailey Falter",20070,663559
"Sean Manaea","NYM",181.2,49.1934865269461,53.08172843364196,29.04710180094786,,40.34449840163934,,45.364141205882355,,48.01032033950617,46.21001565500686,51.22176314471879,0.2490232887517147,4.450627194787381,"Sean Manaea",15873,640455
"Enyel De Los Santos","- - -",64,50.74261996409336,,,,48.83103345041322,,34.7928424137931,,48.09026865961199,41.09191764550265,59.44465965608466,0.2440559171075838,4.443176137566137,"Enyel De Los Santos",18403,660853
"Ryan Feltner","COL",162.1,51.38275900105152,41.46932125000001,,,51.589587247706426,46.8792475,49.57241691292876,,48.16473370542637,42.86002527906977,51.34225001550387,0.2394288294573644,4.4362353255813955,"Ryan Feltner",21446,663372
"Chase Anderson","- - -",58.1,28.407791854304637,39.55061033613445,50.186140523255816,,43.46738649350649,48.74529390243903,61.182498511326855,,48.17382572691552,47.54366389980354,45.465527436149316,0.23886453831041263,4.4353889194499025,"Chase Anderson",6895,502624
"Andrew Abbott","CIN",138,46.95405706965571,,,,62.26562600461893,57.02142133333334,45.192814330708664,,48.210486116588086,49.55058783111873,49.66117037291042,0.23658777968281183,4.431974693527646,"Andrew Abbott",29911,671096
"Brendon Little","TOR",45.2,,48.128246901763234,50.15719064102565,,,,,47.54462610859728,48.32242972740318,56.89958111908178,40.53674905308464,0.2296314347202296,4.421539756097562,"Brendon Little",21574,663893
"Kirby Yates","TEX",61.2,52.25210873333334,,,49.51239569190601,46.66651166666666,,,,48.34459283838382,46.82695946464645,55.19457357575757,0.22825543434343434,4.4194752525252525,"Kirby Yates",9073,489446
"Cade Povich","BAL",79.2,50.675110618374575,42.70917588785046,54.0312375,,54.65070333333333,49.32211305147058,46.536613841059605,,48.37726200143988,43.884515406767456,51.83947522678186,0.2262241396688265,4.416429330453563,"Cade Povich",30055,700249
"Paul Blackburn","- - -",75.1,34.61263775423729,43.56259406060605,64.0092195131086,,51.39595079207921,49.563154471544706,53.05874420091323,,48.52342621287129,39.127197070957095,55.090683539603965,0.21714553630363034,4.402810041254126,"Paul Blackburn",14739,621112
"Shelby Miller","DET",55.2,53.819604446601936,,20,49.70112512500002,37.37226260115608,,,,48.62043889800703,46.33765487690504,52.416965463071534,0.2111176201641267,4.393768686987103,"Shelby Miller",10197,571946
"Graham Ashcraft","CIN",77.1,,27.94344086580087,50.8431897045101,,54.36374941588785,,20,,48.63816105067064,52.303421058122204,42.270731557377054,0.21001759314456034,4.392117690014904,"Graham Ashcraft",27552,668933
"Tanner Gordon","COL",34.1,50.570023682432435,66.47226,,,46.234600925925925,41.230889999999995,58.34779956896552,,48.697147462932456,31.74423217462932,63.391440461285015,0.2063518945634267,4.386621169686985,"Tanner Gordon",27669,685299
"Merrill Kelly","ARI",73.2,47.388291026785716,34.97716467065868,52.25205891986062,,43.62874664179104,50.45050863636364,58.930522384937234,,48.697544479440076,39.30932316710411,55.82523253718285,0.2063278652668417,4.386582659667542,"Merrill Kelly",11156,518876
"Davis Martin","CHW",50,43.11905877952756,,48.97784897435896,,54.30936000000001,33.93875294117647,59.46113137142857,,48.710877556053816,52.8833467264574,51.30586001121077,0.2055005269058296,4.385342623318386,"Davis Martin",21448,663436
"Jhony Brito","SDP",43.2,41.97189604790419,59.01595929487177,,,28.012220270270277,,57.41370550925925,56.261752142857155,48.74273674603174,48.06827592063492,54.58410207936508,0.20352038095238095,4.382372666666667,"Jhony Brito",25386,666745
"Mason Black","SFG",36.1,42.582366619718314,49.82797264550265,,,52.144734756097556,,30.50455866666667,,48.76281419306184,43.79662754147813,54.210022156862756,0.2022719607843137,4.380500693815988,"Mason Black",30171,696131
"Matthew Boyd","CLE",39.2,46.873752812499994,42.13187044117647,,,38.070760689655174,62.257810377358496,62.008958914285714,,48.79261251121076,40.009436711509714,55.768113707025414,0.20042040358744395,4.377722989536623,"Matthew Boyd",15440,571510
"Xzavion Curry","- - -",42.2,47.461891075949374,,,20,56.64272090909091,45.44028966292136,23.179271111111113,,48.800552989045386,29.97881553990611,48.735248466353674,0.19992815336463218,4.37698489827856,"Xzavion Curry",25595,675540
"Freddy Peralta","MIL",173.2,53.8629757142857,,,,48.28085611445783,57.7184589719626,42.19270923507463,,48.81907717915309,53.56402664169382,47.276795055374585,0.19877712052117263,4.3752581628664515,"Freddy Peralta",18679,642547
"J.T. Ginn","OAK",34,20,49.402179809885936,,,49.455174528301875,,47.21508093333333,,48.821403139534894,43.94839079457365,51.411316085271324,0.19863182170542637,4.375041085271318,"J.T. Ginn",27889,669372
"Colin Rea","MIL",167.2,44.91027976516634,51.9327959151515,42.78213621359224,40.422334224137934,51.902199824175824,56.1563675,,,48.85292947586727,39.715741998491694,58.35356773755655,0.19667453619909503,4.372104340120664,"Colin Rea",12317,607067
"Eduardo Rodriguez","ARI",50,52.22813183727034,37.430723333333326,44.11077197604791,,45.43115842105263,,54.55576882051281,,48.89761937931034,39.56807491954023,58.83607241379311,0.193897540229885,4.367940781609195,"Eduardo Rodriguez",13164,593958
"Yonny Chirinos","MIA",30,22.698557176470587,50.56689921568626,,48.640480789473685,58.36159746268657,,,,48.91374145348838,42.78286410852713,53.05183153100776,0.19289463178294577,4.366433682170543,"Yonny Chirinos",16401,630023
"Tim Mayza","- - -",42.2,36.58768666666666,48.815152505287756,,,37.26814377290076,,,,48.91483418533896,48.10562516548547,50.394402367325256,0.19282832193905547,4.366334951619062,"Tim Mayza",15042,641835
"Rafael Montero","HOU",38.1,47.91090722044728,59.292871125,,,31.280464600000006,,50.93704358974359,,48.92402269399708,48.431858638360175,45.32298714494876,0.19225739385065896,4.36547877013177,"Rafael Montero",12760,606160
"Daniel Hudson","LAD",63,55.86067301619433,44.05866,,,40.88031459057073,,38.74745513513514,,48.93812305894309,51.40045095528457,52.258595619918715,0.19138115853658536,4.364164339430894,"Daniel Hudson",7146,543339
