Name,Team,PA,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"Jesús Sánchez","MIA",537,9.182049339528204,,5.261002313523066,2.7355259022814162,,4.462164410090042,1.1181473939315132,-5.2194925362723215,-5.334074690535262,,3.1540817731277535,,-3.360186767578125,"Jesus Sanchez",19913,660821
"David Hamilton","BOS",317,9.12329847547743,,6.031790311219262,2.2968617565227003,,4.50488842923217,0.685580500849971,-5.354878923534292,-5.407879638671875,8.015991846720377,2.8300388220584756,,-3.3910935719807944,"David Hamilton",27531,666152
"Brandon Marsh","PHI",476,9.103092954384724,,4.597497888513513,1.7164422059670472,-0.9695982336997986,4.437630692379182,1.0152313697156568,-5.026138237847222,-5.006805073131215,,3.5818186649659864,-3.117152214050293,-3.4727120399475098,"Brandon Marsh",20202,669016
"Nick Gordon","MIA",275,9.382389415394176,,5.077391549442591,2.154996337890625,,4.554468954763105,1.0089301861152447,-5.823487532766242,-4.538334239612926,,3.190139934580813,,-3.4945103571965146,"Nick Gordon",16337,624503
"Steven Kwan","CLE",540,9.150042900305069,,4.717161955656828,1.8192741052428287,,4.356547095070423,0.7939694053248355,-4.657606645063921,-6.092499366173377,,2.9880960755429027,0.16465996205806732,-3.5345374516078403,"Steven Kwan",24610,680757
"Mike Ford","CIN",62,8.91977267795139,,4.003829138619559,4.642993450164795,,3.5452752685546876,0.6383867083855395,-6.892671585083008,-6.193016052246094,,2.9901145652488426,,-3.6469252904256186,"Mike Ford",15585,645801
"Jake Fraley","CIN",382,8.797748733244509,,5.215114339192708,1.8138433837890624,,3.8926339582963423,0.5731775384200247,-6.004570456112132,-6.18032893428096,,3.8426733861995648,,-3.6983509063720703,"Jake Fraley",19260,641584
"Curtis Mead","TBR",132,9.79099640132874,,4.719931753058183,,,4.295386337652439,0.9759156164461679,-5.248030185699463,-5.394049962361653,,3.506892522176107,,-3.778472423553467,"Curtis Mead",23986,678554
"Freddie Freeman","LAD",638,8.820726147587436,,4.80536860913302,2.1251467934137658,3.909224510192871,4.857326092750533,1.309152771229945,-4.93421523376081,-4.6650563115658965,,2.946288553873698,,-3.7905422846476235,"Freddie Freeman",5361,518692
"Logan O'Hoppe","LAA",522,9.237908495552219,,4.80650045103946,1.6869773864746094,,4.851874846100466,0.9449152954736243,-5.225374661959135,-5.451133728027344,,3.9399925438133447,,-3.814548969268799,"Logan O'Hoppe",24729,681351
"Jonathan India","CIN",637,9.108078792493982,,4.03031936799637,2.3903067694769966,-2.187317371368408,4.9331251170537245,1.250499212919776,-4.896820459610376,-3.403712495844415,,3.7181865207398137,,-3.8416112263997397,"Jonathan India",21523,663697
"Angel Martínez","CLE",169,8.806795520942751,,4.3604022610572075,2.998958090077276,,4.861623128255208,0.8902782317130796,-4.951030037619851,-6.595914459228515,,2.5923370049924266,,-3.8902037484305247,"Angel Martinez",26540,682657
"Shohei Ohtani","LAD",731,8.658194808774331,,4.7626518792427435,2.3913650512695312,,4.405502354575635,1.1849234375,-4.954981085959445,-4.875687735421317,,3.049628169952877,,-3.909526824951172,"Shohei Ohtani",19755,660271
"Kyle McCann","OAK",157,9.383618861607143,,4.184440457091039,-0.6333895163102583,,4.740919086295114,0.7878772190638951,-4.81828874860491,-6.739369201660156,6.7275919914245605,4.276751708984375,,-3.9144060611724854,"Kyle McCann",25575,668832
"Daniel Schneemann","CLE",221,8.75391030549211,,3.924299910261824,2.1477651885061553,,3.4855160667782736,0.7043305789723115,-5.729464362649357,-5.575444148137019,,2.2641545652433206,,-3.9536819458007812,"Daniel Schneemann",25180,682177
"Christian Vázquez","MIN",315,9.420797084081267,,4.384005140984195,2.4017953139085035,,4.602057796785201,0.7859764099121094,-4.6063986385569855,-4.641810330477628,,4.1845247292820416,,-3.999856472015381,"Christian Vazquez",9774,543877
"Spencer Steer","CIN",656,8.9517303962442,,4.0065980568910255,2.819627126057943,,5.045588773839614,1.1517441874802714,-5.1358498965992645,-3.755415136163885,,3.7783685728561047,,-4.105354309082031,"Spencer Steer",26323,668715
"Jake McCarthy","ARI",495,9.191607912730667,,4.575991716056034,2.4205787854316907,2.241084575653076,4.122899985412344,1.1381683349609375,-4.771734722590042,-4.674312591552734,10.266443252563477,3.4945726089825913,-2.109349822998047,-4.178967562588778,"Jake McCarthy",21622,664983
"Pavin Smith","ARI",158,9.159107840401786,,5.49619566719487,2.092643928527832,,4.265053196957237,0.9749589309193729,-5.086662136778539,-4.769968350728353,5.776490211486816,2.962707035125248,-2.35516357421875,-4.1993052164713545,"Pavin Smith",19892,656976
"Blaze Alexander","ARI",185,9.413206038936492,,4.619473775227864,3.7450320720672607,,4.137477397918701,0.7044034864081711,-4.8553119659423825,-2.6211602687835693,,3.500431384070445,,-4.212836901346843,"Blaze Alexander",23789,677942
"Tucker Barnhart","ARI",96,9.075071498325892,,4.639620590209961,2.610161304473877,,5.5487926394440406,1.4205639527575804,-5.412739146839488,-6.5929365158081055,,3.8433589228877314,,-4.249090512593587,"Tucker Barnhart",10200,571466
"Austin Riley","ATL",469,9.11222573464482,,4.383805240493223,1.7028778076171875,1.2723026275634766,4.389352260491787,1.0451318161116951,-4.380739506986952,-5.152978750375601,,3.2339304696142146,,-4.38465150197347,"Austin Riley",18360,663586
"Carlos Santana","MIN",594,9.163772750686814,,4.9869970703125,2.0117311277589596,,3.758746716403222,1.0148149148011818,-5.8115182976973685,-5.134839116310586,,3.493813503994031,,-4.462123552958171,"Carlos Santana",2396,467793
"Mark Vientos","NYM",454,9.015611328125,,4.477935150786713,3.3867119380405972,,4.369052352656759,1.4671146937779018,-4.0647568590059056,-5.3765737360174,7.727215766906738,3.1276411576704546,,-4.4652870178222654,"Mark Vientos",22184,668901
"Daulton Varsho","TOR",513,9.407719678217822,,5.03350337859123,1.4294257886482007,,4.6529818227091635,0.8541472660135527,-5.141419587311922,-6.933683667864118,,2.783607177734375,,-4.49888916015625,"Daulton Varsho",19918,662139
"Elias Díaz","- - -",351,8.180689016977945,,4.207297063135838,1.6691355228424072,,4.43629821272921,0.6012915512184044,-5.034137301974827,-5.687684572660006,,2.690102310741649,,-4.523411115010579,"Elias Diaz",11680,553869
"David Dahl","PHI",62,9.147410231370193,,4.924164363316128,-0.18991678953170776,,5.09586763381958,0.5839776052555568,-6.22894911332564,-7.079447428385417,,4.023713485054348,,-4.577104949951172,"David Dahl",13744,621311
"Danny Jansen","- - -",324,9.569662871184173,,5.484399776647587,1.57377197265625,,4.6594508197678035,0.8512309479786351,-4.777072790897254,-6.0913714454287575,,3.6075975649824765,,-4.5835113525390625,"Danny Jansen",16535,643376
"Vidal Bruján","MIA",278,9.402893222506394,,5.28211768897804,2.8915884835379466,,4.430631952700407,1.636099770431119,-5.114496100438784,-5.348575592041016,,3.2713542026756084,,-4.654872576395671,"Vidal Brujan",20536,660644
"Trey Lipscomb","WSN",211,9.332067979120575,,5.645249991581358,3.448628645676833,,4.460559248113308,1.2409557397814766,-4.5704474015669385,-5.164597193400065,,2.5891023763020833,,-4.68855619430542,"Trey Lipscomb",31567,702358
"Jo Adell","LAA",451,8.977073293422098,,4.779575384936287,1.9141727794300427,,4.7113181167507765,1.0687614889705883,-4.805255758351293,-5.070071827281605,,3.62264013671875,,-4.737640857696533,"Jo Adell",20220,666176
"Rafael Devers","BOS",601,9.147423002219757,,5.542148104580966,1.8261822359061535,,4.2099775066005884,1.0428475557902213,-4.701530412946428,-4.446890767415365,,3.3088382187710015,,-4.7538636525472,"Rafael Devers",17350,646240
"Matt Wallner","MIN",261,9.086200030438311,,4.650081456264603,2.6108251953125,,5.223179506451896,0.6147167914736588,-5.647684404926915,-4.6028439203898115,,2.968363807314918,,-4.939602533976237,"Matt Wallner",26466,670242
"Rafael Marchán","PHI",56,9.373009314903847,,4.390836715698242,2.1405948638916015,,5.552975581242488,1.3342357048621545,-6.911634965376421,,,3.423132619550151,,-5.192559560139974,"Rafael Marchan",21646,665561
"Willie Calhoun","LAA",254,9.437052154541016,,4.693726870888158,2.153252329145159,,4.98719628177472,0.9889899889628092,-6.468809964364035,-5.472846508026123,,3.6640870761027378,,-5.230338096618652,"Willie Calhoun",17838,641432
"Nolan Schanuel","LAA",607,9.265214568984467,,4.943583845527251,1.4375364086295985,,4.2900201706659224,1.147436814081101,-5.230258080267137,-6.127765821373981,,3.3282838384789155,,-5.356417519705636,"Nolan Schanuel",33189,694384
"Jonah Bride","MIA",272,9.285754194415984,,4.964797375248928,3.9953502308238638,,4.964934416331691,0.9628146167998011,-4.6935696383135035,-3.4579056633843317,,4.042067624209972,,-5.422282695770264,"Jonah Bride",24703,681146
"Kyren Paris","LAA",59,9.367966555477528,,3.6668341954549155,8.015100479125977,,5.045561981201172,0.8076162338256836,-6.367068083389945,,,2.9264494952033546,,-5.615970611572266,"Kyren Paris",26420,677347
"Edouard Julien","MIN",301,9.16476299067609,,4.739960868403597,1.5467858692956349,,4.729623221017264,1.0390618317318658,-5.31312770469516,-6.02354253724564,,3.0038330078125,,-5.78836727142334,"Edouard Julien",27534,666397
"Matt Carpenter","STL",157,9.149807782240316,,4.657221625832951,1.9193787044949002,-0.43603914976119995,4.877100472498422,0.8751809256417411,-5.516997102019075,-3.8157049325796275,5.26438045501709,1.8302766900313527,,-5.953538417816162,"Matt Carpenter",8090,572761
"Luis Rengifo","LAA",304,9.45169193328373,,4.9589988579184325,1.8899605645073785,,5.183797375909213,1.2576108186141304,-5.398690001605308,-4.972175598144531,,3.3750695949647485,,-7.077966690063477,"Luis Rengifo",19858,650859
"David Peralta","SDP",260,9.019015225497158,,4.878998797872792,2.133033546241554,,3.6204741016918462,0.8675121827559038,-5.713373428735977,-6.675684452056885,9.681901931762695,3.4995738438197543,,,"David Peralta",2136,444482
"Tommy Pham","- - -",478,9.338318186249461,,4.886980443567663,2.104862545811853,,5.339755859375,1.2069031224106297,-4.66588693857193,-3.7822576002641157,,3.376383858437864,,,"Tommy Pham",2967,502054
"Anthony Rizzo","NYY",375,9.568604625355114,,4.923215593610491,1.6747822688176082,,4.275372933650362,0.6609150047684992,-5.535902566056911,-5.504443449132583,8.290877342224121,3.220771062941778,,,"Anthony Rizzo",3473,519203
"Giancarlo Stanton","NYY",459,9.582098513233419,,4.478113072519084,2.5969487970525567,,4.583037458147321,0.8212393111541492,-5.4904086026278405,-5.012156677246094,7.932268778483073,3.668885982236383,,,"Giancarlo Stanton",4949,519317
"Robbie Grossman","- - -",245,8.987427117901918,,4.376259635476505,0.4022816002368927,,4.199505805969238,1.1929561614990234,-5.49475357558701,-4.498211198382908,,3.266117752239268,,,"Robbie Grossman",5254,543257
"Aaron Hicks","LAA",63,9.722617409446023,,5.448673472684972,1.8971182505289714,,3.703070207075639,1.5229925730871776,-5.41839111328125,-3.652316093444824,,2.5512411239299366,,,"Aaron Hicks",5297,543305
"Brandon Crawford","STL",80,9.386141020676185,,4.540131530761719,1.282689094543457,,5.159742736816407,1.157911828223695,-5.192028045654297,-5.462777031792535,,2.287165778023856,,,"Brandon Crawford",5343,543063
"Jose Altuve","HOU",682,9.828901984204368,,5.152811686197917,2.0991439819335938,,4.989295045275054,1.407719814039597,-4.873783299180328,-6.35452617298473,,4.146596509356831,,,"Jose Altuve",5417,514888
"Kyle Higashioka","SDP",263,8.92625620479667,,4.455726550874256,2.8870828416612415,2.0155715942382812,4.049231013026806,0.9828370038200828,-4.9277437097886025,-3.8844542503356934,,3.03179931640625,-5.640730381011963,,"Kyle Higashioka",5517,543309
"Avisaíl García","MIA",51,9.490984516759072,,5.875633784702846,4.93095703125,,3.5696936214671418,1.1367921414582625,-7.375742398775541,-3.2061281204223633,,4.06650895338792,,,"Avisail Garcia",5760,541645
"Wilmer Flores","SFG",242,8.896280631744604,,4.290847406154725,1.4928022685803866,,5.51834442284689,1.5777760190826855,-3.5024465833391463,-4.62613261829723,,3.099842927893814,,,"Wilmer Flores",5827,527038
"Martín Maldonado","CHW",147,8.788528878348215,,5.405345988723467,2.9197690963745115,,4.513581530882581,1.0867775425766453,-5.147979736328125,-2.4058542251586914,,3.9193447657993863,,,"Martin Maldonado",6887,455117
"Salvador Perez","KCR",652,9.01931022079389,,4.659696020261205,2.5764257410070397,,5.009966947115385,0.8959072546169631,-5.052649456521739,-5.420864868164062,,3.7698480515252974,,,"Salvador Perez",7304,521692
"Miguel Rojas","LAD",337,9.101672602634803,,4.56766752355239,3.7696605682373048,2.542332967122396,4.871766424380274,1.23465233686202,-4.131731187975085,-4.85491943359375,8.964790344238281,3.613848939233897,,,"Miguel Rojas",7802,500743
"Donovan Solano","SDP",309,9.120200349756692,,4.700300004747179,2.329662799835205,,4.430751875926384,0.926846923828125,-5.4717360870747624,-3.6639295305524553,6.847212791442871,3.7500127156575522,-2.2007710933685303,,"Donovan Solano",8623,456781
"Yan Gomes","CHC",96,9.512741191275168,,3.984471638997396,1.0689102172851563,,4.627086486816406,0.8604675125289749,-5.265020962419181,-7.475935459136963,6.810536861419678,4.486516512357271,,,"Yan Gomes",9627,543228
"Andrew McCutchen","PIT",515,8.813843788997504,,4.5216987706437894,2.024643125988188,,4.695818404989384,0.7576690996196908,-5.081881615423387,-4.80394766671317,,2.8903351766200154,,,"Andrew McCutchen",9847,457705
"DJ LeMahieu","NYY",228,9.498752579599056,,5.158794403076172,2.1680376529693604,,3.8809016834605825,1.1276162429894816,-4.920889800449587,-4.808509190877278,7.009390830993652,3.2945327758789062,,,"DJ LeMahieu",9874,518934
"Christian Bethancourt","- - -",147,9.246822983471315,,4.946610500938014,2.2782657563686373,,3.4810147285461426,1.2042131815871147,-5.175615535062902,-4.986950267444957,,3.3724018977238583,,,"Christian Bethancourt",10028,542194
"Mike Trout","LAA",126,9.84510233654954,,6.276643346567623,2.5076012081570096,,3.522927463644802,1.1234776365990733,-6.9190216064453125,,,3.14327919699929,,,"Mike Trout",10155,545361
"Jose Iglesias","NYM",291,9.30090402186602,,4.244753837585449,2.802342048058143,,4.8657647921954315,1.1181876642240896,-4.236861537879621,-5.080810928344727,9.631296157836914,3.306511039164529,,,"Jose Iglesias",10231,578428
"Jon Singleton","HOU",405,9.606954533686647,,5.062507180606618,2.2638604579827724,,4.55848072193287,0.6279697734348023,-5.1564504640911695,-5.600728888260691,,3.128348610617898,-3.2852967580159507,,"Jon Singleton",10441,572138
"Gio Urshela","- - -",461,9.148957635364393,,5.204397455851237,1.366252113791073,,4.630265802861898,1.5789393251387505,-5.264000641672235,-4.585236503964379,7.28701909383138,3.529904713350184,0.4328337460756302,,"Gio Urshela",10681,570482
"Jurickson Profar","SDP",668,8.971251406912076,,5.076814582548946,2.1794633131760817,3.1344226201375327,3.971148250078914,0.9650059389264396,-5.641732161742631,-5.3378239001257946,,3.3520404492799765,-3.79225754737854,,"Jurickson Profar",10815,595777
"Whit Merrifield","- - -",335,9.130870546613421,,4.836085728236607,3.039628791809082,,4.331963012695312,1.1197052001953125,-4.104100321675395,-5.2689933511945934,9.05712013244629,2.4730606694375314,-2.4584879875183105,,"Whit Merrifield",11281,593160
"Yasmani Grandal","PIT",243,8.690545457409273,,4.901844333957982,2.1640742266619646,,4.357378329449927,0.8495250912163201,-5.128527060322378,-5.834558927095854,,3.281132624699519,,,"Yasmani Grandal",11368,518735
"Gary Sánchez","MIL",280,9.34309561041337,,5.1064729432801945,3.1590237935384113,,5.252284624000296,1.253855834136138,-4.970129330952962,-4.905109024047851,3.674184799194336,2.8879192721459175,,,"Gary Sanchez",11442,596142
"Mark Canha","- - -",462,9.259610896398348,,4.7081072977836556,0.5403175618913438,,5.111885135639828,1.165639006246732,-5.118980070131015,-4.549800618489583,,3.2694696590600425,,,"Mark Canha",11445,592192
"Christian Yelich","MIL",315,9.072854099025975,,4.280294612962372,1.9581697425063775,,4.819459198742378,1.1315736728984715,-5.087623842300907,-4.6179037655101105,,3.4735284230065724,,,"Christian Yelich",11477,592885
"Michael A. Taylor","PIT",300,8.673774105378952,,4.338446445152408,2.488832718286759,,4.75624014478211,0.9762271788062119,-4.605683699898098,-5.458107418484158,,2.827196357663998,,,"Michael A. Taylor",11489,572191
"Manny Machado","SDP",643,9.335542224702381,,5.024924861574636,2.0030254017223013,0.6262245774269104,4.689356615398728,1.145984577682783,-5.0456567579700105,-5.419281788361379,7.626057147979736,2.7518187065345012,-0.6844579577445984,,"Manny Machado",11493,592518
"Brandon Drury","LAA",360,9.157660816805846,,5.470850190662202,1.4214599964230559,,4.525304926658163,1.0196829156561211,-4.7813345419394,-5.704313278198242,,2.931723836263021,,,"Brandon Drury",11615,592273
"J.T. Realmuto","PHI",413,9.247693019357287,,4.005584106445313,1.7063272649591619,0.3434121608734131,4.3862906846424075,0.9775125153210699,-5.073617699032738,-2.9323648725237166,,3.349560546875,-1.4300990104675293,,"J.T. Realmuto",11739,592663
"Jon Berti","NYY",74,9.597135656020221,,3.4885103562298942,4.092934608459473,,5.477519179835464,1.1833432006835938,-7.670194244384765,,,2.0099808829171315,,,"Jon Berti",12037,542932
"Max Kepler","MIN",399,9.144640231810722,,4.489011411313657,1.6663420892530871,,4.357694272641782,0.872534053841817,-4.833206668976815,-5.595284539300042,,3.3875274658203125,,,"Max Kepler",12144,596146
"Austin Barnes","LAD",156,9.025446788805752,,4.377603530883789,3.77514762878418,,4.717785105985754,1.2354693515695256,-5.042924552128233,-5.288790384928386,,3.1535536243069555,,,"Austin Barnes",12158,605131
"Ben Gamel","- - -",99,9.268918621006296,,6.219520823160807,2.487558432987758,,4.7460512345837005,0.7969605213886982,-5.17888843311983,-6.6180267333984375,8.702180099487304,3.131055619981554,,,"Ben Gamel",12160,592325
"Xander Bogaerts","SDP",463,9.123126738806937,,4.414801169568159,2.585850851876395,3.0367960929870605,4.505659830729167,1.4382736006157888,-5.682091548525054,-4.242907147074854,,2.859327434671336,-0.9544551372528076,,"Xander Bogaerts",12161,593428
"Miguel Sanó","LAA",95,9.763161977132162,,4.675217098659939,2.5860680171421597,,4.551774210004664,0.9869948429847831,-6.334945297241211,-4.969530378069196,,4.072945295061384,,,"Miguel Sano",12164,593934
"Kevin Pillar","- - -",314,9.073328409315664,,6.016029428552698,1.9189597859102137,,5.16388443977602,1.1781433901172473,-3.8827452015232398,-5.336074941298541,,2.934312184651693,,,"Kevin Pillar",12434,607680
"Curt Casali","SFG",125,8.744129932709853,,4.3012838056010585,3.152929941813151,,4.217035376507303,0.6162642902798123,-6.882086012098524,-5.987918472290039,,3.037066432407924,,,"Curt Casali",12510,592200
"Marcus Semien","TEX",718,9.30816871761658,,4.801163563829787,2.083909946017795,,4.937799027276566,1.0109136978994888,-5.186757580987338,-5.175084590911865,,3.5800081693209136,,,"Marcus Semien",12533,543760
"Trevor Story","BOS",106,9.745982530381944,,4.458446756998698,3.561470725319602,,5.480829632471478,0.816885197416265,-6.960831536187066,-7.24221134185791,,3.3813915252685547,,,"Trevor Story",12564,596115
"James McCann","BAL",233,9.470645459883052,,4.1426544189453125,1.3969519933064778,,3.831312843605324,1.1308608249301824,-5.324410211472284,-7.3148417472839355,,3.9741653221240942,,,"James McCann",12859,543510
"Anthony Rendon","LAA",238,9.540006563260958,,6.062708261850718,2.291597442626953,,4.720872561136882,0.8043136596679688,-5.895642768012153,-5.902187347412109,,3.9106792375153185,,,"Anthony Rendon",12861,543685
"Austin Hedges","CLE",146,8.96713588892487,,4.043839839466831,3.332402123345269,,3.822013123394692,1.100420599114405,-2.9621180366067326,-6.408681869506836,,3.841528690222538,,,"Austin Hedges",12976,595978
"Javier Báez","DET",289,9.098462090975996,,4.4035206670346465,2.2164158821105957,,4.778454924282962,1.4206078324457063,-5.484396714430589,-4.63984519556949,,2.1051727294921876,,,"Javier Baez",12979,595879
"Jorge Polanco","SEA",469,9.471972978547855,,5.0367491552434815,1.91059032838736,,4.822252661780974,1.2452303739892183,-4.9473876953125,-5.281011843213848,,3.2833560072724075,0.27434125542640686,,"Jorge Polanco",13152,593871
"Ildemaro Vargas","WSN",303,8.78756820436508,,4.9646116744640265,2.4712073189871653,,3.7320544613993225,0.9789649584016747,-5.1438989406678735,-4.492276085747613,,2.47710230730582,,,"Ildemaro Vargas",13324,545121
"Omar Narváez","NYM",69,9.315364671790082,,6.311325454711914,0.9129476547241211,,2.3274566650390627,1.0763476689656575,-5.143031193659856,-4.429836591084798,,1.4094105529785157,,,"Omar Narvaez",13338,553882
"Patrick Wisdom","CHC",174,8.756400690543071,,3.9894988536834717,1.1999811759361854,,5.469885575143914,0.790557861328125,-3.7076863133630087,-6.658112525939941,7.227738380432129,3.315542912137681,,,"Patrick Wisdom",13602,621550
"Carson Kelly","- - -",313,9.431971908304734,,5.073137442270915,1.8526921639075646,,4.659372792345412,1.0549644106910343,-4.7907096354166665,-7.026365106756037,,2.8708643913269043,,,"Carson Kelly",13620,608348
"Corey Seager","TEX",533,9.001593882135307,,5.087213291266026,2.029141065809462,,5.045369023862093,0.9321231510739765,-5.381674458661418,-6.975078807157629,,3.6967907091126824,,,"Corey Seager",13624,608369
"Jack López","LAA",71,9.554917157706567,,5.986391167891653,1.1555963243756975,,4.094089673913044,1.069321632385254,-2.56005859375,-5.7967119216918945,,4.822823157677283,,,"Jack Lopez",13663,605346
"Tomás Nido","- - -",140,8.970315395257412,,4.054273458627554,1.8852156400680542,,4.705158996582031,1.1644329314536237,-5.805812055414373,-2.1800451278686523,,2.873930784372183,,,"Tomas Nido",13755,621512
"Chris Taylor","LAD",246,8.865085687852444,,4.785352376302083,2.099430533016429,2.261534055074056,4.206981608072916,0.8465433388828753,-4.089648307637965,-4.829154332478841,7.837164306640625,3.5562193238890014,,,"Chris Taylor",13757,621035
"Travis Jankowski","TEX",207,9.349010812159268,,4.609597439236111,0.7238239165275328,,3.4294772970265357,0.34011974201335776,-4.262853094872008,-5.392695532904731,,3.521381699036215,,,"Travis Jankowski",13768,608671
"Rob Refsnyder","BOS",307,9.119436948354007,,4.921547113462936,2.3659178904997997,,4.461613471519219,0.9733963623046875,-4.126205615783006,-6.655020280317827,,2.875463612874349,-1.0587865114212036,,"Rob Refsnyder",13770,608701
"Joey Gallo","WSN",260,8.89697752688591,,5.64344012150999,1.3145389556884766,,5.295547243148562,0.7033218459703436,-4.776258433948864,-5.377399668974035,,3.5042956122036637,2.374619722366333,,"Joey Gallo",14128,608336
"Daniel Vogelbach","TOR",79,9.41635953463041,,6.004103781960227,2.558729989188058,,5.466341788308663,1.4621385548212757,-5.333994898302802,-5.376511573791504,,4.251948723426232,,,"Daniel Vogelbach",14130,596129
"Byron Buxton","MIN",388,9.406143363864942,,4.579711243346497,1.9374092102050782,,4.870197482638889,1.324179488621401,-5.695482207507622,-5.258502960205078,,4.015766446552579,,,"Byron Buxton",14161,621439
"Carlos Correa","MIN",367,9.500010172526041,,5.076281066334576,2.7026497625535533,,4.911128544307255,1.2467159882434824,-3.8410551819620253,-4.848773002624512,,4.408553628360524,,,"Carlos Correa",14162,621043
"Mitch Haniger","SEA",423,9.49034698598939,,4.9241548167715825,2.6861493037297177,,4.938018920412102,1.3493422318321735,-5.4032869739692755,-4.4948085661857355,,3.4347470809853142,,,"Mitch Haniger",14274,571745
"Harold Ramírez","- - -",246,9.784065246582031,,4.587809153965542,2.1341569158766003,,4.688871383666992,1.0114768766007334,-4.983684077407375,-4.7235433260599775,,4.4424847018334175,,,"Harold Ramirez",14387,623912
"Anthony Santander","BAL",665,9.259912978854265,,4.485132256869612,2.285619547078898,,4.550268303858091,1.0954202063997884,-5.825473007997631,-6.277436967329545,,3.1624312300581834,,,"Anthony Santander",14551,623993
"Manuel Margot","MIN",343,9.071590431787634,,4.834377848307292,3.1631127719221444,,4.826636654207076,1.0822330890315595,-5.302579862577421,-3.5471505385178785,8.353824615478516,4.848495733542521,,,"Manuel Margot",14712,622534
"Kyle Farmer","MIN",242,9.406861086925828,,5.068701767339939,4.602790196736653,,5.446242974728954,0.9541948287882269,-4.303125085965009,-4.0782365798950195,,4.026622590564546,,,"Kyle Farmer",14813,571657
"Victor Caratini","HOU",274,9.443695698515855,,6.0241130828857425,1.8803374426705497,,4.468925273523921,1.2597204137731481,-5.874836859301986,-5.614434560139974,7.013769149780273,3.6698819673978367,,,"Victor Caratini",14968,605170
"Mitch Garver","SEA",430,9.353957603717673,,4.223080392611229,1.0494945927670127,,4.802536330856643,1.5387419001720442,-4.835850191432119,-4.338548140092329,8.283163070678711,3.6619253494032664,,,"Mitch Garver",15161,641598
"Jake Bauers","MIL",346,8.665209056712962,,4.592597762398098,1.2670999254499162,,3.6502272661994484,0.7198121165501252,-4.8410665760869565,-5.258693101671007,9.357095336914062,3.0738929255091727,-2.5019739468892417,,"Jake Bauers",15194,641343
"Adam Frazier","KCR",294,9.23930019387989,,4.719037334735577,1.9148121285945812,,3.863119035759228,0.7579993025321793,-5.787755155015266,-5.278488477071126,,2.953586222330729,,,"Adam Frazier",15223,624428
"Mike Tauchman","CHC",350,9.007909514829638,,4.70733427665603,1.7100591659545898,,4.507265970587186,1.0108175762629106,-5.279183435921717,-7.090037451850043,7.386685180664062,3.3838832014698093,,,"Mike Tauchman",15274,643565
"Garrett Cooper","- - -",116,9.48054594152114,,4.54531429124915,3.034092140197754,,4.217150301546664,0.30506405077482524,-5.578948301427505,-5.780346155166626,,4.058919270833333,,,"Garrett Cooper",15279,643265
"Kris Bryant","COL",155,8.294672121946839,,4.539259089980015,3.351196527481079,,4.939754803975423,0.43808317466600405,-4.289269080528846,-5.408953348795573,0.19028329849243164,2.333338056291853,,,"Kris Bryant",15429,592178
"J.P. Crawford","SEA",451,9.522615475250744,,4.950049217711103,1.667388916015625,,4.3984150946894776,1.0221526646378016,-5.039408120764307,-5.8355662027994795,8.957911491394043,3.5917585925943047,-1.5654394626617432,,"J.P. Crawford",15491,641487
"Aaron Judge","NYY",704,9.492702380228598,,5.085289514111907,2.1685170377238414,,4.473862945056353,0.9885845015959962,-5.668734911806094,-5.830170313517253,,3.274638260945235,,,"Aaron Judge",15640,592450
"José Abreu","HOU",120,9.423404805144372,,4.371785905626085,1.2180330753326416,,4.756141908707157,2.126528190843987,-4.590974807739258,-5.528344472249349,,4.433911373740749,,,"Jose Abreu",15676,547989
"Rowdy Tellez","PIT",421,8.805810719412545,,5.035248417182257,1.7391125567547687,,4.926058396760998,0.8018498029865202,-5.274202602116142,-5.447404511120855,,3.2548944119414593,,,"Rowdy Tellez",15679,642133
"Tyler O'Neill","BOS",473,9.397480069474021,,4.550182361893242,2.8741598794626637,,4.425300442442602,0.8545152972842648,-5.055048043387277,-3.9501872062683105,5.9415238698323565,2.9075852567926415,,,"Tyler O'Neill",15711,641933
"Tyler Wade","SDP",156,9.268133367149575,,5.406197102864583,2.3166968401740577,,4.141612391318044,1.4794219659299266,-5.823489166969477,-5.106263160705566,5.522947947184245,1.621238914695946,-1.225440263748169,,"Tyler Wade",15730,642180
"Miguel Andujar","OAK",319,9.627999970407197,,4.786803327287946,2.1561743083753084,,4.434027327541494,1.4538525390625,-4.860350143077762,-3.9253587268647694,,3.500122314453125,,,"Miguel Andujar",15878,609280
"Luis Torrens","NYM",130,8.784103151351687,,4.087893332204511,3.1367403666178384,,4.291831551017342,1.0862655171587423,-4.695816516876221,-3.2881600856781006,8.1597044808524,3.3600342490456323,,,"Luis Torrens",15905,620443
"Willy Adames","MIL",688,9.143120909450518,,4.92446875,2.0544357299804688,,4.820318399308783,1.0744796902038376,-4.4080039576480265,-4.736308797200521,,3.309271543724102,,,"Willy Adames",15986,642715
"Cody Bellinger","CHC",569,8.817384281015038,,4.6997426886307565,1.7978719075520833,,3.5825565680630804,0.9663182719589194,-4.980517649511148,-5.931904983520508,,2.9652314362702548,,,"Cody Bellinger",15998,641355
